S.No,Bank Name,Name,Address,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Cover No,Cover,Document Type,Description,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated on :.1,Document :.1,S.No.3,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,S.No.2,Revocation Title,Revocation Description,Published Date,Document Name,Document Size(in KB),Revocated To
1.0,ICICI BANK,O/o EE Bhawarna Division HPPWD Bhawarna,O/o EE Bhawarna Division HPPWD Bhawarna,PWD,NIT No.19395-454 DT.24-02-2023-Bhawarna,2023_PWD_69787_1,Yes,Open Tender,Item Rate,Works,2.0,No,No,Online,No,No,No,"8,98,000",No,fixed,,Nil,Nil,01-Mar-2023 10:00 AM,09-Mar-2023 11:30 AM,01-Mar-2023 10:00 AM,09-Mar-2023 11:00 AM,NA ,NA ,01-Mar-2023 10:30 AM,09-Mar-2023 11:00 AM,20-Mar-2023 11:00 AM,1.0,Fee/PreQual/Technical,.pdf,Copy of online receipt of EMD and Cost of tender form.,"5,000",Nil,Nil,No,Balance work of Construction of motorable bridge over Moul Khad between Bairghatta and Kandera Liora road Km 0/0 to 1/500,Balance work of Sub-structure and C/o Super structure of 91.67 mtr span RCC Box Girder Bridge (3 x 30.00 mtr. each span) at RD 0/370.,Please refer Tender documents. ,NA ,"4,49,10,452",Civil Works - Bridges,NA ,Tender,75.0,545.0,Bhawarna,176083.0,NA ,NA ,NA ,O/o EE Bhawarna Division HPPWD Bhawarna,No ,No,Sh. Manish Sehgal,Internal,Anand Katoch AEtoEE Subhash Chand Supdt. Suresh Kumar HDM Naveen Kumar DAO Manjeet Kumar Sr Asstt,Manish Sehgal,20-Mar-2023 10:26 AM,20-Mar-2023 11:00 AM,techsummary_105251.pdf (612.65 KB),PWD,2023_PWD_69787_1,NIT No.19395-454 DT.24-02-2023-Bhawarna,Balance work of Construction of motorable bridge over Moul Khad between Bairghatta and Kandera Liora road Km 0/0 to 1/500,14-Jun-2023,"INR 34,065,637.05",545.0,Manish Sehgal,14-Jun-2023 12:47 PM,AOC.pdf (481.00 KB),AOC,Sh. Manish Sehgal,Internal,Anand Katoch AEtoEE Subhash Chand Supdt. Suresh Kumar HDM Naveen Kumar DAO Manjeet Kumar Sr Asstt,Manish Sehgal,23-Mar-2023 02:45 PM,finsummary_105251.pdf (740.33 KB),1.0,332492.0,M.S JAGDISH CHAND GUPTA,INR,"34,042,589",Finance,Summary Attached,Manish Sehgal,23-Mar-2023 02:42 PM,finance_105251.pdf,BOQ Comparative Chart,1.0,332911.0,MSC Roads and Bridges Private Limited,08-Mar-2023 02:27 PM,Rejected-Finance,Bid Rank-L4,23-Mar-2023,Technical,Summary,Manish Sehgal,20-Mar-2023 10:21 AM,technical_105251.pdf,1.0,Tender Revocation,Tender Revocation,18-Mar-2023 03:45 PM,Corr-69787.pdf ,170.45,Technical Opening
2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,The valid enlistment/registration of contractor in appropriate class.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,332492.0,M.S JAGDISH CHAND GUPTA,07-Mar-2023 06:28 PM,Accepted-AOC,BID RANK-L1,14-Jun-2023,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Registration Copy of (Tax/GST/PAN).,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,333090.0,Rohit,09-Mar-2023 10:30 AM,Rejected-Finance,Bid Rank-L3,23-Mar-2023,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Work done certificate as per SBD.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,332503.0,Suresh Patial,08-Mar-2023 12:01 PM,Rejected-Finance,Bid Rank-L5,23-Mar-2023,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Work in hand certificate as per SBD.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,332355.0,V.B Const Co.,09-Mar-2023 08:21 AM,Rejected-Finance,Bid Rank-L2,23-Mar-2023,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Balance Sheet for the last five years duly signed by CA.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Tax clearance certificate (TCC) issued from the GST and Taxation Deptt.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,An affidavit that informations furnished with the bid (with work name) are true.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Affidavit regarding no near relative working in HP.PWD department.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,List of machinery along with photo copy of RC and list of technical staff.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,The detail of EPF no. and copy of Electronic Challan cum Return.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Certificate from Bank for availability of credit facility.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
