Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,S.No,Corrigendum Title,Corrigendum Type,View,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Name,Address,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,S.No.1,Bank Name,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD through BG/ST or EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Cover No,Cover,Document Type,Description,Tender Stage,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Type :,Summary :,Updated By :.1,Updated On :,Document :.1,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated On :.1,Financial Bid Opening Date:,Document :.2,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :.1,AOC document :,AOC Description :,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Tender Stage
Department of Tourism||Assam Tourism Development Corporation Ltd. - DOT||HO-Guwahati-ATDCL - DOT,ATDC/CS/601/2022/1221 dtd. 30.06.2022,2022_DOT_26288_1,Yes,Open Tender,Item Rate,Works,2.0,No,No,Online,No,No,No,1.0,Extension Notice for Tourist Complex at Jonai,Date,,Tourist Complex at Jonai.,"Tourist Complex at Jonai. (Construction of Boundary wall, Internal Pathway, Underground Water Reservoir, External Water supply connection pipes, Supplying, fitting fixing of submersible pump sets, Land Development, External Area Lighting works)",Please refer Tender documents. ,NA ,"67,08,607",Civil Works - Others,NA ,Tender,180.0,180.0,Jonai Dist Dhemaji,787060.0,Guwahati ,"O/o the Managing Director, ATDC Ltd. Paltan Bazar, Guwahati-8 ",19-Jul-2022 12:00 PM ,Guwahati,No ,No,"Managing Director, ATDC ltd.","Managing Director, ATDC Ltd. Paltan Bazar, Guwahati-8","3,000",Nil,Nil,Yes,1.0,SBI Bank,12-Jul-2022 04:15 PM,03-Aug-2022 02:00 PM,12-Jul-2022 04:30 PM,02-Aug-2022 02:00 PM,NA ,NA ,12-Jul-2022 04:30 PM,02-Aug-2022 02:00 PM,05-Jan-2023 12:00 PM,"1,34,172",Yes,fixed,,Nil,Nil,1.0,Fee/PreQual/Technical,.pdf,Detail Notice Inviting Bid,AOC,1,154359,Abdul Rafique,02-Aug-2022 01:57 PM,Rejected-AOC,Abdul Rafique submitted Justification but the statement seems not justified,15-Jun-2023 03:13 PM,Bhaskar Jyoti Baruah,Internal,Kishore Dutta Kushal Sarma,Kishore Dutta,14-Jun-2023 04:02 PM,finsummary_40596.pdf (167.41 KB),Technical,Statement of Technical Bid,Kishore Dutta,29-Dec-2022 04:33 PM,technical_40596.pdf,Prabhash Ch. Sarma,Internal,RajatLalDasTinaMitra,Kishore Dutta,29-Dec-2022 04:41 PM,05-Jan-2023 12:00 PM,techsummary_40596.pdf (180.32 KB),15-Jun-2023,INR 5635235.0,180.0,Kishore Dutta,15-Jun-2023 02:56 PM,TouristComplexJonai.pdf (257.00 KB),Issue of Notice to proceed with the work,Finance,Statement of Financial Bid,Kishore Dutta,14-Jun-2023 03:48 PM,finance_40596.pdf,BOQ Comparative Chart,1.0,154111.0,K S ENTERPRISE,INR,5635235.0,Department of Tourism||Assam Tourism Development Corporation Ltd. - DOT||HO-Guwahati-ATDCL - DOT,2022_DOT_26288_1,ATDC/CS/601/2022/1221 dtd. 30.06.2022,Tourist Complex at Jonai.,AOC
,,,,,,,,,,,,,,2.0,Corrigendum for Tourist Complex at Jonai.,Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Technical Bid with seal and sign,AOC,2,154849,BIJIT BORUAH,31-Jul-2022 07:15 PM,Rejected-AOC,Secured seventh position,15-Jun-2023 03:13 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Other qualification,AOC,3,154323,DEVAJIT BORSAIKIA,02-Aug-2022 01:09 PM,Rejected-AOC,Secured seventh position,15-Jun-2023 03:13 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,AOC,4,154996,DIGANTA BURAGOHAIN,02-Aug-2022 01:11 PM,Rejected-Technical,Not Eligible,29-Dec-2022 04:41 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Form of Bid,AOC,5,154429,Durgeswar Doley,26-Jul-2022 04:16 PM,Rejected-Technical,Not Eligible,29-Dec-2022 04:41 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,6,154976,JINTU MAHANTA,02-Aug-2022 12:30 PM,Rejected-AOC,Secured fifth position,15-Jun-2023 03:13 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,7,154915,KHAGENDRA NATH SARKAR,01-Aug-2022 07:18 PM,Rejected-AOC,Secured third position,15-Jun-2023 03:13 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,8,154111,K S ENTERPRISE,25-Jul-2022 01:37 PM,Accepted-AOC,Secured first position by submitted justification,15-Jun-2023 03:13 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,9,154951,LALIT DOLEY,02-Aug-2022 01:15 PM,Rejected-AOC,Secured sixth position,15-Jun-2023 03:13 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,10,154464,Om Prakash Agarwalla,26-Jul-2022 02:14 PM,Rejected-AOC,Secured seventh position,15-Jun-2023 03:13 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,11,154968,Probin Dihingia,02-Aug-2022 10:55 AM,Rejected-AOC,Secured fourth position,15-Jun-2023 03:13 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,12,154474,PURNA KT SONOWAL,25-Jul-2022 06:32 PM,Rejected-Technical,Not Eligible,29-Dec-2022 04:41 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,13,154439,R D Enterprise,25-Jul-2022 02:44 PM,Rejected-AOC,Secured eight position,15-Jun-2023 03:13 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,14,154263,Sri Bijoy Deori,01-Aug-2022 05:07 PM,Rejected-AOC,Secured seventh position,15-Jun-2023 03:13 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
