Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Name,Address,Cover No,Cover,Document Type,Description,S.No,Corrigendum Title,Corrigendum Type,View,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,S.No.1,Instrument Type,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No.2,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,Type :,Summary :,Updated By :.1,Updated On :.1,Document :.1,Type :.1,Summary :.1,Updated By :.2,Updated On :.2,Document :.2,BOQ Comparative Chart :,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated on :.1,Document :.3,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value
08-May-2023 05:00 PM,18-May-2023 03:00 PM,08-May-2023 05:00 PM,18-May-2023 11:00 AM,NA ,NA ,08-May-2023 05:00 PM,18-May-2023 11:00 AM,01-Jun-2023 11:00 AM,Commissioner,Commissioner Municipal Corporation Palampur,1.0,Fee/PreQual/Technical,.pdf,Cost of tender form,1.0,Addendum to pre bid meeting,Other,,"8,71,300",No,fixed,,Commissioner,MC Palampur,Directorate of Urban Development||Urban Development - UDDHP||Municipal Corporation Palampur,1 MC- Palam(1)2023-5,2023_UDDHP_72795_1,Yes,Open Tender,Item Rate,Services,2.0,No,No,Offline,No,No,No,"1,000",Commissioner,MC Palampur,No,1.0,DD - Demand Draft,"Door to Door MSW collection, transportation and treatment as per SWM rule 2016 and manual sweeping of roads and one time Biomining of legacy waste of approx20000 cum in 15wards of Municipal Corporation Palampur (Himachal Pradesh).","Door to Door MSW collection, transportation and treatment as per SWM rule 2016 and manual sweeping of roads and one time Biomining of legacy waste of approx20000 cum in 15wards of Municipal Corporation Palampur (Himachal Pradesh).",Please refer Tender documents. ,NA ,,Miscellaneous Services,NA ,Tender,90.0,365.0,Palampur,176061.0,Commissioner Office MC Palampur ,Commissioner office MC Palampur ,12-May-2023 11:00 AM ,MC Palampur,No ,No,1.0,347617.0,Lion Services Limited,17-May-2023 11:02 PM,Rejected-AOC,Being L3,15-Jun-2023,Commissioner,Internal,"Commissioner ,S.O , A.E, J.E",Kalyan Bhatt,31-May-2023 04:42 PM,01-Jun-2023 11:00 AM,techsummary_109447.pdf (890.70 KB),Technical,bid opening summary,Kalyan Bhatt,18-May-2023 04:51 PM,technical_109447.pdf,Finance,Financial evaluation opening summary,Kalyan Bhatt,01-Jun-2023 11:36 AM,finance_109447.pdf,BOQ Comparative Chart,15-Jun-2023,"INR 31,799,988",365.0,Kalyan Bhatt,15-Jun-2023 04:35 PM,CCF_000250.pdf (786.00 KB),Awarded,COMMISSIONER,Internal,"Commissioner, Assistant Engineer, S.O , Junior Engineer",Kalyan Bhatt,15-Jun-2023 04:19 PM,finsummary_109447.pdf (208.11 KB),Directorate of Urban Development||Urban Development - UDDHP||Municipal Corporation Palampur,2023_UDDHP_72795_1,1 MC- Palam(1)2023-5,"Door to Door MSW collection, transportation and treatment as per SWM rule 2016 and manual sweeping of roads and one time Biomining of legacy waste of approx20000 cum in 15wards of Municipal Corporation Palampur (Himachal Pradesh).",1.0,346349.0,yash raaj all services,INR,"31,799,988"
,,,,,,,,,,,,,.pdf,Earnest money,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,BG - Bank Guarantee,,,,,,,,,,,,,,,,,,,2.0,347687.0,Vishal Protection Force,18-May-2023 12:10 AM,Rejected-AOC,Being L2,15-Jun-2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,.pdf,Name and address of firm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,FDR - Fixed Deposit,,,,,,,,,,,,,,,,,,,3.0,346349.0,yash raaj all services,18-May-2023 06:52 AM,Accepted-AOC,Being L1,15-Jun-2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,.pdf,Service Provide registration certificate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,.pdf,GST and PAN registration,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,.pdf,Labour contract Act License No.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,.pdf,EPF registration certificate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,.pdf,ITR and Turnover certificate with UDIN No.for last three year,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,.pdf,9. Self Certification regarding true information and not blacklisted from anywhere in last five year,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,.pdf,Copy of Certificate of Incorporation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
