Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,EMD Amount in ₹,EMD through BG/ST or EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Name,Address,S.No,Bank Name,Cover No,Cover,Document Type,Description,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Tender Stage
18-Nov-2022 10:00 AM,13-Dec-2022 04:00 PM,18-Nov-2022 10:00 AM,13-Dec-2022 02:00 PM,18-Nov-2022 10:00 AM ,25-Nov-2022 02:00 PM ,08-Dec-2022 02:00 PM,13-Dec-2022 02:00 PM,13-Jan-2023 01:00 PM,Health and Family Welfare Department||Assam Medical Services Corporation Limited,2022/246209/12973,2022_HFWD_27809_1,Yes,Open Tender,Buy,Goods,2.0,No,Yes,Online,No,No,No,"2,00,000",Yes,fixed,,Nil,Nil,"Managing Director, AMSCL, Assam","Managing Director, AMSCL, Assam. Central Drug Ware House Campus, Patherquery, Narengi, Guwahati, Assam-781026",1.0,SBI Bank,1.0,Fee/PreQual/Technical,.pdf,"Check list of items quoted, Annual Turnover Statement , Experience Details","2,000",Nil,Nil,No,Procurement of essential Drugs,Procurement of essential Drugs,Please refer Tender documents. ,NA ,"19,38,37,781",Medicines,NA ,Rate Contract,180.0,60.0,Guwahati,781026.0,o/o the Managing Director ,"Managing Director, AMSCL, Assam. Central Drug Ware House Campus, Patherquery, Narengi, Guwahati, Assam-781026 ",28-Nov-2022 02:00 PM ,"o/o the Managing Director, AMSCL, Assam.",No ,No,AOC,Health and Family Welfare Department||Assam Medical Services Corporation Limited,2022_HFWD_27809_1,2022/246209/12973,Procurement of essential Drugs,1,165798,ACULIFE HEALTHCARE PRIVATE LIMITED,12-Dec-2022 06:27 PM,Accepted-AOC,L1,21-Jun-2023 04:45 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Other requisite Document as per Tender Requirement,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,2,166094,Agron Remedies Pvt. Ltd.,12-Dec-2022 06:42 PM,Rejected-Finance,No L1 rate,04-Apr-2023 12:54 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,3,165915,AKUMS DRUGS & PHARMACEUTICALS LTD,13-Dec-2022 12:08 PM,Rejected-Finance,No L1 rate,04-Apr-2023 12:54 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,4,165875,Cadila Pharmaceuticals Limited,13-Dec-2022 11:42 AM,Rejected-Finance,No L1 rate,04-Apr-2023 12:54 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,5,165821,CONCORD BIOTECH LIMITED,12-Dec-2022 05:07 PM,Accepted-AOC,L1,21-Jun-2023 04:45 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,6,165968,Fresenius Kabi india Pvt Ltd,12-Dec-2022 05:32 PM,Rejected-Finance,No L1 rate,04-Apr-2023 12:54 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,7,165862,GALPHA LABORATORIES LIMITED,12-Dec-2022 05:53 PM,Rejected-Finance,No L1 rate,04-Apr-2023 12:54 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,8,166441,GNOSIS PHARMACEUTICALS PVT LTD,13-Dec-2022 12:10 PM,Rejected-Finance,No L1 rate,04-Apr-2023 12:54 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,9,165876,J B CHEMICALS & PHARMACEUTICALS LTD,13-Dec-2022 01:07 PM,Rejected-Technical,Rejected,11-Jan-2023 12:27 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,10,165913,MALIK LIFESCIENCES PVT LTD,13-Dec-2022 12:12 PM,Rejected-Finance,No L1 rate,04-Apr-2023 12:54 PM,AOC
