Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Cover No,Cover,Document Type,Description,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Name,Address,S.No,Instrument Type,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,Type :,Summary :,Updated By :.1,Updated On :,Document :,BOQ Comparative Chart :,Type :.1,Summary :.1,Updated By :.2,Updated On :.1,Document :.1,S.No.2,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.3,Updated on :.1,Document :.2,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3
350.0,Executive Engineer R B M C Shimla,Shimla,No,Construction of Room at Slaughter House Boileauganj ward No 5 Summerhill,Construction of Room at Slaughter House Boileauganj ward No 5 Summerhill,Please refer Tender Documents ,NA ,"7,34,162",Civil Works,NA ,Tender,120.0,30.0,Shimla,171001.0,NA ,NA ,NA ,MC Shimla,No ,No,1.0,Fee/PreQual/Technical,.pdf,Cost of form in shape of DD and Earnest money in shape of FDR as per E procurement notice,Municipal Corporation Shimla,556Dated22032023,2023_MC_71604_5,Yes,Open Tender,Item Rate,Works,2.0,No,No,Offline,No,No,No,Executive Engineer R B M C Shimla,Executive Engineer R B M C Shimla,1.0,DD - Demand Draft,"14,700",No,fixed,,Executive Engineer R B M C Shimla,Shimla,25-Mar-2023 05:15 PM,05-Apr-2023 03:00 PM,25-Mar-2023 05:15 PM,04-Apr-2023 05:00 PM,NA ,NA ,25-Mar-2023 05:15 PM,04-Apr-2023 05:00 PM,17-May-2023 10:00 AM,20-Jun-2023,"INR 512,333.57",30.0,Rajesh Thakur,20-Jun-2023 11:23 AM,2023_MC_71604_5.pdf (1552.00 KB),AOC,Finance,Financial,Rajesh Thakur,17-May-2023 10:56 AM,finance_107741.pdf,BOQ Comparative Chart,Technical,BOS,Rajesh Thakur,16-May-2023 04:52 PM,technical_107741.pdf,1,340462,AJAY SHARMA,04-Apr-2023 03:33 PM,Accepted-AOC,Accepted,20-Jun-2023,EE,Internal,AGM SJPNL AO,Rajesh Thakur,20-Jun-2023 11:21 AM,finsummary_107741.pdf (314.77 KB),Municipal Corporation Shimla,2023_MC_71604_5,556Dated22032023,Construction of Room at Slaughter House Boileauganj ward No 5 Summerhill,1.0,340462.0,AJAY SHARMA,INR,"510,395",EE,Internal,AGM SJPNL AO,Rajesh Thakur,16-May-2023 05:23 PM,17-May-2023 10:00 AM,techsummary_107741.pdf (1215.65 KB)
,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Certificate of registration with HPPWD in appropriate class and latest renewal thereof,,,,,,,,,,,,,,,,,2.0,FDR - Fixed Deposit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,340097,BILAL AHMED BUTT,02-Apr-2023 08:47 PM,Rejected-Finance,Rejected,20-Jun-2023,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Income Tax GST and EPF registration PAN Permanent Account No and GST No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,340172,jai prakash sharma,03-Apr-2023 12:54 PM,Rejected-Finance,Rejected,20-Jun-2023,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Scanned Copy of tender documents i.e. NIT (E-procurement notice) Performa and Form MW-7 duly signed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,340456,Rajender Thakur,04-Apr-2023 04:57 PM,Rejected-Finance,Rejected,20-Jun-2023,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Scanned copy of Affidavit duly signed with reference to condition No. 10.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,340427,RAKESH,04-Apr-2023 03:50 PM,Rejected-Finance,Rejected,20-Jun-2023,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Scanned copy of Letter Head with reference to condition No. 10.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,340404,RAVINDER SHARMA,04-Apr-2023 12:46 PM,Rejected-Finance,Rejected,20-Jun-2023,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,340224,SUNIL SHARMA,03-Apr-2023 01:55 PM,Rejected-Finance,Rejected,20-Jun-2023,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,340422,VIJAY KUMAR SHARMA,04-Apr-2023 04:11 PM,Rejected-Finance,Rejected,20-Jun-2023,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,339898,Vishal Bhushan,31-Mar-2023 05:29 PM,Rejected-Technical,Has not submitted valid HPPWD Registration,16-May-2023,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,340460,vivek sharma,04-Apr-2023 03:26 PM,Rejected-Finance,Rejected,20-Jun-2023,,,,,,,,,,,,,,,,,,,,,,
