Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,S.No,Bank Name,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Name,Address,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Cover No,Cover,Document Type,Description,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated on :.1,Document :.1,S.No.2,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value
27-Jan-2023 11:00 AM,09-Feb-2023 11:30 AM,27-Jan-2023 11:00 AM,09-Feb-2023 11:00 AM,NA ,NA ,27-Jan-2023 11:00 AM,09-Feb-2023 11:00 AM,20-Feb-2023 11:10 AM,"2,000",Nil,Nil,Yes,1.0,ICICI BANK,Restoration of rain damages on Chakki- Banikhet Chamba Bharmour road NH154-A Km 106/0 TO 172/0 ( SH C/o P.C.C R/wall at RD 138/630 TO 138/650 Under FDR 2022-23 .,Restoration of rain damages on Chakki- Banikhet Chamba Bharmour road NH154-A Km 106/0 TO 172/0 ( SH C/o P.C.C R/wall at RD 138/630 TO 138/650 Under FDR 2022-23 .,Restoration of rain damages on Chakki- Banikhet Chamba Bharmour road NH154-A Km 106/0 TO 172/0 ( SH C/o P.C.C R/wall at RD 138/630 TO 138/650 Under FDR 2022-23 . ,NA ,"44,62,491",Civil Works - Roads,NA ,Tender,75.0,90.0,Chamba,176310.0,NA ,NA ,NA ,Executive Engineer NH Division HPPWD Chamba,No ,No,PWD,pw-nhc-ea-tender-22-23 5571-5610 dt. 17.1.23,2023_PWD_67515_1,Yes,Open Tender,Item Rate,Works,2.0,No,No,Online,No,No,No,Executive Engineer NH Division HPPWD Chamba,Executive Engineer NH Division HPPWD Chamba,"75,000",Yes,fixed,,Nil,Nil,1.0,Fee/PreQual/Technical,.pdf,Cost of tender Form Only online mode through e-payment.,EE,Internal,Tender Assistant DHD Sr. Assistant Superintending Gr.ii Assistant Engineer,Sanjiv Mahajan,17-Feb-2023 10:08 AM,20-Feb-2023 11:10 AM,techsummary_101715.pdf (539.89 KB),PWD,2023_PWD_67515_1,pw-nhc-ea-tender-22-23 5571-5610 dt. 17.1.23,Restoration of rain damages on Chakki- Banikhet Chamba Bharmour road NH154-A Km 106/0 TO 172/0 ( SH C/o P.C.C R/wall at RD 138/630 TO 138/650 Under FDR 2022-23 .,12-Jun-2023,"INR 4,462,491",90.0,Sanjiv Mahajan,12-Jun-2023 01:51 PM,aoc.pdf (419.00 KB),Restoration of rain damages on Chakki- Banikhet Chamba Bharmour road NH154-A Km 106/0 TO 172/0 ( SH C/o P.C.C R/wall at RD 138/630 TO 138/650 Under FDR 2022-23 .,EE,Internal,"TA DHD Sr, Assistant Supdt. AE",Sanjiv Mahajan,01-Mar-2023 10:29 AM,finsummary_101715.pdf (572.67 KB),1,321166,Gaurav Sharma,09-Feb-2023 10:44 AM,Accepted-AOC,L-1,12-Jun-2023,Technical,Restoration of rain damages on Chakki- Banikhet Chamba Bharmour road NH154-A Km 106/0 TO 172/0 ( SH C/o P.C.C R/wall at RD 138/630 TO 138/650 Under FDR 2022-23 .,Sanjiv Mahajan,17-Feb-2023 10:06 AM,technical_101715.pdf,Finance,Restoration of rain damages on Chakki- Banikhet Chamba Bharmour road NH154-A Km 106/0 TO 172/0 ( SH C/o P.C.C R/wall at RD 138/630 TO 138/650 Under FDR 2022-23 .,Sanjiv Mahajan,01-Mar-2023 10:21 AM,finance_101715.pdf,BOQ Comparative Chart,1.0,321166.0,Gaurav Sharma,INR,"3,126,405"
,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Earnest Money Form Only online mode through e-payment.,,,,,,,,,,,,,,,,,,,,,,,,,2,321028,JEET KUMAR GOVT CONTRACTOR,08-Feb-2023 04:51 PM,Rejected-Finance,L-4,01-Mar-2023,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Contractors Registration (Refer General Rule No 23 and as per invitation of bid),,,,,,,,,,,,,,,,,,,,,,,,,3,320729,Kewal Krishan Sharma,08-Feb-2023 02:42 PM,Rejected-Finance,L-6,01-Mar-2023,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Copy of GST Number,,,,,,,,,,,,,,,,,,,,,,,,,4,320597,Mohinder Sharma Govt. Contractor,06-Feb-2023 05:49 PM,Rejected-Finance,L-10,01-Mar-2023,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,An affidavit/undertaking that information furnished with the bid is correct in all respect,,,,,,,,,,,,,,,,,,,,,,,,,5,320735,Mukesh Kuamr,08-Feb-2023 04:48 PM,Rejected-Finance,L-9,01-Mar-2023,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Copy of Pan Number.,,,,,,,,,,,,,,,,,,,,,,,,,6,320980,SANJEEV BHARDWAJ,08-Feb-2023 03:21 PM,Rejected-Finance,L-8,01-Mar-2023,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Affidavit regarding not having two work in hand at bid time,,,,,,,,,,,,,,,,,,,,,,,,,7,321065,Shamu Govt Contractor,08-Feb-2023 06:06 PM,Rejected-Finance,L-5,01-Mar-2023,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Form No. 7/8 duly signed by the Contractor,,,,,,,,,,,,,,,,,,,,,,,,,8,321054,shri chand,08-Feb-2023 09:36 PM,Rejected-Finance,L-2,01-Mar-2023,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,9,321079,Tilak Raj,08-Feb-2023 06:47 PM,Rejected-Finance,L-3,01-Mar-2023,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,321061,VIKAS RANA,09-Feb-2023 01:23 AM,Rejected-Finance,L-7,01-Mar-2023,,,,,,,,,,,,,,,,
