EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Instrument Type,Cover No,Cover,Document Type,Description,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,S.No.1,Corrigendum Title,Corrigendum Type,View,Name,Address,S.No.2,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,Type :,Summary :,Updated By :.1,Updated On :.1,Document :.1,Type :.1,Summary :.1,Updated By :.2,Updated On :.2,Document :.2,BOQ Comparative Chart :,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated on :.1,Document :.3,S.No.1.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :
"49,500",No,fixed,,"District Project Manager, HPCDP (Phase-II), JICA-O","District Project Manager, HPCDP (Phase-II), JICA-O",1.0,DD - Demand Draft,1.0,Fee/PreQual/Technical,.pdf,Cost of tender form as indicated in NIT Sr. No. 3(a) i,"C/o Flow Irrigation Scheme Dohag at Village Dohag, G.P. Dhelu, Tehsil Jogindernagar , District Mandi (H.P.).","C/o Flow Irrigation Scheme Dohag at Village Dohag, G.P. Dhelu, Tehsil Jogindernagar , District Mandi (H.P.).",Please refer Tender documents. ,NA ,"27,80,300",Civil Works - Water Works,NA ,Tender,90.0,365.0,"Village Dohag, G.P. Dhelu, Tehsil Jogindernagar ,",175015.0,"District Project Manager, HPCDP (Phase-II), JICA-O ","District Project Manager, HPCDP (Phase-II), JICA-ODA, Mandi Distt. Mandi (H.P.).  ",06-Apr-2023 11:00 AM ,"District Project Manager, HPCDP (Phase-II), JICA-O",No ,No,"1,500","District Project Manager, HPCDP (Phase-II), JICA-O","District Project Manager, HPCDP (Phase-II), JICA-O",No,Himachal Pradesh Agriculture Development Society (JICA-ODA loan)||Project Director - HPCDP Project - JICA-ODA - Hamirpur||DPM - HPCDP Project - JICA-ODA - Palampur,F(5)-2/2022-792dt28.03.2023,2023_HPCDP_71675_1,Yes,Open Tender,Item Rate,Works,2.0,No,No,Offline,No,No,No,28-Mar-2023 05:00 PM,11-Apr-2023 11:00 AM,28-Mar-2023 05:00 PM,10-Apr-2023 05:00 PM,NA ,NA ,28-Mar-2023 05:00 PM,10-Apr-2023 05:00 PM,12-Apr-2023 03:00 PM,1.0,Technical Bid,Technical Bid,,"District Project Manager, HPCDP (Phase-II), JICA-O","District Project Manager, HPCDP (Phase-II), JICA-ODA, Mandi Distt. Mandi (H.P.).",1.0,341347.0,Ajay Kumar,10-Apr-2023 04:19 PM,Accepted-AOC,Accept,24-Jun-2023,Navneet kumar sood,Internal,Pradeep sharma OM Prakash OP Chauhan Vivek Saklani,NAVNEET SOOD,12-Apr-2023 02:56 PM,12-Apr-2023 03:00 PM,techsummary_107831.pdf (80.77 KB),Technical,Technical Evaluation Summary,NAVNEET SOOD,12-Apr-2023 02:47 PM,technical_107831.pdf,Finance,Financial Evaluation Summary,NAVNEET SOOD,12-Apr-2023 05:09 PM,finance_107831.pdf,BOQ Comparative Chart,24-Jun-2023,"INR 3,610,362",365.0,NAVNEET SOOD,24-Jun-2023 05:00 PM,Dohagawardletter.pdf (210.00 KB),Statement of accept Rate and Amount,Navneet kumar sood,Internal,Pradeep Sharma Om Prakash O.P Chauhan Vivek Saklani,NAVNEET SOOD,06-May-2023 03:24 PM,finsummary_107831.pdf (48.21 KB),1.0,341127.0,JAGDISH CHAND,INR,"3,971,696.7",Himachal Pradesh Agriculture Development Society (JICA-ODA loan)||Project Director - HPCDP Project - JICA-ODA - Hamirpur||DPM - HPCDP Project - JICA-ODA - Palampur,2023_HPCDP_71675_1,F(5)-2/2022-792dt28.03.2023,"C/o Flow Irrigation Scheme Dohag at Village Dohag, G.P. Dhelu, Tehsil Jogindernagar , District Mandi (H.P.)."
,,,,,,2.0,FDR - Fixed Deposit,,,.pdf,Earnest money as indicated in NIT Sr. No. 3(a) ii,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,341253.0,AMIT CHOUDHARY,10-Apr-2023 12:32 PM,Not Admitted-Fee/PreQual/Technical,Not Complied with technical specification,12-Apr-2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,341243.0,GULZARI LAL,INR,"4,250,425.98",,,,
,,,,,,,,,,.pdf,Certificate of registration/ enlistment as indicated in NIT Sr. No. 3(a) iii,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,341117.0,AMIT KATOCH,09-Apr-2023 06:15 PM,Not Admitted-Fee/PreQual/Technical,Not Complied with technical specification,12-Apr-2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,341267.0,Raj Kumar,INR,"4,303,953.85",,,,
,,,,,,,,,,.pdf,Should have experience of minimum 5 years as indicated in NIT Sr. No. 3 (a) iv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,341243.0,GULZARI LAL,10-Apr-2023 01:09 PM,Accepted-AOC,Reject,24-Jun-2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,341347.0,Ajay Kumar,INR,"3,610,362",,,,
,,,,,,,,,,.pdf,Should have satisfactorily completed similar works as indicated in NIT Sr. No. 3(a) v,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,341127.0,JAGDISH CHAND,10-Apr-2023 03:36 PM,Accepted-AOC,Reject,24-Jun-2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,.pdf,Should have satisfactory one work indicating experience in key activities in NIT Sr. No. 3(a) vi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,341064.0,MADAN KATOCH,09-Apr-2023 04:52 PM,Not Admitted-Fee/PreQual/Technical,Not Complied with technical specification,12-Apr-2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,.pdf,Financial Statements as indicated in NIT Sr. No. 3(a) vii,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,341267.0,Raj Kumar,10-Apr-2023 01:04 PM,Accepted-AOC,Reject,24-Jun-2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,.pdf,Average annual turnover as indicated in NIT Sr. No. 3(a) viii,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,.pdf,Solvency as indicated in NIT Sr. No. 3(a) ix,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,.pdf,Technical Proposal as indicated in NIT Sr. No. 3(a) x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
