Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,S.No,Bank Name,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Name,Address,EMD Amount in ₹,EMD through BG/ST or EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Cover No,Cover,Document Type,Description,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Tender Stage,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Tender Stage
Pr. Chief Conservator of Forest and Head of Forest Force||Chief Conservator of Forestes (T) (Lower Assam Zone)||Central Assam Circle||Kamrup West Division,B/KW/CAMPA APO/Building/2022-23/638,2023_PCCF_29235_2,Yes,Open Tender,Item Rate,Works,2.0,No,No,Online,No,No,No,1.0,SBI Bank,10-Feb-2023 11:00 AM,08-Mar-2023 11:00 AM,10-Feb-2023 03:00 PM,07-Mar-2023 05:00 PM,NA ,NA ,15-Feb-2023 11:00 AM,07-Mar-2023 05:00 PM,19-Apr-2023 03:30 PM,Divisional Forest Officer,"OFFICE OF THE DIVISIONAL FOREST OFFICER, KAMRUP WEST DIVISION BAMUNIGAON, GUWAHATI-41","1,37,033",Yes,percentage,2.0%,Nil,Nil,1.0,Fee/PreQual/Technical,.pdf,Technical qualification document,Construction of Assam Type Building for Forest Rangers Quarter at boko,Construction of Assam Type Building for Forest Ranger s Quarter at boko,Please refer Tender documents. ,NA ,"68,51,663",Civil Works,NA ,Tender,180.0,180.0,Guwahati,781141.0,"OFFICE OF THE DFO, Kamrup West Division ","OFFICE OF THE DIVISIONAL FOREST OFFICE, KAMRUP WEST DIVISION BAMUNIGAON, GUWAHATI-41  ",13-Feb-2023 11:00 AM ,"OFFICE OF THE DFO, Kamrup West Division",No ,No,"1,000",Nil,Nil,No,AOC,1,179050,GAJI RAM DAS,06-Mar-2023 02:14 PM,Rejected-Technical,Technically not Qualified,19-Apr-2023 02:32 PM,Pr. Chief Conservator of Forest and Head of Forest Force||Chief Conservator of Forestes (T) (Lower Assam Zone)||Central Assam Circle||Kamrup West Division,2023_PCCF_29235_2,B/KW/CAMPA APO/Building/2022-23/638,Construction of Assam Type Building for Forest Rangers Quarter at boko,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Tender document downloaded from the portal,,,,,,,,,,,,,,,,,,,,,,,AOC,2,178648,JYOTI CONSTRO COMMERCIALS,07-Mar-2023 10:42 AM,Rejected-Technical,Technically not Qualified,19-Apr-2023 02:32 PM,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,Price bid,,,,,,,,,,,,,,,,,,,,,,,AOC,3,179069,LOHIT TALUKDAR,06-Mar-2023 07:12 PM,Rejected-Technical,Technically not Qualified,19-Apr-2023 02:32 PM,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,4,177982,MUKUL BORO,02-Mar-2023 11:03 AM,Rejected-Finance,Technically not qualified,12-May-2023 12:29 PM,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,5,178617,Nayanjyoti Talukdar,04-Mar-2023 09:16 PM,Accepted-AOC,Technically approved,03-Jun-2023 04:16 PM,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,6,179212,SRI JAYANTA RABHA,07-Mar-2023 12:22 PM,Rejected-Technical,Technically not Qualified,19-Apr-2023 02:32 PM,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,7,179195,STANDARD CREATION,06-Mar-2023 03:54 PM,Rejected-Finance,Technically not qualified,12-May-2023 12:29 PM,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,8,179174,SWARAJ INFRA,06-Mar-2023 07:31 PM,Rejected-Technical,Technically not Qualified,19-Apr-2023 02:32 PM,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,9,178264,TR INFRA DEVELOPERS,03-Mar-2023 06:07 PM,Rejected-Technical,Technically not Qualified,19-Apr-2023 02:32 PM,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,10,179017,UTPAL JYOTI KALITA,06-Mar-2023 10:02 AM,Rejected-Finance,Technically not qualified,12-May-2023 12:29 PM,,,,,AOC
