S.No,Bank Name,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Name,Address,S.No.1,Corrigendum Title,Corrigendum Type,View,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Cover No,Cover,Document Type,Description,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,S.No.2,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :.1,Summary :.1,Updated By :.1,Updated On :.1,Document :.1,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated On :.2,Financial Bid Opening Date:,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :,Document :.3,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,AOC Description :
1.0,ICICI BANK,PWD,No.PW.OSDN.2023 1681-83 dt 19.05.2023,2023_PWD_73960_1,Yes,Open Tender,Item Rate,Works,2.0,No,No,Online,No,No,No,EE Nirmand,Executive Engineer Outer Seraj Division HP PWD Nirmand,1.0,Corrigendum,Date,,"1,14,000",Yes,fixed,,Nil,Nil,1.0,Fee/PreQual/Technical,.pdf,Cost of tender form under general rule 24.1,"2,000",Nil,Nil,No,Construction of link road from Bhojupani to Lambidhungri road km 0/000 to 6/060 under SCSP SH- Formation cutting 5/7 mtr width in km 0/000 to 0/930,Construction of link road from Bhojupani to Lambidhungri road km 0/000 to 6/060 under SCSP SH- Formation cutting 5/7 mtr width in km 0/000 to 0/930,Please refer Tender documents. ,NA ,"56,83,856",Civil Works,NA ,Tender,90.0,90.0,Nirmand,172023.0,NA ,NA ,NA ,EE Nirmand,No ,No,26-May-2023 02:00 PM,07-Jun-2023 11:00 AM,26-May-2023 02:05 PM,07-Jun-2023 09:00 AM,NA ,NA ,26-May-2023 02:05 PM,07-Jun-2023 09:00 AM,13-Jun-2023 11:20 AM,Finance,Summary,Rajesh Sharma,26-Jun-2023 01:33 PM,,BOQ Comparative Chart,1.0,352531.0,VARUN nEGI,INR,"2,773,555",1,352262,ANIL CHAND GOVT. CONTRACTOR,06-Jun-2023 08:22 PM,Rejected-AOC,Being 8th lowest,26-Jun-2023,Technical,Summary,Rajesh Sharma,13-Jun-2023 11:12 AM,technical_111035.pdf,PWD,2023_PWD_73960_1,No.PW.OSDN.2023 1681-83 dt 19.05.2023,Construction of link road from Bhojupani to Lambidhungri road km 0/000 to 6/060 under SCSP SH- Formation cutting 5/7 mtr width in km 0/000 to 0/930,Er Rajesh Sharma,Internal,Sh Sat Pal DHD Sh Manoj Kumar Supdt,Rajesh Sharma,13-Jun-2023 11:18 AM,13-Jun-2023 11:20 AM,techsummary_111035.pdf (410.42 KB),Er Rajesh Sharma EE,Internal,Sh Manoj Supdt Sh Sat Pal DHD,Rajesh Sharma,26-Jun-2023 02:15 PM,finsummary_111035.pdf (348.80 KB),26-Jun-2023,"INR 2,773,555",90.0,Rajesh Sharma,26-Jun-2023 02:35 PM,AwardLetterBhokupaniLambidhungriroad.pdf (439.00 KB),Award letter
2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Earnest money under general rule 24.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,351342,Babita Sood Contractor,06-Jun-2023 06:37 PM,Rejected-AOC,Being 6th lowest,26-Jun-2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Contractor registration under general rule 24.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,351090,BUILDWELL CONSTRUCTION,31-May-2023 02:23 PM,Rejected-AOC,Being 12th lowest,26-Jun-2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,G S T registration under general rule 24.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,352325,Chetan Sharma,06-Jun-2023 05:41 PM,Rejected-AOC,Being 3rd lowest,26-Jun-2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Work done certificate and work in hand under general rule 24.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,352422,Deepak Raj Sharma,06-Jun-2023 10:47 PM,Rejected-AOC,Being 10th lowest,26-Jun-2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,List of machinery under general rule 24.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,351283,HITENDER THAKUR,06-Jun-2023 10:46 AM,Rejected-AOC,Being 4th lowest,26-Jun-2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Permanent Account number,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,350933,KAUSHLYA RAWAT GOVT CONTRACTOR,01-Jun-2023 05:59 PM,Rejected-AOC,Being 9th lowest,26-Jun-2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Financial turn over for last five year,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,350552,Narender Kumar,02-Jun-2023 01:10 PM,Rejected-AOC,Being 11th lowest,26-Jun-2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Registration under Employees provident fund and miscellaneous provision act 1952,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,351372,parveen,03-Jun-2023 06:39 AM,Rejected-AOC,Being 7th lowest,26-Jun-2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,From 8 duly signed by contractor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,352557,Pooja Devi/RANJEET SINGH,07-Jun-2023 08:54 AM,Rejected-Technical,The bidder is D Class Cont. hence disqualified,13-Jun-2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
