Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,S.No,Bank Name,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Name,Address,Cover No,Cover,Document Type,Description,Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,S.No.2,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :.1,Summary :.1,Updated By :.1,Updated On :.1,Document :.1,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated On :.2,Financial Bid Opening Date:,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :,Document :.3,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,AOC Description :
"Job 1 Construction of Harijan Basti Fatehwal to Village Bangarh, Tehsil and District Una HP km. 0-0 to 2-200 Sub Head P.L, GSB, Cement Concrete Pavement. Km. 1-150 to 1-400 Under OTMNP","Job 1 Construction of Harijan Basti Fatehwal to Village Bangarh, Tehsil and District Una HP km. 0-0 to 2-200 Sub Head P.L, GSB, Cement Concrete Pavement. Km. 1-150 to 1-400 Under OTMNP",Please refer to Bidding Documents ,NA ,"9,86,950",Civil Works - Roads,NA ,Tender,75.0,30.0,Una,174303.0,NA ,NA ,NA ,"Executive Engineer, Una Division, HPPWD, Una",No ,No,"19,800",No,fixed,,Nil,Nil,17-May-2023 09:00 AM,23-May-2023 11:00 AM,17-May-2023 09:00 AM,23-May-2023 09:00 AM,NA ,NA ,17-May-2023 09:00 AM,23-May-2023 09:00 AM,29-May-2023 10:00 AM,1.0,ICICI BANK,500.0,Nil,Nil,No,PWD,Job 1 Construction of Harijan Basti Fatehwal to Vi,2023_PWD_73267_1,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,"Executive Engineer, Una Division, HPPWD, Una","Executive Engineer, Una Division, HPPWD, Una",1.0,Fee/PreQual/Technical,.pdf,Cost of Tender through online,Finance,Proceedingregardingopeningoffinancialbids,Baldev Singh,30-May-2023 06:30 PM,,BOQ Comparative Chart,1.0,348426.0,Jatinder Kumar,INR,"671,126",1.0,348734.0,Arjun Singh Govt Contractor,22-May-2023 07:00 PM,Rejected-Finance,Not L-1,30-May-2023,Technical,TechnicalBidOpeningSummary,Arvind Chaudhary,25-May-2023 05:31 PM,technical_110138.pdf,PWD,2023_PWD_73267_1,Job 1 Construction of Harijan Basti Fatehwal to Vi,"Job 1 Construction of Harijan Basti Fatehwal to Village Bangarh, Tehsil and District Una HP km. 0-0 to 2-200 Sub Head P.L, GSB, Cement Concrete Pavement. Km. 1-150 to 1-400 Under OTMNP",E.E. Una Division,Internal,"Supdt - A Supdt-Est. Divisional Head Draughtsman , Sr. DAO, and AE to EE",Arvind Chaudhary,25-May-2023 06:00 PM,29-May-2023 10:00 AM,techsummary_110138.pdf (156.22 KB),E.E. Una Division,Internal,"Supdt - A Supdt-Est. Divisional Head Draughtsman , Sr. DAO, and AE to EE",Baldev Singh,30-May-2023 07:08 PM,finsummary_110138.pdf (661.68 KB),19-Jun-2023,"INR 986,950",30.0,Baldev Singh,27-Sep-2023 07:31 PM,Awardletter.pdf (1267.00 KB),Awardletter
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,.pdf,Earnest Money through online,,,,,,,,,,,,2.0,348618.0,balwinder singh govt contractor,22-May-2023 12:07 PM,Rejected-Finance,Not L-1,30-May-2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Contractors Registration with validity,,,,,,,,,,,,3.0,348426.0,Jatinder Kumar,20-May-2023 04:32 PM,Accepted-AOC,ok,27-Sep-2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,G.S.T. No. and NOC from concerned department,,,,,,,,,,,,4.0,348840.0,MAHESH ANGRA,23-May-2023 08:54 AM,Rejected-Finance,Not L-1,30-May-2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,E.P.F. No. and NOC from concerned department,,,,,,,,,,,,5.0,348546.0,M/S Lath Construction Company,21-May-2023 09:19 PM,Rejected-Finance,Not L-1,30-May-2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,"Work in hand certificate duly issued by the Engineer-in-Charge, not below the rank of an E.E or equi",,,,,,,,,,,,6.0,348744.0,parmod kumar,22-May-2023 05:53 PM,Rejected-Finance,Not L-1,30-May-2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,An Affidavit of Machinery Tool Plant as per bid documents along with documentary proof.,,,,,,,,,,,,7.0,348805.0,U R Construction,22-May-2023 10:45 PM,Rejected-Finance,Not L-1,30-May-2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,An Affidavit of Both Gazetted and non-Gazetted officer HPPWD employees related to him (General Rule,,,,,,,,,,,,8.0,348340.0,VIKAS SHARMA,23-May-2023 12:20 AM,Rejected-Finance,Not L-1,30-May-2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,An affidavit that information furnished with the bid (Name of works is correct in all respect).,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,An affidavit showing that the site has been visited by the contractors/ firms and he has studies as,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
