Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,S.No,Bank Name,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Cover No,Cover,Document Type,Description,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Name,Address,Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated On :.1,Financial Bid Opening Date:,Document :.1,Type :.1,Summary :.1,Updated By :.2,Updated On :.2,Document :.2,S.No.2,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :,AOC document :,AOC Description :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated on :.1,Document :.3,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :
HP SIDC Limited,Job No. 5,2023_SIDC_72139_1,Yes,Open Tender,Item Rate,Works,2.0,No,No,Online,No,No,No,1.0,ICICI BANK,"3,800",Nil,Nil,No,1.0,Fee/PreQual/Technical,.pdf,Appropriate Contractor registration (as per tender condition),"64,100",No,fixed,,Nil,Nil,12-Apr-2023 11:00 AM,20-Apr-2023 11:00 AM,12-Apr-2023 11:00 AM,19-Apr-2023 05:00 PM,NA ,NA ,12-Apr-2023 11:00 AM,19-Apr-2023 05:00 PM,28-Apr-2023 04:00 PM,"Construction of drain, metalling and tarring using cold mix technology and P/L interlocking paver at Phase-III, Ind. Area Mandi (HP) SH- P/L interlocking paver)",P/L interlocking paver,Please refer Tender documents. ,NA ,"32,07,287",Civil Works,NA ,Tender,120.0,60.0,Mandi,175001.0,NA ,NA ,NA ,HPSIDC Shimla,No ,No,Executive Engineer,HPSIDC Shimla,Finance,Financial summary,Sushant Singh Negi,03-May-2023 02:53 PM,finance_108550.pdf,BOQ Comparative Chart,SE,Internal,"DM, Manager(F), AE(HQ), EE(HQ)",Sushant Singh Negi,28-Apr-2023 02:57 PM,28-Apr-2023 04:00 PM,techsummary_108550.pdf (424.88 KB),Technical,Tender Summary,Sushant Singh Negi,28-Apr-2023 02:54 PM,technical_108550.pdf,1.0,342959.0,Anil Kumar,19-Apr-2023 04:18 PM,Rejected-Finance,Fifth lowest bidder,03-May-2023,02-Jun-2023,"INR 4,077,780",60.0,Sushant Singh Negi,03-Jun-2023 10:37 AM,rajatthakur.pdf (1227.00 KB),Award letter,1.0,342963.0,RAJAT,INR,"4,077,780",SE,Internal,"DM, Manager(F), AE(HQ), EE(HQ)",Sushant Singh Negi,03-May-2023 02:59 PM,finsummary_108550.pdf (30.54 KB),HP SIDC Limited,2023_SIDC_72139_1,Job No. 5,"Construction of drain, metalling and tarring using cold mix technology and P/L interlocking paver at Phase-III, Ind. Area Mandi (HP) SH- P/L interlocking paver)"
,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,.pdf,Signed copy of agreement form and approved make for materials,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,342034.0,Prem Chand,17-Apr-2023 08:26 AM,Rejected-Finance,Forth lowest bidder,03-May-2023,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,.pdf,Affidavit that the information furnished with the bid documents is true and correct.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,342963.0,RAJAT,19-Apr-2023 04:25 PM,Accepted-AOC,AOC,03-Jun-2023,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,.pdf,Affidavit that you have not more than 2 works in hand each of Rs.100 lakh or above in any department,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,342922.0,TANUJ SHARMA,19-Apr-2023 04:55 PM,Rejected-Finance,Second lowest bidder,03-May-2023,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,.pdf,Proof copy of EPF registration No.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,342986.0,TIRTH SINGH,19-Apr-2023 04:50 PM,Rejected-Finance,Sixth lowest bidder,03-May-2023,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,.pdf,Proof copy of GST registration No.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,342033.0,yogesh,18-Apr-2023 09:56 PM,Rejected-Finance,Third lowest bidder,03-May-2023,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,.pdf,Copy of latest ITR and pan card,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,.pdf,Copy of receipt of EMD and cost of form,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,.pdf,Copy of successfully completed work done certificate (as per tender conditions),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
