Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Type :,Summary :,Updated By :.1,Updated On :,Document :.1,BOQ Comparative Chart :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated On :.1,Financial Bid Opening Date:,Document :.2,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.3,Tender Stage,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Cover No,Cover,Document Type,Description,Name,Address,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,EMD Amount in ₹,EMD through BG/ST or EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Bank Name,Tender Stage
Director Design,Internal,,Jayanta Kumar Barman,30-Jan-2023 12:48 PM,finsummary_44721.pdf (532.22 KB),Finance,Updated CS may be prepared,Jayanta Kumar Barman,22-Jan-2023 02:49 PM,,BOQ Comparative Chart,Department of Water Resources||Chief Engineer - DoWR,2022_DoWR_28092_1,DIBRUGARH/2022-23/RIDF/III,Restoration of Flood damages at Pukhurijan Area from the Devastation of River Brahmaputra. PACKAGE 2,Director Design,Internal,,Jayanta Kumar Barman,10-Jan-2023 05:09 PM,10-Jan-2023 05:10 PM,techsummary_44721.pdf (389.94 KB),1,169922,ABHIJIT PATOWARY,28-Dec-2022 12:10 AM,Rejected-AOC,Not Qualified for AOC,01-Jun-2023 05:36 PM,Technical,All Bids are opened for Technical Evaluation,Jayanta Kumar Barman,10-Jan-2023 04:44 PM,,AOC,08-Dec-2022 12:00 PM,28-Dec-2022 03:00 PM,08-Dec-2022 12:05 PM,28-Dec-2022 02:00 PM,NA ,NA ,16-Dec-2022 10:00 AM,28-Dec-2022 02:00 PM,10-Jan-2023 05:10 PM,"20,000",Nil,Nil,No,1.0,Fee/PreQual/Technical,.pdf,TECHNICAL DOCUMENTS,Chief Engineer Water Resources Department,"O/O Chief Engineer Water Resources Department, Basistha, Guwahati 29",Department of Water Resources||Chief Engineer - DoWR,DIBRUGARH/2022-23/RIDF/III,2022_DoWR_28092_1,Yes,Open Tender,Works,Works,2.0,No,No,Online,No,No,No,Restoration of Flood damages at Pukhurijan Area from the Devastation of River Brahmaputra. PACKAGE 2,Restoration of Flood damages at Pukhurijan Area from the Devastation of River Brahmaputra.,Please refer Tender documents. ,NA ,"9,34,34,646",Civil Works,NA ,Tender,180.0,100.0,DIBRUGARH,786001.0,NA ,NA ,NA ,GUWAHATI,No ,No,"18,68,693",Yes,percentage,2.0%,Nil,Nil,1.0,SBI Bank,AOC
,,,,,,,,,,,,,,,,,,,,,,,2,170547,ANUPAM NIRMAN PVT. LTD.,28-Dec-2022 12:19 PM,Rejected-AOC,Not Qualified for AOC,01-Jun-2023 05:36 PM,,,,,,AOC,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,3,170789,Flexituff Ventures International Ltd.,28-Dec-2022 12:05 PM,Rejected-AOC,Not Qualified for AOC,01-Jun-2023 05:36 PM,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,4,170496,Khagen Konch,27-Dec-2022 05:37 PM,Rejected-AOC,Not Qualified for AOC,01-Jun-2023 05:36 PM,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,5,168221,M/S EAST INDIA CONSTRUCTION,26-Dec-2022 10:09 PM,Rejected-AOC,Not Qualified for AOC,01-Jun-2023 05:36 PM,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,6,170544,Nirmal Kumar Agarwalla,28-Dec-2022 11:01 AM,Accepted-AOC,PROPER,01-Jun-2023 05:36 PM,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,7,170528,NUMAL SAIKIA,28-Dec-2022 11:37 AM,Rejected-AOC,Not Qualified for AOC,01-Jun-2023 05:36 PM,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,8,170899,SANJIB BORUAH,28-Dec-2022 01:47 PM,Rejected-AOC,Not Qualified for AOC,01-Jun-2023 05:36 PM,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,9,170517,SHREE GAUTAM CONSTRUCTION CO. LTD.,28-Dec-2022 12:35 PM,Rejected-AOC,Not Qualified for AOC,01-Jun-2023 05:36 PM,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,10,170204,Sri Pradip Kumar Adhyapak,28-Dec-2022 11:25 AM,Rejected-AOC,Not Qualified for AOC,01-Jun-2023 05:36 PM,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
