EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,S.No,Corrigendum Title,Corrigendum Type,View,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,S.No.1,Bank Name,Name,Address,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated on :.1,Document :.1,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,S.No.2,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3
"6,78,400",No,fixed,,Nil,Nil,Construction of link road from Sainua -Di-Thathi to Nichla and Manjila Bhereda road km 0/00 to 4/152,"C/O ROFD, Cross drainage work, GSB, WMM, Tarring , Road Side V-Shape drain, Parapets and Road side sign board) (RIDF- XXVIII)(Under NABARD) (i/c 5 years of routine maintenance)",Please refer Tender documents. ,NA ,"3,39,19,453",Civil Works - Roads,NA ,Tender,75.0,730.0,Tauni Devi,177023.0,NA ,NA ,NA ,Tauni Devi,No ,No,1.0,Fee/PreQual/Technical,.pdf,Contractor Registration,10-May-2023 10:30 AM,16-May-2023 11:30 AM,10-May-2023 10:30 AM,16-May-2023 11:30 AM,NA ,NA ,10-May-2023 10:30 AM,16-May-2023 11:30 AM,19-May-2023 03:30 PM,1.0,CORRIGENDUM regarding routine maintenance,Other,,"5,000",Nil,Nil,No,1.0,ICICI BANK,Executivr Engineer,Executivr Engineer HPPWD Division Tauni Devi,PWD,C/o Link road from Sainua-Di Thati,2023_PWD_73054_2,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,Executive Engineer,Internal,Supdt HDM DAO,Arvind Lakhanpal,18-May-2023 05:32 PM,19-May-2023 03:30 PM,techsummary_109868.pdf (160.69 KB),PWD,2023_PWD_73054_2,C/o Link road from Sainua-Di Thati,Construction of link road from Sainua -Di-Thathi to Nichla and Manjila Bhereda road km 0/00 to 4/152,24-Jun-2023,"INR 27,084,684",730.0,Arvind Lakhanpal,24-Jun-2023 02:46 PM,kaku3.pdf (504.00 KB),Construction of link road from Sainua -Di-Thathi to Nichla and Manjila Bhereda road km 0/00 to 4/152,EXECUTIVEENGINEER,Internal,"SUPDT.HDM,DAO",Arvind Lakhanpal,26-May-2023 02:22 PM,finsummary_109868.pdf (327.02 KB),Finance,fin bid,Arvind Lakhanpal,26-May-2023 01:04 PM,finance_109868.pdf,BOQ Comparative Chart,1.0,347191.0,Bikesh Kumar Govt Contractor,INR,"27,084,684",1.0,347141.0,anil thakur,15-May-2023 02:10 PM,Rejected-Finance,L2,26-May-2023,Technical,Tech Bid opening Summary,Arvind Lakhanpal,18-May-2023 05:30 PM,technical_109868.pdf
,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Minimum work done Certificate as per SBD,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,347191.0,Bikesh Kumar Govt Contractor,16-May-2023 11:08 AM,Accepted-AOC,work awarded,24-Jun-2023,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Copy of online receipt of EMD and Cost of Tender form,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,347264.0,MSC Roads and Bridges Private Limited,15-May-2023 07:51 PM,Rejected-Finance,L4,26-May-2023,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,An Affidavit that information furnished with the bid true and corrects,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,347199.0,Piar Chand Chauhan,15-May-2023 05:03 PM,Rejected-Finance,L3,26-May-2023,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,EPF Registration latest clearance statement with Monthly contribution Challan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,GST Registration latest clearance statement with Monthly contribution Challan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Copy of Pan No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,The bidders required to have paver Machine and Hot Mini Plant in the radius of 30km,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,having NOC from HP State Pollution Control Board,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Working Programme,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
