S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Type :,Summary :,Updated By :,Updated On :,Document :,Tender Stage,Name,Address,EMD Amount in ₹,EMD through BG/ST or EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Cover No,Cover,Document Type,Description,S.No,Corrigendum Title,Corrigendum Type,View,S.No.1,Bank Name,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Stage
1,151287,Arvind,20-Jun-2022 04:42 PM,Not Admitted-Fee/PreQual/Technical,Others-Cost of Bid Document and EMD has not been submitted online,23-Aug-2022 01:53 PM,Department of Tourism||Assam Tourism Development Corporation Ltd. - DOT||HO-Guwahati-ATDCL - DOT,2022_DOT_25827_1,ATDC/2822/2017/737 dt. 23.05.2022,"Development, Operation and Manegement Contract for running the newly constructed Eco Tourism projects for tourist facilities at Pobitora",Technical,"Statement of Technical Bid for Development, Operation and Manegement Contract for running the newly constructed Eco Tourism projects for tourist facilities at Pobitora",Kishore Dutta,23-Aug-2022 01:53 PM,technical_39895.pdf,AOC,"Managing Director, ATDC Ltd.","Office of the Managing Director, ATDC Ltd., Guwahati-8","36,000",Yes,fixed,,Nil,Nil,"Development, Operation and Manegement Contract for running the newly constructed Eco Tourism projects for tourist facilities at Pobitora","Development, Operation and Manegement Contract for running the newly constructed Eco Tourism projects for tourist facilities at Pobitora",Please refer Tender documents. ,NA ,"1,50,000",Hotel/ Catering,NA ,Tender,180.0,3650.0,Pobitora,782105.0,Guwahati ,"Office of the Managing Director, ATDC Ltd., Guwahati-8 ",04-Jun-2022 12:00 PM ,Guwahati,No ,No,02-Jun-2022 09:00 AM,28-Jun-2022 03:00 PM,02-Jun-2022 09:15 AM,27-Jun-2022 02:00 PM,NA ,NA ,02-Jun-2022 09:15 AM,27-Jun-2022 02:00 PM,25-Aug-2022 11:30 AM,1.0,Fee/PreQual/Technical,.pdf,Detail Notice Inviting Bid,1.0,"Addendum for Development, Operation and Management contract for running the newly constructed Eco tourism projects for tourist facilities at Pobitora",Technical Bid,,1.0,SBI Bank,"3,000",Nil,Nil,Yes,Department of Tourism||Assam Tourism Development Corporation Ltd. - DOT||HO-Guwahati-ATDCL - DOT,ATDC/2822/2017/737 dt. 23.05.2022,2022_DOT_25827_1,Yes,Open Tender,Item Rate,Services,2.0,No,No,Online,No,No,No,AOC
2,151887,BAROOWA BROTHERS PVT. LTD.,27-Jun-2022 12:23 PM,Rejected-AOC,Quoted fifth highest rate,16-Jun-2023 04:32 PM,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Technical Bid with seal and sign in each page,,,,,,,,,,,,,,,,,,,,,,,,,AOC
3,151342,HOTEL D COURTYARD,27-Jun-2022 12:05 PM,Rejected-Technical,Technically Not Qualified,23-Aug-2022 02:34 PM,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Other qualifications,,,,,,,,,,,,,,,,,,,,,,,,,AOC
4,151525,HOTEL POLO TOWERS PVT LTD,27-Jun-2022 01:32 PM,Rejected-AOC,Quoted fourth highest rate,16-Jun-2023 04:32 PM,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,AOC
5,150161,JANAMBHUMI HOTELS AND RESORTS PVT LTD,24-Jun-2022 08:13 PM,Rejected-AOC,Quoted second highest rate,16-Jun-2023 04:32 PM,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Form of Bid,,,,,,,,,,,,,,,,,,,,,,,,,AOC
6,151822,M/S. ANUJ ENTERPRISE,26-Jun-2022 01:37 PM,Rejected-Technical,Technically Not Qualified,23-Aug-2022 02:34 PM,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
7,151735,M/S H Das and Sons,27-Jun-2022 09:05 AM,Rejected-Technical,Technically Not Qualified,23-Aug-2022 02:34 PM,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
8,151187,M/S. M. B. OMM,19-Jun-2022 03:47 PM,Rejected-Technical,Technically Not Qualified,23-Aug-2022 02:34 PM,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
9,151815,M/S. SHANTI ENTERPRISE,26-Jun-2022 11:43 AM,Rejected-Technical,Technically Not Qualified,23-Aug-2022 02:34 PM,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
10,151710,PRERONA INFRASTRUCTURE PVT LTD,27-Jun-2022 01:19 PM,Rejected-AOC,Quoted third highest rate,16-Jun-2023 04:32 PM,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
11,151878,SM JDB ESTATE PRIVATE LIMITED,27-Jun-2022 12:56 PM,Accepted-AOC,Quoted highest rate,16-Jun-2023 04:32 PM,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
12,151871,SUNIL KUMAR SETHIA,27-Jun-2022 11:51 AM,Rejected-Technical,Technically Not Qualified,23-Aug-2022 02:34 PM,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
