Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Corrigendum Title,Corrigendum Type,View,S.No.1,Bank Name,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage
HPSEBL||CE(ES) Hamirpur||SE(Design) Hamirpur,SSD-516/2023,2023_HPSEB_74995_1,Yes,Open Tender,Fixed-rate,Goods,2.0,No,No,Online,No,No,No,1.0,Fee/PreQual/Technical,.rar,Test Reports,15-Jun-2023 12:30 PM,28-Jul-2023 03:00 PM,15-Jun-2023 01:00 PM,28-Jul-2023 11:00 AM,,,24-Jun-2023 09:00 AM,28-Jul-2023 11:00 AM,24-Aug-2023 03:25 PM,"82,080",No,percentage,1.0%,Nil,Nil,1.0,Corrigendum4,Date,,1.0,ICICI BANK,"1,180",Nil,Nil,No,Er. KK Bhardwaj,"O/o SE(Design), ES, HPSEBL, Hamirpur",procurement of Battery banks of different ratings,"Design, Manufacture, Testing at Manufacturers works, delivery at F.O.R. destination stations and Supervision of Erection, Testing and Commissioning of Battery Banks  in HP against Tender Specification No. SSD 516/2023",As per clause No. 9 of NIT,,"82,07,959",Electrical Work/ Equipment,Battery Bank,Tender,180.0,180.0,Different Substations in HP,177001.0,Hamirpur,"O/o SE(Design), ES, HPSEBL, Hamirpur",21-Jun-2023 11:00 AM,"O/o SE(Design), ES, HPSEBL, Hamirpur",No,No,AOC
,,,,,,,,,,,,,,,,.pdf,List of Past Supplies/repairs,,,,,,,,,,,,,,,,2.0,Pre Bid Clarification,Technical Bid,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,.pdf,"Abstract of Financial Qualifying requirements such as turnover, bank solvancy and bid capacity etc.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,.pdf,"Firm Registration certificate, GST Registration, PAN Card, ITRs and Non Blacklisting certificate",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,.pdf,Power of attorney to sign tender documents,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,.rar,Bid Capacity and any other documents,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,.pdf,PERFORMANCE CERTIFICATES of battery banks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,.pdf,Tender Form and Tender Performa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,.xls,GTPs and Technocommercial Schedule,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,.pdf,No Technical and Commercial Deviation certificate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,2.0,Finance,.xls,Main BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,.rar,Detailed BOQ to be uploaded in RAR format with main BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
