Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Corrigendum Title,Corrigendum Type,View,S.No.1,Bank Name,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage
"HP Irrigation and Public Health||Una Circle,Irrigation and Public Health,HP||Una-I,Irrigation and Public Health,HP",No. JSV/ IDU-I/TA/E-tender/24-4293-4342  dt 25-09-24,2024_HPIPH_93653_1,Yes,Open Tender,Lump-sum,Works,3.0,No,No,Both(Online/Offline),No,No,No,1.0,Fee,.pdf,Earnest Money (online/ offline mode)as per NIT Exemption is not allowed,27-Sep-2024 04:00 PM,21-Oct-2024 11:30 AM,27-Sep-2024 04:00 PM,19-Oct-2024 05:00 PM,27-Sep-2024 04:00 PM,19-Oct-2024 05:00 PM,27-Sep-2024 04:00 PM,19-Oct-2024 05:00 PM,06-Nov-2024 10:55 AM,"4,88,409",No,fixed,,Executive Engineer Jal Shakti  Divn  No.1 Una HP,Executive Engineer Jal Shakti  Divn  No.1 Una HP,1.0,Date extended,Date,,1.0,ICICI BANK,"2,500",Executive Engineer Jal Shakti  Divn  No.1 Una,Executive Engineer Jal Shakti  Divn  No.1 Una,Yes,Executive Engineer Jal Shakti  Divn  No.1 Una,Executive Engineer Jal Shakti  Divn  No.1 Una,Providing Sewerage Scheme to PGI Satellite Centre Una in Tehsil Una Distt. Una Himachal Pradesh,Construction of ETP cum STP 575 KLD  and Running Operation and Maintenance of the Scheme for three years after successful  commissioning of trial run period of 3 months.,as per NIT,,"4,55,90,889",Civil Works,,Tender,120.0,365.0,PGI Satellite Centre Una  HP,174303.0,Una HP,Superintending Engineer Jal Shakti Circle Una Distt Una HP,07-Oct-2024 12:30 PM,Una HP,No,No,AOC
,,,,,,,,,,,,,,,,.pdf,Cost of tender form (online/ offline mode) as per NIT,,,,,,,,,,,,,,,,2.0,Pre bid meeting summary,Other,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,.pdf,Registration with Jal Shakti Vibhag or any other state/central Govt. department as per NIT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,.pdf,"Income Tax PAN No. (Permanent Account No.), GST registration, EPF registration a/w latest returns.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,.pdf,"Work done, Experience Certificates as per Pre-qualification criteria as per NIT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,.pdf,A scanned copy of undertaking that I have carefully studied all the terms and conditions stipulated,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,.pdf,The authorization letter regarding digital signature certificate (DSC) of the person authorized.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,.pdf,Copy of MOU with consultant for tie up of technology to be adopted,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,2.0,PreQual/Technical,.pdf,Performance of Curve  of Pumping Machinery,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,3.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
