Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Bank Name,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage
"HP Irrigation and Public Health||Nurpur  Circle,Irrigation and Public Health,HP||Indora,Irrigation and Public Health,HP",EE-JSV-IND-3424-75 dt 31-08-2024,2024_HPIPH_92455_1,Yes,Open Tender,Item Rate,Works,2.0,No,No,Both(Online/Offline),No,No,No,1.0,Fee/PreQual/Technical,.pdf,Affidavit that bidder is not a blacklisted contractor.,31-Aug-2024 05:00 PM,09-Sep-2024 11:30 AM,31-Aug-2024 05:30 PM,09-Sep-2024 11:00 AM,,,31-Aug-2024 05:30 PM,09-Sep-2024 11:00 AM,18-Sep-2024 03:10 PM,"34,420",Yes,fixed,,EE JSV Division  Indora,EE JSV Division Indora,1.0,ICICI BANK,400.0,EE JSV Division Indora,EE JSV Division Indora,No,EXECUTIVE ENGINEER,JSV Division Indora,"Remodeling of LIS Badukhar, Tube well No 77 Tube Well No 78 Tube well No 91 under Jal Shakti Sub Division Badukhar in Tehsil Indora","Sub head Drilling, lowering of Assembly and Development of 1 No. Tube well 125 mtr deep at LIS Badukhar with Rotory Rig",Please refer Tender documents.,,"17,94,545",Civil Works,,Tender,120.0,,Indora,176401.0,,,,EE JSV Divsion Indora,No,No,AOC
,,,,,,,,,,,,,,,,.pdf,Scanned copy of online tender cost and cost of earnest money.,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,.pdf,Scanned copy of registration in IPH Deptt. in appropriate class and latest  renewal thereof.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,.pdf,latest Income tax Clearance certificate and Affidavit regarding not more than two works in hand.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,.pdf,copy of PAN No GST No. registration along with latest clearance certificate thereof  and EPF No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,.pdf,Certificate of registration with the ground water authority Shimla,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,.pdf,Work Done certificate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,.pdf,A scanned copy of undertaking in that I have carefully studied all the terms and conditions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,.pdf,The bidder must produce registration certificate of Rotry Rig in name of party,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
