Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Corrigendum Title,Corrigendum Type,View,S.No.1,Bank Name,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage
HPSEBL||CE(ES) Hamirpur||SE(Design) Hamirpur||Senior Executive Engineer-IV,SSD-539/2024,2024_HPSEB_95147_1,Yes,Open Tender,Item Wise,Goods,2.0,No,Yes,Online,No,No,No,1.0,Fee/PreQual/Technical,.pdf,List of Past supplies and Performance certificates,11-Nov-2024 05:00 PM,06-Dec-2024 03:00 PM,11-Nov-2024 05:00 PM,05-Dec-2024 01:00 PM,,,16-Nov-2024 09:00 AM,05-Dec-2024 01:00 PM,10-Jan-2025 04:25 PM,"18,700",Yes,fixed,,Nil,Nil,1.0,Extension of Due Date,Date,,1.0,ICICI BANK,590.0,Nil,Nil,Yes,SE (Design) ES Hamirpur,"Office of SE (Design) ES Hamirpur, MattanSidh (HP)- 177001",Procurement of Silicon Rubber Polymer and Antifog Disc Insulators,DESIGN MANUFACTURE ASSEMBLY TESTING AT MANUFACTURE WORKS AND DELIVERY AT FOR DESTINATION STATIONS OF  66KV 90KN 132KV 90KN AND 120KN 220KV 120KN SILICON RUBBER COMPOSITE LONG ROD POLYMER INSULATOR AND ANTI FOG DISC INSULATORS,Please refer Tender documents.,,"18,65,990",Electrical Work/ Equipment,,Tender,240.0,,Hamirpur and Shimla ES Circle,177001.0,Office of SE (Design) ES Hamirpur,"Office of SE (Design) ES Hamirpur, MattanSidh (HP)- 177001",18-Nov-2024 11:00 AM,"Office of SE (Design) ES Hamirpur, MattanSidh (HP)",No,No,AOC
,,,,,,,,,,,,,,,,.pdf,Type test reports,,,,,,,,,,,,,,,,2.0,Amendment in Detailed BoQ,Financial Bid,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,.pdf,NO technical and comm. deviation certificate,,,,,,,,,,,,,,,,3.0,Detailed BoQ (Final) as per Corrigendum 4,Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,.pdf,GTPs and Techno commercial Schedule Annexure-TC,,,,,,,,,,,,,,,,4.0,Amendment in Technical Qualifying requirement and Change in BoQ,Technical Bid,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,.pdf,"Abstract of Financial Qualifying requirement such as turnover, bank solvency etc.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,.pdf,"Firm registration certificate, GST, PAN, ITRs and Non Blacklisting Certificate",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,.pdf,Power of Attorney to sign tender documents,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,.pdf,Tender fee and EMD Payment Details,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,.rar,Any other document,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,2.0,Finance,.xls,Main BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,.rar,Detailed BOQ to be uploaded in rar format with main BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
