Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No,Bank Name,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Name,Address,S.No.2,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :,Updated On :,Document :,Type :.1,Summary :.1,Updated By :.1,Updated On :.1,Document :.1,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated On :.2,Financial Bid Opening Date:,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :,Document :.3,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,AOC Description :
PWD,6285-94 dt 9-10-2023,2023_PWD_80492_1,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,"11,98,000",No,fixed,,Nil,Nil,Construction of link road from Dini Kumb Dhanara road km 0.0 to 5.040 Under NABARD RIDF. XXIX SH Construction of 5.7mtr wide formation cutting and Retaining walls Brest walls and crash barrier cross drainage Providing and laying GSB Wet Mix Macadam,Construction of link road from Dini Kumb Dhanara road km 0.0 to 5.040 Under NABARD RIDF XXIX SH Construction of 5.7mtr. wide formation cutting and Retaining walls Brest walls and crash barrier cross drainage Providing and laying GSB Wet Mix Macadam,Please refer Tender documents. ,NA ,"5,98,80,552",Civil Works,NA ,Tender,75.0,547.0,FATEHPUR,176053.0,NA ,NA ,NA ,Fatehpur,No ,No,1.0,ICICI BANK,"5,000",Nil,Nil,No,1.0,Fee/PreQual/Technical,.pdf,Copy of document of online payment on account of Bid document as per Section 1(2),20-Oct-2023 10:00 AM,04-Nov-2023 11:00 AM,20-Oct-2023 10:00 AM,03-Nov-2023 05:00 PM,NA ,NA ,20-Oct-2023 10:00 AM,03-Nov-2023 05:00 PM,25-Nov-2023 11:00 AM,SUPERINTENDING ENGINEER 9TH CIRCLE HPPWD NURPUR,SUPERINTENDING ENGINEER 9TH CIRCLE HPPWD NURPUR,1.0,381829.0,ANIL MAHAJAN,02-Nov-2023 08:12 PM,Rejected-Finance,Reject,01-Jan-2024,Technical,Summary,Vishawjeet Sharma,21-Nov-2023 11:40 AM,technical_119840.pdf,Finance,Summary,Vishawjeet Sharma,01-Jan-2024 12:43 PM,finance_119840.pdf,BOQ Comparative Chart,1.0,381516.0,ARUN KUMAR,INR,"39,288,131.41",PWD,2023_PWD_80492_1,6285-94 dt 9-10-2023,Construction of link road from Dini Kumb Dhanara road km 0.0 to 5.040 Under NABARD RIDF. XXIX SH Construction of 5.7mtr wide formation cutting and Retaining walls Brest walls and crash barrier cross drainage Providing and laying GSB Wet Mix Macadam,SE,Internal,EE Fatehpur DAO EE( D),Vishawjeet Sharma,21-Nov-2023 11:47 AM,25-Nov-2023 11:00 AM,techsummary_119840.pdf (2743.18 KB),SE,Internal,DAO EE(F) EE(D),Vishawjeet Sharma,01-Jan-2024 12:49 PM,finsummary_119840.pdf (709.75 KB),24-Jan-2024,"INR 39,288,131.41",547.0,Vishawjeet Sharma,24-Jan-2024 04:07 PM,DINIKUMBI.pdf (788.00 KB),AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,.pdf,"Contractor Registration certificate, Legal status as per ITB Section 2 4.2 (a)",,,,,,,,,,,,2.0,381516.0,ARUN KUMAR,03-Nov-2023 04:49 PM,Accepted-AOC,accepted,30-Jan-2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Copy of document of online payment on account of Bid security as per Section 1,,,,,,,,,,,,3.0,381240.0,M/s R.K Mahajan Govt Contractor,03-Nov-2023 10:25 AM,Rejected-Finance,Reject,01-Jan-2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Copy of valid Registration under EPF miscellaneous Provision Act. 1952 ITB Sec. 2(4.1.1),,,,,,,,,,,,4.0,380979.0,V S SAINI,02-Nov-2023 04:15 PM,Rejected-Finance,Reject,01-Jan-2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Copy of PAN card,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Annual turnover certificate from CA for last financial year with Profit and loss report,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Work done certificate of similar Nature for last five years duly signed by the concerned E E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,List of work in hand/ existing commitments duly signed by the Executive Engineer concerned,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,"List of machinery/equipments with ownership/ hired /lease, buying proof.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,List of availability of technical Persons.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
