EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,S.No,Instrument Type,Cover No,Cover,Document Type,Description,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Name,Address,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,S.No.2,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :,Updated On :,Document :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Type :.1,Summary :.1,Updated By :.1,Updated On :.1,Document :.1,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated On :.2,Financial Bid Opening Date:,Document :.2,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated on :.1,Document :.3
"2,57,900",No,fixed,,EE HPPWD KARSOG,KARSOG,"5,000",EE HPPWD,KARSOG,Yes,1.0,DD - Demand Draft,1.0,Fee/PreQual/Technical,.pdf,Cost Of Tender/The Earnest Money (Indicated In Schedule F,Balance work for C/o Additional Accommodation to Govt. Degree College Building at Karsog,Balance work for C/o Additional Accommodation to Govt. Degree College Building at Karsog Tehsil Karsog Distt. Mandi H.P. (SH Construction of first and second floor including W/S and S/I),Please refer Tender documents. ,NA ,,Civil Works - Buildings,NA ,Tender,90.0,365.0,GDC KARSOG,175011.0,NA ,NA ,NA ,EE HPPWD KARSOG,No ,No,PWD,PW-KSG-E-TENDER/NIT/2023-7633,2023_PWD_80634_1,Yes,Open Tender,Percentage,Works,2.0,No,No,Offline,No,No,No,EE HPPWD KARSOG,EE HPPWD KARSOG,25-Oct-2023 05:00 PM,04-Nov-2023 02:00 PM,25-Oct-2023 05:00 PM,03-Nov-2023 05:00 PM,NA ,NA ,25-Oct-2023 05:00 PM,03-Nov-2023 05:00 PM,09-Nov-2023 11:15 AM,1.0,382144.0,ATUL SHARMA,03-Nov-2023 09:32 AM,Accepted-AOC,L-1,14-Feb-2024,Technical,ATTACHED,Dharminder Kumar Verma,09-Nov-2023 11:11 AM,technical_120067.pdf,1.0,382144.0,ATUL SHARMA,INR,"13,533,658.86",Finance,SUMMARY ATTACHED BELOW,Dharminder Kumar Verma,29-Jan-2024 01:25 PM,,BOQ Comparative Chart,DK VERMA,Internal,ATTACHED,Dharminder Kumar Verma,09-Nov-2023 11:13 AM,09-Nov-2023 11:15 AM,techsummary_120067.pdf (860.99 KB),PWD,2023_PWD_80634_1,PW-KSG-E-TENDER/NIT/2023-7633,Balance work for C/o Additional Accommodation to Govt. Degree College Building at Karsog,31-Jan-2024,"INR 13,088,769.64",365.0,Dharminder Kumar Verma,11-Feb-2024 01:48 PM,Atul.pdf (664.00 KB),Attached,ATTACHED,Internal,SUMMARY ATTACHED BELWO,Dharminder Kumar Verma,29-Jan-2024 01:27 PM,finsummary_120067.pdf (535.43 KB)
,,,,,,,,,,2.0,FDR - Fixed Deposit,,,.pdf,Contractors Registration (Refer General Rules No 20),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,382235.0,KAMAKSHA POWER PROJECTS AND CONSTRUCTION PRIVATE LIMITED,03-Nov-2023 04:17 PM,Rejected-Technical,ORGINAL DOCUMENTS NOT SUBMITED,09-Nov-2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,.pdf,GST Registration (General Rules No 24.4),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,382140.0,Neelam Kumar,02-Nov-2023 08:23 PM,Rejected-AOC,L-3,14-Feb-2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,.pdf,"Minimum Work Done Certificate Similar Nature 40 Percent , Other 80 percent Work In Hand in detail",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,382139.0,NITIN BHARDWAJ,03-Nov-2023 03:09 PM,Rejected-AOC,L-2,14-Feb-2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,.pdf,Detail of Skilled/Semi Skilled Tradsmen as per Clause of 19k of GCC.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,382274.0,SOM KRISHAN GOVT CONTRACTOR,03-Nov-2023 04:29 PM,Rejected-Technical,ORGINAL DOCUMENTS NOT SUBMITED,09-Nov-2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,.pdf,"List Of Machinery, Tool, Plant(Refer Schedule F With Reference To Clause 18).",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,.pdf,Form No 8 (Refer General Rules No.24.8),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,.pdf,List Of Both Gazetted And Non-Gazetted Hppwd Employees Related To Him (General Rule No 14),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,.pdf,Affidavit Information Furnished With The Bid Is Correct In All Respect as General Rule No 1.2B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,.pdf,Registration under Employees Provident Funds(Refer General Rule 22 A),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
