EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,S.No,Bank Name,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Name,Address,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Cover No,Cover,Document Type,Description,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated on :.1,Document :.1,S.No.2,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value
"16,500",No,fixed,,Nil,Nil,PWD,Industrial Training Institute JOB 03,2023_PWD_81503_1,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,1.0,ICICI BANK,Repair and maintenance of Govt. Industrial Training Institute Building at Hamirpur HP,"SH Providing painting distempering tiles, wooden work etc to Govt ITI Building Job 3",Please refer Tender documents. ,NA ,"8,23,210",Civil Works - Buildings,NA ,Tender,60.0,60.0,Hamirpur,177001.0,NA ,NA ,NA ,Hamirpur,No ,No,EE Hamirpur,Executive Engineer HPPWD Hamirpur,350.0,Nil,Nil,No,17-Nov-2023 09:00 AM,23-Nov-2023 11:00 AM,17-Nov-2023 09:00 AM,23-Nov-2023 10:30 AM,NA ,NA ,17-Nov-2023 09:00 AM,23-Nov-2023 10:30 AM,04-Dec-2023 01:00 PM,1.0,Fee/PreQual/Technical,.pdf,Contractor Registration,EE Hamirpur,Internal,SupdtHDMSrDAOAEtoEE,Deepak Kapil,02-Dec-2023 06:22 PM,04-Dec-2023 01:00 PM,techsummary_121294.pdf (1534.30 KB),PWD,2023_PWD_81503_1,Industrial Training Institute JOB 03,Repair and maintenance of Govt. Industrial Training Institute Building at Hamirpur HP,08-Jan-2024,"INR 759,823",60.0,Sanjay Katoch,08-Jan-2024 04:04 PM,AwardAvtar.pdf (779.00 KB),Award,EE Hamirpur,Internal,Attached,Sanjay Katoch,20-Dec-2023 06:56 PM,finsummary_121294.pdf (454.53 KB),1.0,385374.0,AJEET CHAND GOVT CONTRACTOR,23-Nov-2023 09:32 AM,Rejected-Finance,l2,20-Dec-2023,Technical,Attached,Deepak Kapil,02-Dec-2023 05:38 PM,technical_121294.pdf,Finance,Attached,Sanjay Katoch,20-Dec-2023 06:52 PM,finance_121294.pdf,BOQ Comparative Chart,1.0,385516.0,Avtar Singh,INR,"759,822.83"
,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Work in hand certificate counter signed by Engineer-in-Charge as per General rules direction-16,,,,,,,,,,,,,,,,,,,,,,,,,2.0,385516.0,Avtar Singh,22-Nov-2023 05:37 PM,Accepted-AOC,l1,08-Jan-2024,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Copy of online receipt of EMD and Cost of Tender form,,,,,,,,,,,,,,,,,,,,,,,,,3.0,385277.0,Japan Singh,22-Nov-2023 09:31 AM,Rejected-Technical,Rejecetd,02-Dec-2023,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,An Affidavit that information furnished with the bid true and corrects,,,,,,,,,,,,,,,,,,,,,,,,,4.0,385455.0,KHUSHBU KAPIL,22-Nov-2023 04:56 PM,Rejected-Technical,Rejecetd,02-Dec-2023,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,GST and EPF Registration latest clearance statement with Monthly contribution Challan,,,,,,,,,,,,,,,,,,,,,,,,,5.0,385598.0,microcom computers,22-Nov-2023 10:05 PM,Rejected-Technical,Rejected,02-Dec-2023,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,An Affidavit the contr. should not have more two works at a time each of Rs. 100 lacs in any circle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Copy of Pan No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,"Detail of machinery as per SBD with proof RC, Affidavit/lease agreement for hired Machinery",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Working Programme,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,PWD Form No 8 in SBD duly signed by the bidder and Witness with complete address,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
