Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Name,Address,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No,Bank Name,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.1,Updated on :,Document :.1,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,AOC Description :,S.No.2,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,BOQ Comparative Chart :
PWD,Industrial Training Institute Building Job 2,2023_PWD_81501_1,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,1.0,Fee/PreQual/Technical,.pdf,Contractor Registration,350.0,Nil,Nil,No,17-Nov-2023 09:00 AM,23-Nov-2023 11:00 AM,17-Nov-2023 09:00 AM,23-Nov-2023 10:30 AM,NA ,NA ,17-Nov-2023 09:00 AM,23-Nov-2023 10:30 AM,04-Dec-2023 01:30 PM,EE Hamirpur,Executive Engineer HPPWD Hamirpur,"16,700",No,fixed,,Nil,Nil,Repair and maintenance of Govt Industrial Training Institute Building at Hamirpur HP,"SH Providing painting distempering tiles, wooden work etc to Govt. ITI Building Job 2",Please refer Tender documents. ,NA ,"8,32,319",Civil Works - Buildings,NA ,Tender,60.0,60.0,Hamirpur,177001.0,NA ,NA ,NA ,Hamirpur,No ,No,1.0,ICICI BANK,PWD,2023_PWD_81501_1,Industrial Training Institute Building Job 2,Repair and maintenance of Govt Industrial Training Institute Building at Hamirpur HP,EE Hamirpur,Internal,SupdtHDMSrDAOAEtoEE,Deepak Kapil,02-Dec-2023 06:26 PM,04-Dec-2023 01:30 PM,techsummary_121292.pdf (1927.21 KB),EE Hamirpur,Internal,,Sanjay Katoch,20-Dec-2023 07:03 PM,finsummary_121292.pdf (465.47 KB),08-Jan-2024,"INR 740,680",60.0,Sanjay Katoch,08-Jan-2024 04:20 PM,AwardDevinder.pdf (752.00 KB),Award,1.0,385495.0,AJEET CHAND GOVT CONTRACTOR,23-Nov-2023 09:37 AM,Rejected-Finance,l3,20-Dec-2023,Technical,Attached,Deepak Kapil,02-Dec-2023 05:32 PM,technical_121292.pdf,1.0,385594.0,Devender Kumar,INR,"740,680",Finance,Attached,Sanjay Katoch,20-Dec-2023 07:00 PM,finance_121292.pdf,BOQ Comparative Chart
,,,,,,,,,,,,,,,,.pdf,Work in hand certificate counter signed by Engineer-in-Charge as per General rules direction-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,2.0,385558.0,asha sharma,22-Nov-2023 07:00 PM,Rejected-Technical,Rejected,02-Dec-2023,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,.pdf,Copy of online receipt of EMD and Cost of Tender form,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,385520.0,Avtar Singh,22-Nov-2023 05:44 PM,Rejected-Finance,l2,20-Dec-2023,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,.pdf,An Affidavit that information furnished with the bid true and corrects,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,385594.0,Devender Kumar,22-Nov-2023 09:17 PM,Accepted-AOC,l1,08-Jan-2024,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,.pdf,GST and EPF Registration latest clearance statement with Monthly contribution Challan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,385278.0,Japan Singh,22-Nov-2023 09:31 AM,Rejected-Technical,Rejected,02-Dec-2023,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,.pdf,An Affidavit the contr. should not have more two works at a time each of Rs. 100 lacs in any circle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,385595.0,microcom computers,22-Nov-2023 09:46 PM,Rejected-Technical,Rejected,02-Dec-2023,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,.pdf,Copy of Pan No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,385540.0,PANKAJ MINHAS,22-Nov-2023 06:46 PM,Rejected-Technical,Rjected,02-Dec-2023,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,.pdf,"Detail of machinery as per SBD with proof RC, Affidavit/lease agreement for hired Machinery",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,385362.0,sumeet contractor,21-Nov-2023 05:59 PM,Rejected-Technical,Rejected,02-Dec-2023,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,.pdf,Working Programme,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,.pdf,PWD Form No 8 in SBD duly signed by the bidder and Witness with complete address,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
