Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,S.No,Bank Name,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.1,Updated on :,Document :.1,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,AOC Description :,S.No.2,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value
19-May-2023 04:00 PM,29-May-2023 11:00 AM,19-May-2023 04:00 PM,29-May-2023 10:00 AM,NA ,NA ,19-May-2023 04:00 PM,29-May-2023 10:00 AM,06-Jun-2023 01:00 PM,1.0,ICICI BANK,"2,000",Nil,Nil,No,Executive Engineer,O/o EE HP PWD Division Tanda at Nagrota Bagwan,"1,25,950",No,fixed,,Nil,Nil,Construction of School of Architecture Building in Rajiv Gandhi Govt. Engineering College at Nagrota Bagwan in Distt. Kangra (H.P.).(SH-Balance work of Retaining wall along with Nallah at RD 0/000 to 0/098 and Right side at RD 0/098 to 0/136),Construction of School of Architecture Building in Rajiv Gandhi Govt. Engineering College at Nagrota Bagwan in Distt. Kangra (H.P.).(SH-Balance work of Retaining wall along with Nallah at RD 0/000 to 0/098 and Right side at RD 0/098 to 0/136),Please refer Tender documents. ,NA ,"62,96,314",Civil Works,NA ,Tender,120.0,120.0,Nagrota Bagwan,176047.0,NA ,NA ,NA ,O/o EE HP PWD Division Tanda at Nagrota Bagwan,No ,No,PWD,Nagrota 19-5,2023_PWD_73599_2,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,1.0,Fee/PreQual/Technical,.pdf,Copy of online receipt of EMD and Cost of Tender form,PWD,2023_PWD_73599_2,Nagrota 19-5,Construction of School of Architecture Building in Rajiv Gandhi Govt. Engineering College at Nagrota Bagwan in Distt. Kangra (H.P.).(SH-Balance work of Retaining wall along with Nallah at RD 0/000 to 0/098 and Right side at RD 0/098 to 0/136),Executive Engineer,Internal,AE DAO Supdt HDM,Suresh Kumar Walia,06-Jun-2023 11:35 AM,06-Jun-2023 01:00 PM,techsummary_110606.pdf (768.79 KB),Executive Engineer,Internal,AE DAO Supdt HDM,Suresh Kumar Walia,24-Jun-2023 03:37 PM,finsummary_110606.pdf (194.13 KB),15-Jan-2024,"INR 6,296,314",120.0,Suresh Kumar Walia,16-Jan-2024 11:52 AM,Award.pdf (272.00 KB),Award,1.0,349563.0,Harbhajan singh,26-May-2023 03:34 PM,Rejected-Finance,Lowest 3,24-Jun-2023,Technical,sum,Suresh Kumar Walia,06-Jun-2023 11:33 AM,technical_110606.pdf,Finance,sum,Suresh Kumar Walia,24-Jun-2023 03:36 PM,finance_110606.pdf,BOQ Comparative Chart,1.0,349959.0,SANJEEV KUMAR GOVT CONTRACTOR,INR,"5,225,941"
,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Contractor registration,,,,,,,,,,,,,,,,,,,,,,,,,2.0,349602.0,SANDHIR MALHI,26-May-2023 02:28 PM,Rejected-Finance,Lowest 2,24-Jun-2023,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,"GST Registration , Pan No",,,,,,,,,,,,,,,,,,,,,,,,,3.0,349959.0,SANJEEV KUMAR GOVT CONTRACTOR,26-May-2023 06:20 PM,Accepted-AOC,Award,30-Jan-2024,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Employee Provident Fund( EPF) registration number,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Affidavit that the information submitted with bid namely ( ) are true and correct,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Affidavit regarding near relative working in the PWD and no relation gazetted officer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Under taking that no arbitration/litigation with PWD is pending in any court of Law,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Form No 8 duly signed on Judicial Paper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Detail of Machinery and Technical Staff as per SBD with proof,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Work done certificate as per SBD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
