,relief distributed others,District,Baby Food Liquid,,Baby Food Solid,,Others,,,,,Date
0,,Biswanath,0.00-Q,,0.00-Q,,,,,,,04-07-2022
1,,Chirang,0.00-Q,,0.00-Q,,,,,,,04-07-2022
2,,Darrang,0.00-Q,,0.00-Q,,Tarpaulin-550.00-Pieces; 0-0.00-Q,,,,,04-07-2022
3,,Dibrugarh,0.00-Q,,0.00-Q,,Tarpaulin sheets-10.00-Pieces; Halogen Tablets-3000.00-Pieces,,,,,04-07-2022
4,,Hailakandi,210.00-Pkt,,0.00-Q,,Candle-25.00-Pkt; Water Purification Tablets-5000.00-Pieces,,,,,04-07-2022
5,,Karimganj,"0.00-Q, 405.00-Pkt",,"0.00-Q, 135.00-Pkt",,0-0.00-Q; MOSQUITO COIL-48.00-Pkt; CANDLE-144.00-Pkt; BLEACHING POWDER-40.00-Pkt; SANITARY NAPKIN-50.00-Pkt; MATCH BOX-90.00-Pkt,,,,,04-07-2022
6,,Lakhimpur,0.00-Q,,0.00-Q,,Concentrated cattle feed Godrej Supreme-32.50-Q; Tarpaulin-3000.00-Pieces,,,,,04-07-2022
7,,Morigaon,"1050.00-Pkt, 0.00-Q",,"568.00-Kg, 0.00-Q",,Hand Tube Well-10.00-Pieces,,,,,04-07-2022
8,,Nagaon,0.00-Q,,0.00-Q,,HTW-2.00-Pieces; Halogen Tablets-27500.00-Q; Bleaching Powder-3250.00-Kg,,,,,04-07-2022
9,,Sonitpur,0.00-Q,,0.00-Q,,,,,,,04-07-2022
