,relief distributed others,District,Baby Food Liquid,,Baby Food Solid,,Others,,,,,Date
0,,Biswanath,0.00-Q,,0.00-Q,,,,,,,06-07-2022
1,,Darrang,0.00-Q,,0.00-Q,,,,,,,06-07-2022
2,,Dhemaji,0.00-Q,,0.00-Q,,Tarpaulin-955.00-Pieces,,,,,06-07-2022
3,,Dibrugarh,0.00-Q,,0.00-Q,,Water Pouches-200.00-Pkt; Halogen Tablets-1000.00-Pieces,,,,,06-07-2022
4,,Hailakandi,0.00-Q,,0.00-Q,,Water Purification Tablets-3000.00-Pieces,,,,,06-07-2022
5,,Karimganj,"0.00-Q, 50.00-Pkt",,0.00-Q,,0-0.00-Q; CANDLE-20.00-Pkt; MOSQUITO COIL-20.00-Pkt,,,,,06-07-2022
6,,Lakhimpur,0.00-Q,,8.00-Kg,,Tarpaulin-14.00-Pieces,,,,,06-07-2022
7,,Morigaon,0.00-Q,,0.00-Q,,"1no of Hand Tube well installed at 1no Bangalbori as reported by JE PHED, Morigaon -1.00-Pieces; Chemical Packets-150.00-Q; Bleaching powder-50.00-Q; Halogen Tablets -1000.00-Q; Water pouch -6000.00-Q",,,,,06-07-2022
8,,Nagaon 500.00-Pkt 500.00-Pkt,,,,,,,,,,06-07-2022
9,,"Sivasagar 0.00-Q, 26.50-L 0.00-Q, 26.50-Kg Tarpaulin-10.00-Pieces; Sanitary Napkin -115.00-Pkt",,,,,,,,,,06-07-2022
