,relief distributed others,District,Baby Food Liquid,,Baby Food Solid,,Others,,,,,Date
0,,Biswanath,0.00-Q,,0.00-Q,,,,,,,03-07-2022
1,,Cachar,0.00-Q,,0.00-Q,,,,,,,03-07-2022
2,,Dibrugarh,"3904.00-Pkt, 0.00-Q",,"1142.90-Kg, 0.00-Q",,NADCC Tablet-2000.00-Pieces; Water Pouch-1000.00-Pkt; Halogen Tablets-500.00-Pieces; Candle-43.00-Pkt; Match box-1.00-Pkt; Haldhi-0.50-Kg; Potato-10.00-Kg; Onion-5.00-Kg; Sanitary pads -27.00-Pkt; Soyabean -10.00-Pkt; Vegetable -10.00-Kg; Lemon-5.00-Pieces; Copy-28.00-Pieces; Pen-28.00-Pieces,,,,,03-07-2022
3,,Goalpara,0.00-Q,,0.00-Q,Tarpaulin-1000.00-Pieces,,,,,,03-07-2022
4,,Hailakandi,0.00-Q,,0.00-Q,Water Purification Tablets-5000.00-Pieces,,,,,,03-07-2022
5,,Kamrup,0.00-Q,,0.00-Q,Tarpaulin-500.00-Q,,,,,,03-07-2022
6,,Karimganj,0.00-Q,,0.00-Q,0-0.00-Q; Water Purification Tablet-3025.00-Pkt; Chemical Packets-5795.00-Pkt; Lime & Bleaching Pouch-800.00-Pkt,,,,,,03-07-2022
7,,Lakhimpur,0.00-Q,,0.00-Q,Tarpaulin -250.00-Pieces,,,,,,03-07-2022
8,,Morigaon,"0.00-Q, 2000.00-Pkt",,"0.00-Q, 568.50-Kg",Chemical Packets-520.00-Q; Halogen Tablets -3000.00-Q; Water Pouch-3000.00-Q; Temporary Toilet -7.00-Q; Temporary HTW-17.00-Q,,,,,,03-07-2022
9,,Nagaon,0.00-Q,,0.00-Q,,,,,,,03-07-2022
10,,Sivasagar,0.00-Q,,0.00-Q,,,,,,,03-07-2022
11,,Sonitpur,0.00-Q,,0.00-Q,,,,,,,03-07-2022
12,,Tinsukia,0.00-Q,,0.00-Q,O-0.00-Q,,,,,,03-07-2022
13,,Udalguri,0.00-Q,,0.00-Q,Tarpaulin-138.00-Pieces,,,,,,03-07-2022
