Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Cover No,Cover,Document Type,Description,S.No,Bank Name,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,S.No.2,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :.1,AOC document :,AOC Description :,Type :,Summary :,Updated By :.2,Updated On :,Document :.1,BOQ Comparative Chart :,Type :.1,Summary :.1,Updated By :.3,Updated On :.1,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On
26-Apr-2022 05:00 PM,02-May-2022 12:30 PM,26-Apr-2022 06:00 PM,02-May-2022 11:00 AM,NA ,NA ,26-Apr-2022 06:00 PM,02-May-2022 11:00 AM,09-May-2022 10:00 AM,Executive Engineer,Jal Shakti Division Amb,"Construction of LWSS Amb, Katour Khurd, Katour Kalan and Ladoli in Chintpurni Constituency Tehsil Amb Distt. Una (HP)","Sub Head Drilling, Lowering of assembly and Development of 3 Nos Tubewell 140 Mtrs Deep i.e. at Vill Ladoli, Adrash Nagar and Sham Nagar Amb and 1 No Tubewell 125 Mtrs Deep at Katour Kalan-I in Tehsil Amb Distt. Una (HP). (Under Jal Jeevan Mission)",Please refer Tender documents. ,NA ,"80,93,206",Civil Works,NA ,Tender,120.0,60.0,Amb,177203.0,NA ,NA ,NA ,Amb,No ,No,1.0,Fee/PreQual/Technical,.pdf,Earnest Money as per NIeT condition 1 a (i),1.0,ICICI BANK,"HP Irrigation and Public Health||Una Circle,Irrigation and Public Health,HP||Jal Shakti Division, Amb","EE-JSD-Amb-Twell Amb,Katour Khurd",2022_HPIPH_59887_1,Yes,Open Tender,Item Rate,Works,2.0,No,No,Both(Online/Offline),No,No,No,800.0,EE JS Division Amb,Amb,No,"1,13,432",Yes,fixed,,EE JS Division Amb,Amb,Er Arvind SOod,Internal,"Er Naresh Dhiman,EE (D), Er Hoshiar Singh EE JSD Amb, Er Shrikant AE (D), Sh Munish Kumar Sharma CHD, Sh Anil Kumar Supdt Circle Una",Hoshiar Singh,07-Oct-2023 04:57 PM,finsummary_90581.pdf (5869.49 KB),1.0,279901.0,popular pipes,INR,"6,975,295","HP Irrigation and Public Health||Una Circle,Irrigation and Public Health,HP||Jal Shakti Division, Amb",2022_HPIPH_59887_1,"EE-JSD-Amb-Twell Amb,Katour Khurd","Construction of LWSS Amb, Katour Khurd, Katour Kalan and Ladoli in Chintpurni Constituency Tehsil Amb Distt. Una (HP)",07-Oct-2023,"INR 6,975,295",60.0,Hoshiar Singh,07-Oct-2023 04:59 PM,award.pdf (5869.00 KB),award,Finance,summary,Hoshiar Singh,07-Oct-2023 04:41 PM,finance_90581.pdf,BOQ Comparative Chart,Technical,summary cover-1,Hoshiar Singh,07-May-2022 05:46 PM,technical_90581.pdf,ER. Hoshiar Singh EE,Internal,"Sh.Suresh Kumar Sr. Asstt., Sh. Raj Kumar HDM and Smt. Devinder Kaur Supdt.Gr.II JSV Amb",Hoshiar Singh,07-May-2022 05:50 PM,09-May-2022 10:00 AM,techsummary_90581.pdf (2182.26 KB),1.0,280026.0,H.N.SINGH AND COMPANY,02-May-2022 10:24 AM,Rejected-Finance,Due to L4,07-Oct-2023
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Cost of tender as per NIeT condition 1 a (ii),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,279747.0,M/S. Mast Ram Jaswal And Co.,02-May-2022 09:39 AM,Rejected-Finance,Due to L2,07-Oct-2023
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Copy of registration as per NIeT condition 1 a (iii),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,280050.0,M/S Sharma Enterpirses,01-May-2022 10:59 PM,Rejected-Finance,Due to L5,07-Oct-2023
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Copy PAN GST and EPF as per NIeT condition 1 a (v),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,279901.0,popular pipes,29-Apr-2022 06:40 PM,Accepted-AOC,L1,07-Oct-2023
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Authorization letter DSC as per NIeT condition 1 a (vi),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,280049.0,PRAGATI TOWERS CORPORATION,01-May-2022 08:46 PM,Rejected-Finance,Due to L3,07-Oct-2023
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Undertaking carefully studied as per NIeT condition 1 a (vii),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Undertaking labour as per NIeT condition 1 a (viii),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.pdf,Form 6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Form 8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
