Cover No,Cover,Document Type,Description,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Name,Address,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,S.No,Bank Name,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.2,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :.1,AOC document :,AOC Description :,Type :,Summary :,Updated By :.2,Updated On :,Document :.1,BOQ Comparative Chart :,Type :.1,Summary :.1,Updated By :.3,Updated On :.1,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On
1.0,Fee/PreQual/Technical,.pdf,Registration with Jal Shakti department,"HP Irrigation and Public Health||Una Circle,Irrigation and Public Health,HP||Una-I,Irrigation and Public Health,HP",No. JSV-1/TA/ E-tender/23- 6099-6128 dt 16-06-23,2023_HPIPH_75076_1,Yes,Open Tender,Item Rate,Works,2.0,No,No,Both(Online/Offline),No,No,No,Executive Engineer Jal Shakti Divn No.1 Una HP,Executive Engineer Jal Shakti Divn No.1 Una HP,16-Jun-2023 04:20 PM,27-Jun-2023 11:00 AM,16-Jun-2023 04:20 PM,26-Jun-2023 05:00 PM,16-Jun-2023 04:20 PM ,26-Jun-2023 05:00 PM ,16-Jun-2023 04:20 PM,26-Jun-2023 05:00 PM,28-Jun-2023 12:00 PM,1.0,ICICI BANK,400.0,Executive Engineer Jal Shakti Divn No.1 Una HP,Executive Engineer Jal Shakti Divn No.1 Una HP,Yes,"Drilling , Lowering of assembly and development of 190 mtrs deep tubewell at Ispur (Lawana Majra) in Tehsil Haroli Distt. Una (under CRF)","Drilling , Lowering of assembly and development of 190 mtrs deep tubewell at Ispur (Lawana Majra) in Tehsil Haroli Distt. Una (under CRF)",as per NIT ,NA ,"24,65,610",Civil Works,NA ,Tender,120.0,60.0,Ispur (Lawana Majara),174301.0,NA ,NA ,NA ,Una HP,No ,No,"49,312",Yes,fixed,,Executive Engineer Jal Shakti Divn No.1 Una HP,Executive Engineer Jal Shakti Divn No.1 Una HP,---,Internal,AOC,Vinod Kumar Dhiman,17-Jul-2023 04:27 PM,finsummary_112468.pdf (151.67 KB),"HP Irrigation and Public Health||Una Circle,Irrigation and Public Health,HP||Una-I,Irrigation and Public Health,HP",2023_HPIPH_75076_1,No. JSV-1/TA/ E-tender/23- 6099-6128 dt 16-06-23,"Drilling , Lowering of assembly and development of 190 mtrs deep tubewell at Ispur (Lawana Majra) in Tehsil Haroli Distt. Una (under CRF)",1.0,354909.0,Vijay Sharma Contractor,INR,"1,852,882",27-Oct-2023,"INR 1,852,882",60.0,Puneet Sharma,27-Oct-2023 01:32 PM,AOC.pdf (158.00 KB),AOC,Finance,summary,Puneet Sharma,28-Jun-2023 12:27 PM,finance_112468.pdf,BOQ Comparative Chart,Technical,summary attached,Puneet Sharma,28-Jun-2023 11:56 AM,technical_112468.pdf,---,Internal,---,Puneet Sharma,28-Jun-2023 11:58 AM,28-Jun-2023 12:00 PM,techsummary_112468.pdf (102.05 KB),1.0,356807.0,Akarshan Jaswal,26-Jun-2023 03:58 PM,Rejected-Finance,Not Found L-1,17-Jul-2023
,,.pdf,Cost of tender form (online/ offline mode),,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,356673.0,B. S. Enterprises.,26-Jun-2023 12:33 PM,Rejected-Finance,Not Found L-1,17-Jul-2023
,,.pdf,Earnest Money (online/ offline mode),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,356812.0,HIMANSHU CHAUHAN,26-Jun-2023 03:21 PM,Rejected-Finance,Not Found L-1,17-Jul-2023
,,.pdf,Copy of GST number along with latest copy of GST return file,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,356224.0,JASPREET SINGH,26-Jun-2023 03:31 PM,Rejected-Finance,Not Found L-1,17-Jul-2023
,,.pdf,Copy of EPF number and Income Tax registration number or their latest clearance certificates,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,354986.0,popular pipes,20-Jun-2023 05:11 PM,Rejected-Finance,Not Found L-1,17-Jul-2023
,,.pdf,Undertaking regarding he has executed work two or more work,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,356751.0,Shiva Tubewell Works,26-Jun-2023 03:41 PM,Rejected-Finance,Not Found L-1,17-Jul-2023
,,.pdf,EMD exemption certificate if exempted and affidavit of non exhaustion in case of exemption,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,356818.0,vats associates,26-Jun-2023 02:52 PM,Rejected-Finance,Not Found L-1,17-Jul-2023
,,.pdf,Latest Income Tax return (ITR),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,354909.0,Vijay Sharma Contractor,23-Jun-2023 04:37 PM,Accepted-AOC,L-1,27-Oct-2023
,,.pdf,Rregistration with HP Ground Water Authority Shimla,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
