S.No,Corrigendum Title,Corrigendum Type,View,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No.1,Instrument Type,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Cover No,Cover,Document Type,Description,Name,Address,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,Type :,Summary :,Updated By :.1,Updated On :,Document :,Type :.1,Summary :.1,Updated By :.2,Updated On :.1,Document :.1,BOQ Comparative Chart :,S.No.2,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.3,Updated On :.2,Financial Bid Opening Date:,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated on :.1,Document :.3,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value
1.0,date extended,Date,,"Engineering, procurement, construction, testing, commissioning, trial run of various components for Providing multi village piped water supply scheme in Gagret Constituency in Gagret Block and Chintpurni constituency in Amb Block in District Una (HP)","Sub head Providing, Laying, jointing and testing of GMSERW pipe in Rising mains, Supply and Erection of Submersible/ Centrifugal Pumping Machinery including all accessories and Construction of civil works and Running, Operation and Maintenance of",Please refer Tender documents. ,NA ,"4,43,39,925",Civil Works,NA ,Tender,120.0,365.0,Amb,177203.0,Hamirpur  ,Chief Engineer (HZ) Hamirpur Distt. Hamirpur HP  ,17-Sep-2021 11:00 AM ,Amb,No ,No,04-Sep-2021 06:00 PM,22-Sep-2021 12:30 PM,04-Sep-2021 06:00 PM,22-Sep-2021 11:00 AM,04-Sep-2021 06:00 PM ,14-Sep-2021 04:00 PM ,04-Sep-2021 06:00 PM,22-Sep-2021 11:00 AM,26-Oct-2021 10:00 AM,"HP Irrigation and Public Health||Una Circle,Irrigation and Public Health,HP||Jal Shakti Division, Amb",EEJSD Amb-CB-JJM-Tender-WSS Jowar Mairi State-1,2021_HPIPH_51923_1,Yes,Open Tender,Item Rate,Works,2.0,No,No,Offline,No,No,No,"4,75,899",No,fixed,,EE JSV Division Amb,Amb,1.0,DD - Demand Draft,"2,500",EE JSV Division Amb,Amb,No,1.0,Fee/PreQual/Technical,.pdf,Copy of Earnest Money as per NIT cond.3(i) cover-1,Executive Engineer,Jal Shakti Division Amb Distt. Una (HP),07-Oct-2023,"INR 40,344,496",365.0,Hoshiar Singh,07-Oct-2023 11:37 AM,award.pdf (6071.00 KB),award letter,Technical,summary of prequalification bid,Hoshiar Singh,26-Oct-2021 08:28 AM,technical_77626.pdf,Finance,summary,Hoshiar Singh,07-Oct-2023 11:19 AM,finance_77626.pdf,BOQ Comparative Chart,1.0,237091.0,BACHITTAR SINGH AND CO,21-Sep-2021 07:30 PM,Accepted-AOC,L1,07-Oct-2023,Dr. S.K Sharma CE JSV Hamirpur,Internal,"Er. Karta Singh Bhatia SE D HZ, Er Arvind Sood SE JSC Una , Er, Brahm Dass EE D HZ , Er. Hoshiar Singh EE JSD Amb Er. Vijay Kumar Bansal AE JSV HZ and Smt. Subnam Supdt.Gr.II WS HZ",Hoshiar Singh,26-Oct-2021 08:35 AM,26-Oct-2021 10:00 AM,techsummary_77626.pdf (1447.69 KB),Dr SK Sharma,Internal,"Er Kartar Singh Bhatia SE (D), Er Arvind Sood SE JC Una, Er. Brahm Dass EE (D), Er Hoshiar Singh EE JSD Amb, Er Vijay Kumar Bansal AE, Sh Amar Singh Sr Asstt Work section Hamirpur Zone",Hoshiar Singh,07-Oct-2023 11:33 AM,finsummary_77626.pdf (1385.15 KB),"HP Irrigation and Public Health||Una Circle,Irrigation and Public Health,HP||Jal Shakti Division, Amb",2021_HPIPH_51923_1,EEJSD Amb-CB-JJM-Tender-WSS Jowar Mairi State-1,"Engineering, procurement, construction, testing, commissioning, trial run of various components for Providing multi village piped water supply scheme in Gagret Constituency in Gagret Block and Chintpurni constituency in Amb Block in District Una (HP)",1.0,237091.0,BACHITTAR SINGH AND CO,INR,"42,686,945"
2.0,Minutes of Pre-Bid Meeting Held on 16.09.2021,Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,SS - Small Savings Instrument,,,,,,,.pdf,Cost of tender form in shape of DD as per NIT cond. 3(ii) cover-1,,,,,,,,,,,,,,,,,,,,,2.0,237132.0,H. C. Bansal Engg. & Contt.,22-Sep-2021 09:54 AM,Rejected-AOC,L4,07-Oct-2023,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,FDR - Fixed Deposit,,,,,,,.pdf,Copy of enlistment /registration as per NIT cond. 3 (iii) cover-1,,,,,,,,,,,,,,,,,,,,,3.0,237130.0,malkiat singh govt cont,22-Sep-2021 08:32 AM,Rejected-AOC,L2,07-Oct-2023,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Copy of Average Annual Turnover as per NIT cond. 3(vi-a) cover-1,,,,,,,,,,,,,,,,,,,,,4.0,237112.0,MS Kamal Dev Sharma,21-Sep-2021 09:59 PM,Rejected-AOC,L5,07-Oct-2023,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Copy of Experience as per NIT cond. 3 (vi-b and vii) cover-1,,,,,,,,,,,,,,,,,,,,,5.0,236763.0,R.G. INDUSTRIES,22-Sep-2021 10:13 AM,Rejected-AOC,L3,07-Oct-2023,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,"Copy EPF No. , PAN No. GST and I/Tax Registration as per NIT cond. 3 (viii)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,copy of authorization letter of DSC and undertaking as per NIT cond. 3 (x and xi) cover-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Curves Chart as per NIT cond. No. 3 v,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.pdf,Form No. 6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,From No.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
