Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,S.No,Bank Name,Name,Address,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No.1,Corrigendum Title,Corrigendum Type,View,Cover No,Cover,Document Type,Description,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,S.No.2,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.1,Updated On :,Financial Bid Opening Date:,Document :.1,S.No.1.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,AOC Description :,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3
"1,500",Executive Engineer Jal Shakti Division Shillai,Executive Engineer Jal Shakti Division Shillai,No,"HP Irrigation and Public Health||Nahan Circle,Irrigation and Public Health,HP",SHL-SMR03-780-JSV DIV-SHILLAI2581-2630Dt11.07.23,2023_HPIPH_76063_1,Yes,Open Tender,Item Rate,Works,2.0,No,No,Both(Online/Offline),No,No,No,"Providing LWSS to Koti Bounch and adjoining villages in GP Koti Bounch, Tehsil Shillai District Sirmour HP",SH Automation of various LWSS under Jal Shakti Sub-Division Ronhat and Shillai,Please refer Tender documents. ,NA ,"1,24,88,560",Pumps/Motors,NA ,Tender,120.0,180.0,Shillai,173027.0,NA ,NA ,NA ,Shillai,No ,No,11-Jul-2023 05:00 PM,07-Aug-2023 12:30 PM,11-Jul-2023 05:00 PM,07-Aug-2023 09:00 AM,NA ,NA ,11-Jul-2023 05:00 PM,07-Aug-2023 09:00 AM,22-Aug-2023 04:45 PM,1.0,ICICI BANK,Executive Engineer Jal Shakti Division Shillai,Executive Engineer Jal Shakti Division Shillai,"2,02,500",Yes,fixed,,Executive Engineer Jal Shakti Division Shillai,Executive Engineer Jal Shakti Division Shillai,1.0,Corrigendum,Date,,1.0,Fee/PreQual/Technical,.pdf,Earnest Money and Cost of tender Form as mentioned in NIT,ER RAJEEV KUMAR,Internal,WA CHD JE(D) AE(D) EE SHILLAI SE,Rajesh Kumar,18-Oct-2023 04:36 PM,finsummary_113833.pdf (657.45 KB),1.0,360817.0,Saurabh vasudeva,INR,"12,188,750","HP Irrigation and Public Health||Nahan Circle,Irrigation and Public Health,HP",2023_HPIPH_76063_1,SHL-SMR03-780-JSV DIV-SHILLAI2581-2630Dt11.07.23,"Providing LWSS to Koti Bounch and adjoining villages in GP Koti Bounch, Tehsil Shillai District Sirmour HP",Rajeev Kumar Mahajan,Internal,EE Shillai EE Circle Nahan (D) AE Nahan Circle (D) JE Nahan Circle (D) CHD Nahan Supdt. Gr-II Circle Nahan SE Nahan,Rajesh Kumar,22-Aug-2023 04:42 PM,22-Aug-2023 04:45 PM,techsummary_113833.pdf (243.27 KB),1,361906,A.R ENTERPRISES,22-Jul-2023 04:31 PM,Rejected-Finance,REJECTED,18-Oct-2023,19-Oct-2023,"INR 12,488,560",90.0,Rajesh Kumar,19-Oct-2023 02:23 PM,Awardletter_automization_sourabh_vasudeva.pdf (726.00 KB),Awarded,Finance,Financial Bid Opening Summary,Rajesh Kumar,02-Sep-2023 01:54 PM,finance_113833.pdf,BOQ Comparative Chart,Technical,Technical Bid Opening Proceeding,Rajesh Kumar,22-Aug-2023 04:36 PM,technical_113833.pdf
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,2.0,Corrigendum,Other,,,,.pdf,Certificate of registration with Jal Shakti Vibhag in appropriate class latest renewal thereof,,,,,,,,,,,,,,,,,,,,,,,2,364727,Jai Bharat Construction Co.,06-Aug-2023 04:49 PM,Not Admitted-Fee/PreQual/Technical,Not Complied with technical specification,22-Aug-2023,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,Corrigendum,Technical Bid,,,,.pdf,"Copy of EPF, GST and PAN as mentioned in NIT",,,,,,,,,,,,,,,,,,,,,,,3,361796,Mectronics India,22-Jul-2023 10:54 AM,Rejected-Finance,REJECTED,18-Oct-2023,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,"Joint venture is not allowed, undertaking thereof",,,,,,,,,,,,,,,,,,,,,,,4,364738,M/s Sharma Electrical,06-Aug-2023 10:47 PM,Not Admitted-Fee/PreQual/Technical,Not Complied with technical specification,22-Aug-2023,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Undertaking of carefully studied all the terms and conditions as mentioned in NIT,,,,,,,,,,,,,,,,,,,,,,,5,364740,Robin Mahajan,06-Aug-2023 09:12 PM,Not Admitted-Fee/PreQual/Technical,Not Complied with technical specification,22-Aug-2023,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,affidavit specifying that the benefit availed under earnest money exemption has not been exhausted s,,,,,,,,,,,,,,,,,,,,,,,6,364782,SANJAY KUMAR,07-Aug-2023 08:47 AM,Not Admitted-Fee/PreQual/Technical,Not Complied with technical specification,22-Aug-2023,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,undertaking that he will comply with the provision of contract Labour (Regulation of Abolition) HP r,,,,,,,,,,,,,,,,,,,,,,,7,360817,Saurabh vasudeva,22-Jul-2023 04:02 PM,Accepted-AOC,Awarded,19-Oct-2023,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,8,364778,SURENDAR HANSRETTA,07-Aug-2023 01:33 AM,Not Admitted-Fee/PreQual/Technical,Not Complied with technical specification,22-Aug-2023,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,364726,Vijay Kumar C/O Vasudeva Electricals,06-Aug-2023 06:50 PM,Not Admitted-Fee/PreQual/Technical,Not Complied with technical specification,22-Aug-2023,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,364672,Vishal kumar,05-Aug-2023 09:06 PM,Not Admitted-Fee/PreQual/Technical,Not Complied with technical specification,22-Aug-2023,,,,,,,,,,,,,,,,,,
