Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Name,Address,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Cover No,Cover,Document Type,Description,S.No,Bank Name,S.No.2,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :.1,Summary :.1,Updated By :.1,Updated On :.1,Document :.1,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated On :.2,Financial Bid Opening Date:,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :,Document :.3,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,AOC Description :
C/O Link road to village Dehru km.0/00 to 0/615,(SH C/O 4.00mtr span RCC slab culvert at RD.0/285 with approaches),Please refer Tender documents. ,NA ,"13,62,373",Civil Works - Roads,NA ,Tender,120.0,90.0,Jaisinghpur,176095.0,NA ,NA ,NA ,Jaisinghpur,No ,No,500.0,Nil,Nil,No,19-Aug-2023 09:00 AM,28-Aug-2023 11:00 AM,19-Aug-2023 09:00 AM,28-Aug-2023 10:30 AM,NA ,NA ,19-Aug-2023 10:00 AM,28-Aug-2023 10:30 AM,18-Sep-2023 11:30 AM,PWD,4726-4775,2023_PWD_77667_2,Yes,Open Tender,Item Rate,Works,2.0,No,No,Online,No,No,No,Executive Engineeer,Executive Engineeer HPPWD Division Kangra,"27,300",No,fixed,,Nil,Nil,1.0,Fee/PreQual/Technical,.pdf,Cost of tender form indicated in HPPWD Form-6,1.0,ICICI BANK,1.0,367789.0,Ramesh Chand,INR,"1,047,850",Finance,As per document attached,Vijay Kumar Verma,23-Sep-2023 05:37 PM,,BOQ Comparative Chart,1.0,368464.0,parveen kumar,28-Aug-2023 10:19 AM,Rejected-Finance,Higher Bidder,23-Sep-2023,Technical,Attached,Vijay Kumar Verma,16-Sep-2023 05:25 PM,technical_116020.pdf,PWD,2023_PWD_77667_2,4726-4775,C/O Link road to village Dehru km.0/00 to 0/615,Er. Vijay Kumar Verma,Internal,"Superintendent Gr-II, HDM, Divn. Accounts Officer",Vijay Kumar Verma,16-Sep-2023 05:29 PM,18-Sep-2023 11:30 AM,techsummary_116020.pdf (241.37 KB),Er. Vijay Kumar Verma,Internal,"Supdt. Gr-II, HDM and Divisional Accountant",Vijay Kumar Verma,23-Sep-2023 05:42 PM,finsummary_116020.pdf (260.65 KB),03-Oct-2023,"INR 1,362,373",90.0,Vijay Kumar Verma,27-Mar-2024 02:33 PM,777672RameshDhandol.pdf (869.00 KB),Shri Ramesh Chand R/O Dandhole
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Earnest Money indicated in HPPWD Form-6,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,2.0,368518.0,Rajinder Kumar Govt.Contractor,28-Aug-2023 10:24 AM,Rejected-Finance,Higher Bidder,23-Sep-2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Affidavit it regarding no relative working in department,,,,,,,,,,,,,,3.0,367789.0,Ramesh Chand,22-Aug-2023 04:38 PM,Accepted-AOC,L1,27-Mar-2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Detail of technical staff,,,,,,,,,,,,,,4.0,368657.0,SUDHA THAKUR,26-Aug-2023 04:50 PM,Rejected-Finance,Higher Bidder,23-Sep-2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Detail of Litigation case,,,,,,,,,,,,,,5.0,368534.0,Sunil Walia,26-Aug-2023 07:21 PM,Rejected-Finance,Higher Bidder,23-Sep-2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Contractor Registration (Refer General Rule No-23),,,,,,,,,,,,,,6.0,368698.0,VIJAY RANA,27-Aug-2023 01:42 PM,Rejected-Finance,Higher Bidder,23-Sep-2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,"PAN Number and EPF Number, GST Registration (Refer General Rule No-21)",,,,,,,,,,,,,,7.0,368669.0,VINOD KUMAR,26-Aug-2023 05:59 PM,Rejected-Finance,Higher Bidder,23-Sep-2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,HPPWD Form No-8 (Shown in General Rule and Direction 26(26.7),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Work done and work in hand certificate (General Rule No-19) and 28.2b and Sr. No-4 Schedule-D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
