Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Cover No,Cover,Document Type,Description,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Name,Address,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No,Bank Name,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,Type :,Summary :,Updated By :.1,Updated On :,Document :,BOQ Comparative Chart :,Type :.1,Summary :.1,Updated By :.2,Updated On :.1,Document :.1,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.3,Updated On :.2,Financial Bid Opening Date:,Document :.2,S.No.2,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated on :.1,Document :.3,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value
400.0,Nil,Nil,No,1.0,Fee/PreQual/Technical,.pdf,Eligibility information,"26,620",Yes,fixed,,Nil,Nil,Executive Engineer,Jal Shakti Division Arki,"HP Irrigation and Public Health||Shimla-9 Circle,Irrigation and Public Health,HP||Arki,Irrigation and Public Health,HP",ARK-SOL01-425-8213-63,2023_HPIPH_78472_1,Yes,Open Tender,Item Rate,Works,2.0,No,No,Online,No,No,No,05-Sep-2023 05:00 PM,15-Sep-2023 11:30 AM,05-Sep-2023 05:00 PM,15-Sep-2023 11:00 AM,NA ,NA ,05-Sep-2023 05:00 PM,15-Sep-2023 11:00 AM,20-Sep-2023 04:05 PM,Improvement of GWSS Kathpol to Sui Devidhar in GP Beral Tehsil Arki,Construction of RCC storage tank 20000 Ltr capacity at Node 2 10000 Ltr capacity at node 3-4 P L and Jointing GI pipe light class,Please refer Tender documents. ,NA ,,Civil Works,NA ,Tender,120.0,180.0,GP Beral Tehsil Arki District Solan,173208.0,NA ,NA ,NA ,JSV Division Arki,No ,No,1.0,ICICI BANK,18-Oct-2023,"INR 1,330,503",180.0,Vivek Katoch,24-Nov-2023 12:33 PM,AOC_Kathphol.pdf (402.00 KB),Awarded,Finance,Financial bid summary,Vivek Katoch,23-Sep-2023 04:13 PM,finance_117035.pdf,BOQ Comparative Chart,Technical,Technically Summary,Vivek Katoch,20-Sep-2023 11:44 AM,technical_117035.pdf,Executive Engineer,Internal,HDA DAO Supdtt GR-II TA,Vivek Katoch,20-Sep-2023 01:48 PM,20-Sep-2023 04:05 PM,techsummary_117035.pdf (394.32 KB),1.0,371909.0,Harish Kumar,13-Sep-2023 06:04 PM,Rejected-Finance,Rejected,11-Oct-2023,Financial Bid Summary,Internal,HDM Supdt Gr-II DAO Tender Assistant,Vivek Katoch,11-Oct-2023 11:59 AM,finsummary_117035.pdf (881.04 KB),"HP Irrigation and Public Health||Shimla-9 Circle,Irrigation and Public Health,HP||Arki,Irrigation and Public Health,HP",2023_HPIPH_78472_1,ARK-SOL01-425-8213-63,Improvement of GWSS Kathpol to Sui Devidhar in GP Beral Tehsil Arki,1.0,372222.0,Joginder Kumar,INR,"907,831.83"
,,,,,,.pdf,Technical bid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,372222.0,Joginder Kumar,14-Sep-2023 06:22 PM,Accepted-AOC,Awarded,24-Nov-2023,,,,,,,,,,,,,,,
,,,,,,.pdf,Earnest money Or certificate of exemption of earnest money should be deposited on line mode only,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,372260.0,Royal Construction Company,14-Sep-2023 11:32 PM,Rejected-Finance,Rejected,11-Oct-2023,,,,,,,,,,,,,,,
,,,,,,.pdf,Cost of Tender form as mentioned above be deposited on line only,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,372138.0,SOM KRISHAN,14-Sep-2023 03:12 PM,Rejected-Finance,Rejected,11-Oct-2023,,,,,,,,,,,,,,,
,,,,,,.pdf,Certificate of contractor registration with HP Jal shakti Vibhag in appropriate class and latest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,372017.0,SUKH RAM,14-Sep-2023 01:05 PM,Not Admitted-Fee/PreQual/Technical,Not Complied with technical specification,20-Sep-2023,,,,,,,,,,,,,,,
,,,,,,.pdf,"PAN No, EPF, GST Registration and income Tax Return thereof",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,.pdf,Scanned copy of undertaking that I have carefully studied all terms and conditions stipulated in the,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,.pdf,undertaking regarding joint venture is not allowed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,.pdf,Authorization letter regarding DSC of the person authorized by the register tenderer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
