Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Cover No,Cover,Document Type,Description,Name,Address,S.No,Corrigendum Title,Corrigendum Type,View,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No.1,Instrument Type,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Type :,Summary :,Updated By :,Updated On :,Document :,Type :.1,Summary :.1,Updated By :.1,Updated On :.1,Document :.1,BOQ Comparative Chart :,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :,AOC document :,AOC Description :,S.No.2,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.3,Updated On :.2,Financial Bid Opening Date:,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated on :.1,Document :.3,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value
800.0,EE JSV Division Amb,Amb,No,"Source Level Augmentation of Rural Water Supply Scheme Belhi, Amb Tilla and Chowki Minar under Chintpurni Constituency of Distt. Una HP","Sub Head Pump House , collection Tank , OHSR, P/L Rising Main S/E Pumping Machinery and allied accessories , Electrical installation and C/O Civil works for Rural Water Supply Scheme Chowkiminar under Chintpurni Constituency of Distt. Una (HP",Please refer Tender documents. ,NA ,"50,48,122",Civil Works,NA ,Tender,120.0,365.0,Amb,177203.0,NA ,NA ,NA ,Amb,No ,No,08-Mar-2022 09:00 AM,21-Mar-2022 12:30 PM,08-Mar-2022 09:00 AM,21-Mar-2022 11:00 AM,NA ,NA ,08-Mar-2022 09:00 AM,21-Mar-2022 11:00 AM,30-Apr-2022 01:20 PM,1.0,Fee/PreQual/Technical,.pdf,Earnest Money as per NIeT condition 1 (i),Executive Engineer,Jal Shakti Division Amb Distt. Una (HP),1.0,corrigendum of Date,Date,,"82,981",No,fixed,,EE JSV Division Amb,Amb,1.0,SS - Small Savings Instrument,"HP Irrigation and Public Health||Una Circle,Irrigation and Public Health,HP||Jal Shakti Division, Amb",EE-JSD-Amb-Amb Tilla Behli 50 Lakh,2022_HPIPH_57105_2,Yes,Open Tender,Item Rate,Works,2.0,No,No,Offline,No,No,No,Technical,Summary Cover-I,Hoshiar Singh,30-Apr-2022 01:10 PM,technical_86981.pdf,Finance,summary,Hoshiar Singh,07-Oct-2023 08:14 PM,finance_86981.pdf,BOQ Comparative Chart,07-Oct-2023,"INR 6,000,160",365.0,Hoshiar Singh,07-Oct-2023 08:19 PM,award.pdf (10389.00 KB),award,1.0,269957.0,Deepankar Singh Kanwar,20-Mar-2022 11:29 AM,Accepted-AOC,L1,07-Oct-2023,ER Arbind Sood SE JSC una,Internal,"Er. Jeevan Prakash EE (D) JS Circle Una, Er. hoshiar Singh EE JSD Amb, Sh. Shrikant Bhatia AE (D), Sh. Munish Kumar CHD, Sh. Deepak Kumar Clerk JS Circle Una",Hoshiar Singh,30-Apr-2022 01:16 PM,30-Apr-2022 01:20 PM,techsummary_86981.pdf (3457.64 KB),Er Naresh Dhiman,Internal,"Er Pankaj Kumar ,EE (D), Er Hoshiar Singh EE JSD Amb, Er Shrikant AE (D), Sh Munish Kumar Sharma CHD,",Hoshiar Singh,07-Oct-2023 08:17 PM,finsummary_86981.pdf (719.75 KB),"HP Irrigation and Public Health||Una Circle,Irrigation and Public Health,HP||Jal Shakti Division, Amb",2022_HPIPH_57105_2,EE-JSD-Amb-Amb Tilla Behli 50 Lakh,"Source Level Augmentation of Rural Water Supply Scheme Belhi, Amb Tilla and Chowki Minar under Chintpurni Constituency of Distt. Una HP",1.0,269957.0,Deepankar Singh Kanwar,INR,"6,000,160"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Cost of tender as per NIeT condition 1 (ii),,,,,,,,,,,,,2.0,FDR - Fixed Deposit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,268508.0,Om Parkash Govt Contrator,08-Mar-2022 02:50 PM,Not Admitted-Fee/PreQual/Technical,Not Complied with technical specification,30-Apr-2022,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Copy of registration as per NIeT condition 1 (iii),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,271137.0,SS ENGINEERING WORKS,20-Mar-2022 01:28 PM,Rejected-Finance,Due to L2,07-Oct-2023,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Copy PAN GST and EPF as per NIeT condition 1 (v),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,271062.0,Thakur Constructions,21-Mar-2022 10:12 AM,Rejected-Finance,Due to L3,07-Oct-2023,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Authorization letter DSC as per NIeT condition 1 (vi),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,269562.0,VARINDER PAL,14-Mar-2022 10:56 AM,Not Admitted-Fee/PreQual/Technical,Not Complied with technical specification,30-Apr-2022,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Undertaking as per NIeT condition 1 (vii),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Undertaking as per NIeT condition 1 (viii),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.pdf,Form 6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Form 8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Conditions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
