Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :.1,AOC document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated On :,Financial Bid Opening Date:,Document :.1,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No.2,Bank Name,Name,Address,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Cover No,Cover,Document Type,Description,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder
Executive Engineer,Internal,"XEN, AE, Supdt. Gr-II, HDM",Vinod Shyam,22-Sep-2023 03:04 PM,finsummary_116732.pdf (184.85 KB),12-Oct-2023,"INR 1,162,451",45.0,Vinod Shyam,12-Oct-2023 01:32 PM,2.pdf (709.00 KB),PWD,2023_PWD_78251_5,PW-KD-E-TENDER/2023-24-2591-95 DTD 28-8-2023,"R/R Damages on Gumma Pujali Baghi road in K.M. 0/00 to 28/454 , C/o R/Wall at R.D. 17/030 to 17/057",Executive Engineer,Internal,"XEN, AE, Supdt. Gr-II, HDM",Vinod Shyam,16-Sep-2023 01:27 PM,16-Sep-2023 01:30 PM,techsummary_116732.pdf (8088.17 KB),Finance,SUMMARY UPLOADED,Vinod Shyam,22-Sep-2023 03:01 PM,finance_116732.pdf,BOQ Comparative Chart,1.0,370254.0,SANDEEP DOGRA GOVT. CONTRACTOR,INR,"1,218,481",Technical,summary updated,Vinod Shyam,16-Sep-2023 01:25 PM,technical_116732.pdf,1.0,370254.0,SANDEEP DOGRA GOVT. CONTRACTOR,05-Sep-2023 08:50 PM,Accepted-AOC,LOWEST BIDDER TO AWARDED THE WORK,12-Oct-2023,"23,300",No,fixed,,Nil,Nil,1.0,ICICI BANK,Executive Engineer,HPPWD DIVISION KOTKHAI,PWD,PW-KD-E-TENDER/2023-24-2591-95 DTD 28-8-2023,2023_PWD_78251_5,Yes,Open Tender,Item Rate,Works,2.0,No,No,Online,No,No,No,02-Sep-2023 11:00 AM,11-Sep-2023 11:00 AM,02-Sep-2023 11:00 AM,08-Sep-2023 06:00 PM,NA ,NA ,02-Sep-2023 11:00 AM,08-Sep-2023 06:00 PM,16-Sep-2023 01:30 PM,1.0,Fee/PreQual/Technical,.pdf,Cost Of Tender (Indicated In Schedule F),500.0,Nil,Nil,No,"R/R Damages on Gumma Pujali Baghi road in K.M. 0/00 to 28/454 , C/o R/Wall at R.D. 17/030 to 17/057",C/o R/Wall at R.D. 17/030 to 17/057,Please refer Tender documents. ,NA ,"11,62,451",Civil Works - Roads,NA ,Tender,30.0,45.0,Kotkhai,171202.0,NA ,NA ,NA ,EE Kotkhai,No ,No
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,370243.0,SURENDER MOHAN,05-Sep-2023 06:50 PM,Rejected-Finance,L2 BIDDER,22-Sep-2023,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,The Earnest Money (Indicated In Schedule F),,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Contractors Registration (Refer General Rules No 23),,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,GST Registration (General Rules No 21),,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,"List Of Machinery, Tool, Plant(Refer Schedule F With Reference To Clause 18)",,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Form No 8 (Refer General Rules No.26.7),,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,List Of Both Gazetted And Non-Gazetted Hppwd Employees Related To Him (General Rule No 16),,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Affidavit That Information Furnished With The Bid Is Correct In All Respect,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Proof of Registration under Employees Provident Funds(Refer General Rule 25 A),,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Other Important Documents As Specified By The State In Proforma Of Schedule,,,,,,,,,,,,,,,,,,,,,,
