Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Cover No,Cover,Document Type,Description,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Name,Address,S.No,Bank Name,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No.2,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :,Updated On :,Document :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Type :.1,Summary :.1,Updated By :.1,Updated On :.1,Document :.1,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated On :.2,Financial Bid Opening Date:,Document :.2,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated on :.1,Document :.3
20-Oct-2022 10:00 AM,27-Oct-2022 11:30 AM,20-Oct-2022 10:00 AM,27-Oct-2022 11:00 AM,NA ,NA ,20-Oct-2022 10:00 AM,27-Oct-2022 11:00 AM,01-Mar-2023 11:30 AM,1.0,Fee/PreQual/Technical,.pdf,Cost of tender from only online mode through E-payment,A/R and M/O to Non Residential building (Old Sub Division) at Salooni,A/R and M/O to Non Residential building (Old Sub Division) at Salooni,Please refer Tender documents. ,NA ,"4,07,689",Civil Works,NA ,Tender,75.0,90.0,Salooni,176320.0,NA ,NA ,NA ,Executive Engineer Salooni Division HPPWD Salooni,No ,No,Executive Engineer,Executive Engineer Salooni Division HPPWD Salooni,1.0,ICICI BANK,PWD,EE Salooni Letter No. 10971-11021 dated 11-10-2022,2022_PWD_66657_9,Yes,Open Tender,Item Rate,Works,2.0,No,No,Online,No,No,No,350.0,Nil,Nil,No,"8,200",No,fixed,,Nil,Nil,1.0,309929.0,ANKIT MAHAJAN,27-Oct-2022 10:44 AM,Accepted-AOC,Work completed,04-Oct-2023,Technical,Bid Opening Summary,Deepak Mahajan,25-Feb-2023 03:24 PM,technical_100243.pdf,1.0,309929.0,ANKIT MAHAJAN,INR,"385,610",Finance,Bid opening Summary,Deepak Mahajan,04-Oct-2023 12:31 PM,finance_100243.pdf,BOQ Comparative Chart,Executive Engineer,Internal,Senior Assistant Superintendent HDM DAO AE,Deepak Mahajan,25-Feb-2023 03:29 PM,01-Mar-2023 11:30 AM,techsummary_100243.pdf (593.08 KB),PWD,2022_PWD_66657_9,EE Salooni Letter No. 10971-11021 dated 11-10-2022,A/R and M/O to Non Residential building (Old Sub Division) at Salooni,04-Oct-2023,"INR 385,610",90.0,Deepak Mahajan,04-Oct-2023 12:36 PM,AL.pdf (964.00 KB),Award letter,Executive Engineer,Internal,Senior Assistant Superintendent HDM AE DAO,Deepak Mahajan,04-Oct-2023 12:34 PM,finsummary_100243.pdf (19.63 KB)
,,,,,,,,,,,.pdf,Earnest Money from only online mode through E-payment,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,2.0,309887.0,HANS RAJ,26-Oct-2022 05:29 PM,Rejected-Finance,Other Than Lowest,04-Oct-2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,.pdf,Contractors Registration (Refer General Rule No. 24.3 and as per invitation of bid),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,309880.0,Manish KUmar,26-Oct-2022 05:00 PM,Rejected-Finance,Other Than Lowest,04-Oct-2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,.pdf,GST No. and copy of GSTR-3B of last preceding month or quarter as the case may be attached,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,.pdf,Copy of PAN Number,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,.pdf,"Form No. 8, duly signed by the contractor",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,.pdf,An affidavit/Undertaking that information furnished with the bid (Name of works is correct),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,.pdf,Affidavit/Undertaking regarding not having two works in hand at the time of bid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,.pdf,List of technical Staff and Machinery,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,2.0,Finance,.xls,Bill of Quantity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
