Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No,Instrument Type,Name,Address,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Cover No,Cover,Document Type,Description,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Stage,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :.1,Summary :.1,Updated By :.1,Updated On :.1,Document :.1,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated On :.2,Financial Bid Opening Date:,Document :.2,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated on :.1,Document :.3,Tender Stage
Improvement of Black spot on Baldeyan to Dharmpur rod km 0/00 to 10/00 (SH Providing W Metal Beam Crash Barrier in km 4/200 to 4/480)(Under Black Spot),Improvement of Black spot on Baldeyan to Dharmpur rod km 0/00 to 10/00 (SH Providing W Metal Beam Crash Barrier in km 4/200 to 4/480)(Under Black Spot),As per SBD ,NA ,"8,98,397",Civil Works,NA ,Tender,120.0,30.0,Shimla,171003.0,NA ,NA ,NA ,Executive Engineer Division No-I HPPWD Shimla-3,No ,No,1.0,DD - Demand Draft,Executive Engineer Division No-I HPPWD Shimla-3,Executive Engineer Division No-I HPPWD Shimla-3,"18,000",No,fixed,,Executive Engineer Division No-I HPPWD Shimla-3,Executive Engineer Division No-I HPPWD Shimla-3,350.0,Executive Engineer Division No-I HPPWD Shimla-3,Executive Engineer Division No-I HPPWD Shimla-3,No,16-Feb-2019 06:00 PM,01-Mar-2019 11:00 AM,16-Feb-2019 06:00 PM,28-Feb-2019 04:00 PM,NA ,NA ,16-Feb-2019 06:00 PM,28-Feb-2019 04:00 PM,06-Mar-2019 11:00 AM,1.0,Fee/PreQual/Technical,.pdf,Cost of Tender Form (as per Schedule F 6.3),PWD,SD-ICTR-18-27314 dt 05-02-2019,2019_PWD_27471_1,Yes,Open Tender,Item Rate,Works,2.0,No,No,Offline,No,No,No,AOC,1.0,116303.0,SATISH BHARDWAJ,INR,"877,334",Finance,Bid opening summary,Rajeev Shaunak,07-Mar-2019 12:30 PM,finance_39129.pdf,BOQ Comparative Chart,1.0,115214.0,Anil Kumar,28-Feb-2019 03:10 PM,Rejected-Finance,6th Lowest,08-Apr-2019 11:49 AM,Technical,Bid opening summary,Rajeev Shaunak,05-Mar-2019 11:23 AM,technical_39129.pdf,ErPardeepKumarBhardwaj,Internal,Sh AmarSinghVermaHDMShManojKumarsupdtGeetaGRThakurSrDAO,Rajeev Shaunak,05-Mar-2019 11:24 AM,06-Mar-2019 11:00 AM,techsummary_39129.pdf (735.66 KB),PWD,2019_PWD_27471_1,SD-ICTR-18-27314 dt 05-02-2019,Improvement of Black spot on Baldeyan to Dharmpur rod km 0/00 to 10/00 (SH Providing W Metal Beam Crash Barrier in km 4/200 to 4/480)(Under Black Spot),08-Apr-2019,"INR 898,397",30.0,Pradeep Kumar Bhardwaj,08-Apr-2019 11:51 AM,27471_1AOC.pdf (586.00 KB),AOC,ErPardeepKumarBhardwaj,Internal,Sh AmarSinghVermaHDMShManojKumarsupdtGeetaGRThakurSrDAO,Pradeep Kumar Bhardwaj,08-Apr-2019 11:49 AM,finsummary_39129.pdf (646.58 KB),AOC
,,,,,,,,,,,,,,,,,,2.0,FDR - Fixed Deposit,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Earnest Money Deposit (As per schedule F 6.5),,,,,,,,,,,,,,,AOC,,,,,,,,,,,,2.0,116437.0,BHARAT BHUSHAN THAKUR,28-Feb-2019 02:37 PM,Rejected-Finance,5th Lowest,08-Apr-2019 11:49 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Contractor registration (Refer General rule No.23 and as per invitation of bid),,,,,,,,,,,,,,,AOC,,,,,,,,,,,,3.0,115173.0,GAYATRI TEGTA,25-Feb-2019 01:59 PM,Rejected-AOC,Rajected,08-Apr-2019 11:51 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,GST registration (Refer General rule No.21),,,,,,,,,,,,,,,AOC,,,,,,,,,,,,4.0,116289.0,HARMANJOT SINGH,27-Feb-2019 05:55 PM,Rejected-Finance,4th Lowest,08-Apr-2019 11:49 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Work in hand certificate (As per Performa given in General rule No.19 ).,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,5.0,116325.0,PIUESH,27-Feb-2019 08:19 PM,Rejected-Finance,7th Lowest,08-Apr-2019 11:49 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Machinery tools and plants (As per schedule F with reference to clause 18),,,,,,,,,,,,,,,AOC,,,,,,,,,,,,6.0,116465.0,Sandeep Chandel,28-Feb-2019 03:50 PM,Rejected-Finance,3rd Lowest,08-Apr-2019 11:49 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Form No. 8 duly signed (Refer General rule No 26.7).,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,7.0,116303.0,SATISH BHARDWAJ,28-Feb-2019 02:54 PM,Accepted-AOC,Awarded,08-Apr-2019 11:51 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,The Contractor Shall give affidavit regarding List of both gazette and non gazette HPPWD Employees,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Affidavit that information furnished with the bid is correct in all respect.,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Any additional information,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Proof of registration under Employee Provident Funds and Miscellaneous provision Act. 1952,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,Bill of quantities,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
