Name,Address,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,S.No,Instrument Type,Tender Stage,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :,Updated On :,Document :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Type :.1,Summary :.1,Updated By :.1,Updated On :.1,Document :.1,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated On :.2,Financial Bid Opening Date:,Document :.2,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated on :.1,Document :.3,Tender Stage
Executive Engineer Tissa Division HPPWD Tissa,Executive Engineer Tissa Division HPPWD Tissa,"9,800",No,fixed,,Executive Engineer Tissa Division HPPWD Tissa,TISSA/BHANJRARU,350.0,Executive Engineer Tissa Division HPPWD Tissa,TISSA/BHANJRARU,No,IMPROVEMENT AND M/T KAILA DUGHLY ROAD KM 6/250 TO 9/0,PROVIDING AND LAYING WBM G-2 AT KM 7/0 TO 9/0,Please refer Tender documents. ,NA ,"4,87,922",Civil Works - Roads,NA ,Tender,90.0,60.0,TISSA,176316.0,NA ,NA ,NA ,Executive Engineer Tissa Division HPPWD Tissa,No ,No,PWD,12023-12122 DATED 11/12/2018,2018_PWD_25520_1,Yes,Open Tender,Item Rate,Works,2.0,No,No,Offline,No,No,No,1.0,Fee/PreQual/Technical,.pdf,COST OF TENDER FORM,22-Dec-2018 09:00 AM,02-Jan-2019 11:30 AM,22-Dec-2018 09:00 AM,02-Jan-2019 11:00 AM,NA ,NA ,22-Dec-2018 09:00 AM,02-Jan-2019 11:00 AM,05-Jan-2019 11:30 AM,1.0,DD - Demand Draft,AOC,1,105945,ANKUSH KHANNA,02-Jan-2019 06:26 AM,Rejected-AOC,L3,05-Apr-2019 08:58 AM,Technical,TECHNICAL EVALUATION,Harsh Puri,04-Jan-2019 11:57 PM,technical_35767.pdf,1.0,106111.0,Govt.Contractor,INR,"801,754.22",Finance,SUMMARY,Harsh Puri,05-Apr-2019 08:51 AM,finance_35767.pdf,BOQ Comparative Chart,EE,Internal,AE SUPDT HDM SR ASSTT,Harsh Puri,05-Jan-2019 12:00 AM,05-Jan-2019 11:30 AM,techsummary_35767.pdf (1886.70 KB),PWD,2018_PWD_25520_1,12023-12122 DATED 11/12/2018,IMPROVEMENT AND M/T KAILA DUGHLY ROAD KM 6/250 TO 9/0,05-Apr-2019,"INR 487,922",60.0,Harsh Puri,05-Apr-2019 08:58 AM,18.pdf (272.00 KB),AL,EE,Internal,EE AE SUPDT HDM SR ASSTT,Harsh Puri,05-Apr-2019 08:55 AM,finsummary_35767.pdf (26.37 KB),AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,EARNEST MONEY,,,,,,,,,,2.0,FDR - Fixed Deposit,AOC,2,105909,Ashok Kumar,29-Dec-2018 12:19 PM,Rejected-Technical,NON RESPONSIVE,05-Jan-2019 12:00 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,LATEST CONTRACTOR REGISTRATION,,,,,,,,,,,,AOC,3,106158,Dharam Singh,01-Jan-2019 04:24 PM,Rejected-Technical,NON RESPONSIVE,05-Jan-2019 12:00 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,PAN AND GST NO,,,,,,,,,,,,AOC,4,106111,Govt.Contractor,01-Jan-2019 11:58 AM,Accepted-AOC,L1,05-Apr-2019 08:58 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,FORM 8 DULY SIGNED BY THE CONTRACTOR,,,,,,,,,,,,AOC,5,105245,Kamlesh Kapoor,24-Dec-2018 03:46 PM,Rejected-Technical,NON RESPONSIVE,05-Jan-2019 12:00 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,AFFIDAVIT REGARDING THE ALL THE INFFORMATION ARE CORRECT WITH THE BID,,,,,,,,,,,,AOC,6,106159,NADEEM ALI SHAH,02-Jan-2019 10:54 AM,Rejected-AOC,L2,05-Apr-2019 08:58 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,AFFIDAVIT REGARDING NOT HAVING MORE THAN TWO WORK IN HAND,,,,,,,,,,,,AOC,7,106201,Pawan Thakur Govt. Contractor,02-Jan-2019 12:43 AM,Rejected-AOC,L6,05-Apr-2019 08:58 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,DOCUMENT PROOF OF OWNER OF ROAD ROLLER,,,,,,,,,,,,AOC,8,106183,Rahul Thakur,01-Jan-2019 07:38 PM,Rejected-Technical,NON RESPONSIVE,05-Jan-2019 12:00 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,,,,,,,,,,AOC,9,106198,Vinod Thakur,01-Jan-2019 11:44 PM,Rejected-AOC,L5,05-Apr-2019 08:58 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,10,106199,Vipan Rana,01-Jan-2019 11:03 PM,Rejected-AOC,L4,05-Apr-2019 08:58 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
