Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :.1,AOC document :,AOC Description :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated On :,Financial Bid Opening Date:,Document :.1,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Tender Stage,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Name,Address,Cover No,Cover,Document Type,Description,S.No,Instrument Type,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Stage
EE,Internal,supdt HDM DAO,Pramod Kashyap,10-Apr-2019 05:28 PM,finsummary_33170.pdf (439.74 KB),10-Apr-2019,"INR 6,719,304",182.0,Pramod Kashyap,10-Apr-2019 05:29 PM,subashbara.pdf (440.00 KB),Construction of Bara Gran to Main road Kalwal,PWD,2018_PWD_23736_1,Construction of Bara Gran to Main road Kalwal,Construction of Bara Gran to Main road Kalwal via Than Chaleli Majra road km.0/0 to 5/810 i/c 2 Nos. bridge,Executive Engineer,Internal,Supdt HDM DAO AE,Pramod Kashyap,04-Oct-2018 07:37 PM,06-Oct-2018 10:30 AM,techsummary_33170.pdf (568.77 KB),Technical,tech bid,Pramod Kashyap,04-Oct-2018 12:51 PM,technical_33170.pdf,1.0,96593.0,KASMIR SINGH CONTACTOR,02-Oct-2018 11:04 PM,Rejected-Finance,L 3,10-Apr-2019 05:28 PM,Finance,financil bib,Pramod Kashyap,06-Oct-2018 11:56 AM,finance_33170.pdf,BOQ Comparative Chart,1.0,96591.0,Subash Chand,INR,"6,915,528",AOC,24-Sep-2018 01:30 PM,04-Oct-2018 10:30 AM,24-Sep-2018 01:30 PM,03-Oct-2018 10:30 AM,NA ,NA ,24-Sep-2018 01:30 PM,03-Oct-2018 10:30 AM,06-Oct-2018 10:30 AM,Executive Engineer,Executive Engineer HPPWD Division Barsar,1.0,Fee/PreQual/Technical,.pdf,Cost of Tender form,1.0,DD - Demand Draft,"2,000",Executive Engineer HPPWD Division Barsar,Executive Engineer HPPWD Division Barsar,No,"99,700",No,fixed,,Executive Engineer HPPWD Division Barsar,Executive Engineer HPPWD Division Barsar,Construction of Bara Gran to Main road Kalwal via Than Chaleli Majra road km.0/0 to 5/810 i/c 2 Nos. bridge,"Balance work for the C/O R/walls, C.D.,G.S.B.,Drain etc. In between km. 0/0 to 5/810 i/c Both side approaches of Kalwal bridge ) Under Nabard RIDF-XVIII.",Please refer Tender documents. ,NA ,"67,19,304",Civil Works - Roads,NA ,Tender,120.0,182.0,Barsar,174305.0,NA ,NA ,NA ,Barsar,No ,No,PWD,Construction of Bara Gran to Main road Kalwal,2018_PWD_23736_1,Yes,Open Tender,Item Rate,Works,2.0,No,No,Offline,No,No,No,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,96532.0,NIKKA RAM SHARMA,02-Oct-2018 06:21 PM,Rejected-Finance,L 2,10-Apr-2019 05:28 PM,,,,,,,,,,,,AOC,,,,,,,,,,,,,,.pdf,EMD,2.0,FDR - Fixed Deposit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,96548.0,Parbhat Singh,02-Oct-2018 06:37 PM,Rejected-Finance,L 4,10-Apr-2019 05:28 PM,,,,,,,,,,,,AOC,,,,,,,,,,,,,,.pdf,contractor Registration,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,96591.0,Subash Chand,02-Oct-2018 08:59 PM,Accepted-AOC,L 1,10-Apr-2019 05:29 PM,,,,,,,,,,,,AOC,,,,,,,,,,,,,,.pdf,Work done certificate ( Only Completed work ),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,96508.0,Tilak Raj Sharma,02-Oct-2018 04:15 PM,Rejected-Technical,Non Responsive,04-Oct-2018 07:37 PM,,,,,,,,,,,,AOC,,,,,,,,,,,,,,.pdf,"GST No.,Labour Licence and E.P.F. number,Pan Card",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,.pdf,List of machinery tool and plant with ownership documents/Aff.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,.pdf,Aff. that the information submitted by the bidder is true and correct,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,.pdf,Work in hand certificate duly C/S by the Executing Authority,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,.pdf,Last five Year Turn over duly signed by the CA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,.pdf,Affidavit regarding seen the site as per General rules and direction No. 29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
