Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,S.No,Instrument Type,Cover No,Cover,Document Type,Description,Name,Address,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Stage,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.1,Updated on :,Document :.1,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,Tender Stage
C.O Dhar Datana Bargarh road km 0.0 to 5.500 SH C.O 5.7 mtr wide F.C km. RD 1.637 to 2.360,C.O Dhar Datana Bargarh road km 0.0 to 5.500 SH C.O 5.7 mtr wide F.C km. RD 1.637 to 2.360,Please refer Tender documents. ,NA ,"11,32,536",Civil Works - Roads,NA ,Tender,90.0,60.0,Theog,171201.0,NA ,NA ,NA ,Executive Engineer HP PWD Division Theog,No ,No,500.0,Executive Engineer HP PWD Division Theog,HP PWD Division Theog,No,1.0,DD - Demand Draft,1.0,Fee/PreQual/Technical,.pdf,Cost Of Tender (Indicated In Schedule F),Executive Engineer,HP PWD Division Theog,"22,600",No,fixed,,Executive Engineer HP PWD Division Theog,HP PWD Division Theog,PWD,PW.THD.CB.tender.6970.81 dt. 10.9.2018,2018_PWD_23635_2,Yes,Open Tender,Item Rate,Works,2.0,No,No,Offline,No,No,No,19-Sep-2018 12:00 PM,01-Oct-2018 11:00 AM,19-Sep-2018 12:00 PM,29-Sep-2018 06:00 PM,NA ,NA ,19-Sep-2018 12:00 PM,29-Sep-2018 06:00 PM,16-Oct-2018 02:00 PM,AOC,PWD,2018_PWD_23635_2,PW.THD.CB.tender.6970.81 dt. 10.9.2018,C.O Dhar Datana Bargarh road km 0.0 to 5.500 SH C.O 5.7 mtr wide F.C km. RD 1.637 to 2.360,Er Mahesh kanwar,Internal,BR Bragta Sr DAO Lekh Ram Shandil HDM Leela Verma Sr Asstt,Mahesh Kanwar,15-Oct-2018 06:01 PM,16-Oct-2018 02:00 PM,techsummary_33042.pdf (465.90 KB),Er Mahesh Kanwar,Internal,BR Bragta Sr DAO Lekh Ram shandil HDM Leela Verma Sr Asstt,Mahesh Kanwar,25-Apr-2019 05:02 PM,finsummary_33042.pdf (309.11 KB),25-Apr-2019,"INR 1,132,536",60.0,Mahesh Kanwar,25-Apr-2019 05:06 PM,AOC.pdf (433.00 KB),AOC,1.0,96161.0,RAVI SHARMA,INR,"825,057",Finance,Summary,Satish Chand,16-Oct-2018 04:21 PM,finance_33042.pdf,BOQ Comparative Chart,1.0,96277.0,AMAN SHARMA,29-Sep-2018 05:39 PM,Rejected-Technical,Non Responsive,15-Oct-2018 06:01 PM,Technical,Summary,Mahesh Kanwar,01-Oct-2018 12:33 PM,technical_33042.pdf,AOC
,,,,,,,,,,,,,,,,,,,,,,2.0,FDR - Fixed Deposit,,,.pdf,The Earnest Money (Indicated In Schedule F),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,96170.0,Aman Thakur,28-Sep-2018 11:56 PM,Rejected-Finance,Non Responsive,25-Apr-2019 05:02 PM,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Contractors Registration (Refer General Rules No 23),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,96125.0,Amit Thakur,28-Sep-2018 10:47 PM,Rejected-Finance,Non Responsive,25-Apr-2019 05:02 PM,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,GST Registration (General Rules No 21),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,96075.0,Anil Kumar,28-Sep-2018 12:55 PM,Rejected-Finance,Non Responsive,25-Apr-2019 05:02 PM,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Work in Hand As Per General Rule 19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,96111.0,BHARAT BHUSHAN,29-Sep-2018 01:32 PM,Rejected-Technical,Non Responsive,15-Oct-2018 06:01 PM,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,"List Of Machinery,Tool,Plant,(Refer Schedule F With Reference To Clause 18)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,96036.0,MAHENDER SHARMA,28-Sep-2018 05:53 PM,Rejected-Finance,Non Responsive,25-Apr-2019 05:02 PM,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Form No 8 (Refer General Rules No.26.7),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,96266.0,Pradeep Verma,29-Sep-2018 04:33 PM,Rejected-Finance,Non Responsive,25-Apr-2019 05:02 PM,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,List Of Both Gazetted And Non-Gazetted Hppwd Employees Related To Him (General Rule No 16),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,96227.0,Rajesh Verma,29-Sep-2018 02:12 PM,Rejected-Finance,Non Responsive,25-Apr-2019 05:02 PM,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Proof of EPF registration (refer Genral Rule No.25(A) .pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,96161.0,RAVI SHARMA,28-Sep-2018 11:04 PM,Accepted-AOC,Responsive,25-Apr-2019 05:06 PM,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Affidavit That Information Furnished With The Bid Is Correct In All Respect,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,96171.0,Satish Verma,29-Sep-2018 12:42 AM,Rejected-Finance,Non Responsive,25-Apr-2019 05:02 PM,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Other Important Documents As Specified By The State In Proforma Of Schedule,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
