Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,S.No,Instrument Type,Cover No,Cover,Document Type,Description,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Name,Address,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated on :.1,Document :.1,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,Tender Stage
"1,500",EE Kumarsain,Kumarsain,No,1.0,DD - Demand Draft,1.0,Fee/PreQual/Technical,.pdf,Cost of Tender Form (indicated in Schedule F),"50,400",No,fixed,,EE Kumarsain,Kumarsain,Executive Engineer,"Kumarsain Division HPPWD,Kumarsain",PWD,PW-KMS-AB-NIT/2018-10973-74 dt.02.01.2019,2019_PWD_25907_1,Yes,Open Tender,Item Rate,Works,2.0,No,No,Offline,No,No,No,11-Jan-2019 05:00 PM,24-Jan-2019 11:00 AM,11-Jan-2019 05:30 PM,23-Jan-2019 06:00 PM,NA ,NA ,11-Jan-2019 05:30 PM,23-Jan-2019 06:00 PM,29-Jan-2019 12:30 PM,"C/O Kachinghatti Aur to Kalmu Galani KM.0/0 to 2/060SH Formation Cutting 5/7 mtr wide road in Km. 0/0 to 1/0 and C/O R/Wall at Rd.0/0 to 0/045 and 0/960 to 1/0 and C/O Hume Pipe Culvert at Rd.0/060 ,0/270,0/360,0/615 and 0/840","C/O Kachinghatti Aur to Kalmu Galani KM.0/0 to 2/060SH Formation Cutting 5/7 mtr wide road in Km. 0/0 to 1/0 and C/O R/Wall at Rd.0/0 to 0/045 and 0/960 to 1/0 and C/O Hume Pipe Culvert at Rd.0/060 ,0/270,0/360,0/615 and 0/840",Please refer Tender documents. ,NA ,"28,58,518",Civil Works - Roads,NA ,Tender,90.0,180.0,Kumarsain,172029.0,NA ,NA ,NA ,Kumarsain,No ,No,AOC,Er.Manoj Sehgal,Internal,Supdt Gr-II HDM and Sr. Assistant Accounts Branch,Manoj Kumar Sehgal,29-Jan-2019 12:27 PM,29-Jan-2019 12:30 PM,techsummary_36438.pdf (188.20 KB),PWD,2019_PWD_25907_1,PW-KMS-AB-NIT/2018-10973-74 dt.02.01.2019,"C/O Kachinghatti Aur to Kalmu Galani KM.0/0 to 2/060SH Formation Cutting 5/7 mtr wide road in Km. 0/0 to 1/0 and C/O R/Wall at Rd.0/0 to 0/045 and 0/960 to 1/0 and C/O Hume Pipe Culvert at Rd.0/060 ,0/270,0/360,0/615 and 0/840",30-Apr-2019,"INR 2,535,165",180.0,Manoj Kumar Sehgal,30-Apr-2019 04:08 PM,Kalmu.pdf (254.00 KB),AOC,Er.Manoj Sehgal,Internal,Supdt Gr-II HDM and DA,Manoj Kumar Sehgal,27-Apr-2019 12:11 PM,finsummary_36438.pdf (188.20 KB),Finance,Technical bid evaluation summary,Manoj Kumar Sehgal,29-Jan-2019 02:32 PM,finance_36438.pdf,BOQ Comparative Chart,1.0,108997.0,PARVIR SAIN,INR,"2,625,165",1.0,109075.0,ANKUSH,23-Jan-2019 05:20 PM,Rejected-Finance,Reject,27-Apr-2019 12:11 PM,Technical,Bid Opening summary,Manoj Kumar Sehgal,28-Jan-2019 03:08 PM,technical_36438.pdf,AOC
,,,,2.0,BC - Bankers Cheque,,,.pdf,Earnest Money Deposit (indicated in Schedule F),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,109067.0,Ankush Negi,23-Jan-2019 03:08 PM,Rejected-Finance,Reject,27-Apr-2019 12:11 PM,,,,,,AOC
,,,,3.0,FDR - Fixed Deposit,,,.pdf,Contractors Registration (Refer General Rule No 23),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,109058.0,CRC Construction,23-Jan-2019 02:43 PM,Rejected-Finance,Reject,27-Apr-2019 12:11 PM,,,,,,AOC
,,,,,,,,.pdf,G.S.T Registration Number (Refer General Rule No 21),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,108465.0,MANMOHAN GUPTA GOVT CONTRECTOR,19-Jan-2019 07:39 PM,Rejected-Finance,Reject,27-Apr-2019 12:11 PM,,,,,,AOC
,,,,,,,,.pdf,Permanent Account Number (PAN),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,108990.0,parveen,23-Jan-2019 03:44 PM,Rejected-Finance,Reject,27-Apr-2019 12:11 PM,,,,,,AOC
,,,,,,,,.pdf,EPF Registration Number Refer General Rule 25-A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,108997.0,PARVIR SAIN,22-Jan-2019 06:41 PM,Accepted-AOC,AOC,30-Apr-2019 04:08 PM,,,,,,AOC
,,,,,,,,.pdf,Work Done Certificate of similar nature (Refer General Rule No 19),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,108957.0,Subhash Gautam,22-Jan-2019 07:07 PM,Rejected-Finance,Reject,27-Apr-2019 12:11 PM,,,,,,AOC
,,,,,,,,.pdf,"List of Machinery, Tool, Plant along with documentary proof of ownership (Refer Schedule F with ref",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,108283.0,Surjeet Kumar,19-Jan-2019 05:07 PM,Rejected-Finance,Reject,27-Apr-2019 12:11 PM,,,,,,AOC
,,,,,,,,.pdf,Form No. 8 (Refer General Rule No 26.7),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,109089.0,VARUN,23-Jan-2019 05:00 PM,Rejected-Finance,Reject,27-Apr-2019 12:11 PM,,,,,,AOC
,,,,,,2.0,Finance,.xls,Bill of Quantity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
