Cover No,Cover,Document Type,Description,Name,Address,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No,Instrument Type,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Stage,Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :.1,Summary :.1,Updated By :.1,Updated On :.1,Document :.1,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated On :.2,Financial Bid Opening Date:,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :,Document :.3,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,AOC Description :,Tender Stage
1.0,Fee/PreQual/Technical,.pdf,Cost of tender form (indicated in schedule F),Executive Engineer,B and R Division HPPWD Joginder Nagar,PWD,ICT Lab Nauhali,2018_PWD_20243_1,Yes,Open Tender,Item Rate,Works,2.0,No,No,Offline,No,No,No,"30,000",Yes,fixed,,EE Joginder Nagar,B and R Division HP.PWD. Joginder Nagar,Construction of Government Senior Secondary School Building at Nauhali Post Office Nauhali Joginder Nagar District Mandi HP,"Construction of ICT Lab, Projector Room Including WS and SI in ground floor only",Please refer Tender documents. ,NA ,"15,32,745",Civil Works - Buildings,NA ,Tender,120.0,180.0,Nauhali,175015.0,NA ,NA ,NA ,Joginder Nagar,No ,No,1.0,DD - Demand Draft,500.0,EE Joginder Nagar,B and R Division HP.PWD. Joignder Nagar,Yes,19-Mar-2018 02:00 PM,02-Apr-2018 11:00 AM,19-Mar-2018 02:00 PM,31-Mar-2018 05:00 PM,NA ,NA ,19-Mar-2018 02:00 PM,31-Mar-2018 05:00 PM,23-Apr-2018 04:05 PM,AOC,Finance,fbosummary,Piar Chand,17-May-2018 03:57 PM,finance_28683.pdf,BOQ Comparative Chart,1.0,80673.0,Pawan Kumar,INR,"2,138,792",1.0,80673.0,Pawan Kumar,30-Mar-2018 07:30 PM,Accepted-AOC,AOC,17-Apr-2019 04:19 PM,Technical,Bid opening summary,Rajeev Sharma,03-Apr-2018 03:38 PM,technical_28683.pdf,PWD,2018_PWD_20243_1,ICT Lab Nauhali,Construction of Government Senior Secondary School Building at Nauhali Post Office Nauhali Joginder Nagar District Mandi HP,Er BM Thakur,Internal,Superintendent Assistant Engineer Senior Divisional Accounts Officer Head Drughtsman,Piar Chand,23-Apr-2018 04:01 PM,23-Apr-2018 04:05 PM,techsummary_28683.pdf (288.19 KB),Er. B.M.Thakur,Internal,AE Joginder Nagar Sr.DAO Supdt. HDM,Bhag Mal Thakur,17-Apr-2019 01:30 PM,finsummary_28683.pdf (324.65 KB),17-Apr-2019,"INR 2,138,792",180.0,Bhag Mal Thakur,17-Apr-2019 04:19 PM,AOC243.pdf (451.00 KB),AOC,AOC
,,.pdf,Earnest money (indicated in schedule F),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,FDR - Fixed Deposit,,,,,,,,,,,,,,AOC,,,,,,,,,,,,2.0,80672.0,Prithi Raj Thakur,29-Mar-2018 06:12 PM,Rejected-Finance,L-2,17-Apr-2019 01:30 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,.pdf,Contractors Registration (general Rule No 23),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,.pdf,Sale Tax Registration (General rule No 21),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,.pdf,Work done and work in hand certificate minimum amount of work done as per Schedule F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,.pdf,Affidavit of machinery Tool Pants (Indicated in Schedule F),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,.pdf,Form No 7 and 8 duly signed on judiciary paper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,.pdf,Affidavit Both gazetted and non gazetted officer HPPWD employees related to him (general rule No 16),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,.pdf,Permanent account Number (PAN),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,.pdf,Affidavit regarding information furnished is correct,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
