Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :.1,Document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated On :,Financial Bid Opening Date:,Document :.1,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Tender Stage,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No,Instrument Type,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Cover No,Cover,Document Type,Description,Tender Stage
23-Apr-2019,"INR 944,301",61.0,Pradeep Singh,23-Apr-2019 10:51 AM,2019_PWD_26780_1.pdf (130.00 KB),ER PRADEEP SINGH,Internal,,Pradeep Singh,23-Apr-2019 10:49 AM,finsummary_38056.pdf (180.20 KB),ER PRADEEP SINGH,Internal,,Pradeep Singh,23-Feb-2019 10:56 AM,23-Feb-2019 12:00 PM,techsummary_38056.pdf (190.86 KB),PWD,2019_PWD_26780_1,MDII-CHAHARI SCHOOL TO TRAMBI 0/705 TO 0/730,Construction of Chahari School to Trambi Dehrigaloo Shil Kuntbhyo Gadwahan Doh Rewalsar Naina Devi Ji Km. 0/0 to 2/150 under RIDF-XX,Finance,Bid opening Summary,Dharminder Kumar Verma,26-Feb-2019 11:40 AM,finance_38056.pdf,BOQ Comparative Chart,1.0,113458.0,PRAKASH CHANDEL,INR,"944,301",Technical,Summary,Pradeep Singh,23-Feb-2019 10:55 AM,technical_38056.pdf,1.0,113070.0,Hukam Chand,15-Feb-2019 06:13 PM,Rejected-Finance,5.0,23-Apr-2019 10:49 AM,AOC,PWD,MDII-CHAHARI SCHOOL TO TRAMBI 0/705 TO 0/730,2019_PWD_26780_1,Yes,Open Tender,Item Rate,Works,2.0,No,No,Offline,No,No,No,Construction of Chahari School to Trambi Dehrigaloo Shil Kuntbhyo Gadwahan Doh Rewalsar Naina Devi Ji Km. 0/0 to 2/150 under RIDF-XX,C/O Retaining walls at RDs 0/705 to 0/730,Please refer Tender documents. ,NA ,"8,38,731",Civil Works,NA ,Tender,120.0,61.0,EE MANDI DIVISION NO-II HPPWD MANDI,175001.0,NA ,NA ,NA ,EE MANDI DIVISION NO-II HPPWD MANDIEE MANDI DIVISI,No ,No,1.0,DD - Demand Draft,"16,775",Yes,fixed,,EE MANDI DIVISION NO-II HPPWD MANDI,EE MANDI DIVISION NO-II HPPWD MANDI,05-Feb-2019 05:30 PM,20-Feb-2019 11:30 AM,05-Feb-2019 05:30 PM,20-Feb-2019 10:30 AM,NA ,NA ,05-Feb-2019 05:30 PM,20-Feb-2019 10:30 AM,23-Feb-2019 12:00 PM,350.0,EE MANDI DIVISION NO-II HPPWD MANDI,EE MANDI DIVISION NO-II HPPWD MANDI,Yes,EE MANDI DIVISION NO-II HPPWD MANDI,EE MANDI DIVISION NO-II HPPWD MANDI,1.0,Fee/PreQual/Technical,.pdf,"Cost of tender Form (Indicated in Schedule F),",AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,113594.0,Narinder Pal Sharma,19-Feb-2019 04:07 PM,Rejected-Finance,2.0,23-Apr-2019 10:49 AM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,SS - Small Savings Instrument,,,,,,,,,,,,,,,,,,,,,,,,.pdf,"Earnest money(indicated in Schedule-F),",AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,113458.0,PRAKASH CHANDEL,18-Feb-2019 07:43 PM,Accepted-AOC,1.0,23-Apr-2019 10:51 AM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,FDR - Fixed Deposit,,,,,,,,,,,,,,,,,,,,,,,,.pdf,"Contractor Registration(General Rule No.23,",AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,113725.0,Pushap Raj,19-Feb-2019 07:43 PM,Rejected-Finance,4.0,23-Apr-2019 10:49 AM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,GST(General Rule No.21),AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,113414.0,TEJ LAL,18-Feb-2019 04:53 PM,Rejected-Finance,3.0,23-Apr-2019 10:49 AM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Copy of PAN Card,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Work done certificate for the works completed in last five years (General Rule No.19),AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,"Form No. 8 duly signed (General Rule No.26.7),",AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,"List of machinery, tool, plants and equipment",AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,"Affidavit regarding all the Information furnished with the bid are correct,",AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Affidavit showing the detail of near relatives who are working in HPPWD as Gazetted non Gazetted off,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Other Important Documents As Specified By The State In Proforma Of Schedule,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,AOC
