EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Name,Address,S.No,Instrument Type,Tender Stage,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :,Updated On :,Document :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Type :.1,Summary :.1,Updated By :.1,Updated On :.1,Document :.1,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated On :.2,Financial Bid Opening Date:,Document :.2,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated on :.1,Document :.3,Tender Stage
"4,000",No,fixed,,Executive Engineer NH Division HPPWD Nahan,Nahan,PWD,7263-90 dated 20.08.2018,2018_PWD_23600_1,Yes,Open Tender,Item Rate,Works,2.0,No,No,Offline,No,No,No,1.0,Fee/PreQual/Technical,.pdf,Cost of tender form(Indicated in schedule F),17-Sep-2018 02:00 PM,24-Sep-2018 11:30 AM,17-Sep-2018 02:05 PM,24-Sep-2018 10:30 AM,NA ,NA ,17-Sep-2018 02:05 PM,24-Sep-2018 10:30 AM,26-Sep-2018 11:45 AM,350.0,EE NH Division HPPWD Nahan,Nahan,No,Ordinary repair to Paonta Sahib Meenus Hatkoti road NH 72B (New NH 707) Km 0/0 to 161/715.(SH Providing white washing between km 62/0 to 106/0 and 149/0 to 161/715),Ordinary repair to Paonta Sahib Meenus Hatkoti road NH 72B (New NH 707) Km 0/0 to 161/715.(SH Providing white washing between km 62/0 to 106/0 and 149/0 to 161/715),refer tender document ,NA ,"1,73,687",Civil Works - Roads,NA ,Tender,120.0,60.0,Nahan,173001.0,NA ,NA ,NA ,Nahan,No ,No,Executive Engineer NH Division HPPWD Nahan,Executive Engineer NH Division HPPWD Nahan,1.0,DD - Demand Draft,AOC,1,95459,Bharat Bhushan Mohil,24-Sep-2018 09:24 AM,Rejected-Finance,2nd lowest,03-Dec-2018 04:01 PM,Technical,Opening Summary,Vijay Kumar Aggarwal,25-Sep-2018 04:57 PM,technical_32988.pdf,1.0,95470.0,Yesh Pal Singh,INR,"98,020",Finance,Summary,Vijay Kumar Aggarwal,03-Dec-2018 02:19 PM,finance_32988.pdf,BOQ Comparative Chart,Er VK Aggarwal,Internal,TA Supttd DHD AE Dhaulakuan DAO,Vijay Kumar Aggarwal,26-Sep-2018 11:42 AM,26-Sep-2018 11:45 AM,techsummary_32988.pdf (2889.23 KB),PWD,2018_PWD_23600_1,7263-90 dated 20.08.2018,Ordinary repair to Paonta Sahib Meenus Hatkoti road NH 72B (New NH 707) Km 0/0 to 161/715.(SH Providing white washing between km 62/0 to 106/0 and 149/0 to 161/715),03-Apr-2019,"INR 173,687",60.0,Vijay Kumar Aggarwal,03-Apr-2019 12:28 PM,award62_0to161_715.PDF (768.00 KB),Award,Er VK Aggarwal,Internal,TA Supttd DHD AE Dhaulakuan,Vijay Kumar Aggarwal,03-Dec-2018 04:01 PM,finsummary_32988.pdf (558.96 KB),AOC
,,,,,,,,,,,,,,,,,,,,,,.pdf,Earnest Money(Indicate in Schedule F),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,BG - Bank Guarantee,AOC,2,95294,CHAMEL SINGH,21-Sep-2018 01:46 PM,Rejected-Finance,6th lowest,03-Dec-2018 04:01 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,.pdf,Contractors registration(Refer General Rule NO.23),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,FDR - Fixed Deposit,AOC,3,95489,Manish Mohan Sharma,23-Sep-2018 06:04 PM,Rejected-Finance,10th lowest,03-Dec-2018 04:01 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,.pdf,Sales Tax Registration/GST Registration(Refer General Rule No.21),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,4,95308,Manoj Chaudhary Govt. Cont.,22-Sep-2018 11:33 AM,Rejected-Finance,8th lowest,03-Dec-2018 04:01 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,.pdf,"List of Machinery, Tools, Plant(Refer Schedule F with reference to clause 18)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,5,95302,M/s GUMAN SINGH,21-Sep-2018 03:07 PM,Rejected-Finance,5th lowest,03-Dec-2018 04:01 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,.pdf,Form No.8(Refer General Rule No.26.7),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,6,95482,M/S hind construction,23-Sep-2018 04:51 PM,Rejected-Finance,7th lowest,03-Dec-2018 04:01 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,.pdf,An affidavit that the contractor has not more than two works in hand(Refer General Rule 28),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,7,95344,M/s Madan Chaudhary Cont-,21-Sep-2018 10:42 PM,Rejected-Finance,9th lowest,03-Dec-2018 04:01 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,.pdf,Labour license and EPF allotment numbers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,8,95433,MUNSHI RAM,23-Sep-2018 08:41 AM,Rejected-Technical,does not fulfil minimum qualification criteria,26-Sep-2018 11:42 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,Bill ofquantity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,9,95443,RAKESH KUMAR,24-Sep-2018 09:15 AM,Rejected-Finance,3rd lowest,03-Dec-2018 04:01 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,10,95415,sunder singh,22-Sep-2018 04:48 PM,Rejected-Finance,4th lowest,03-Dec-2018 04:01 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,11,95470,Yesh Pal Singh,23-Sep-2018 03:09 PM,Accepted-AOC,1st lowest,03-Apr-2019 12:28 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
