Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :.1,AOC document :,AOC Description :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated On :,Financial Bid Opening Date:,Document :.1,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Tender Stage,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,S.No,Corrigendum Title,Corrigendum Type,View,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No.1,Instrument Type,Name,Address,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Cover No,Cover,Document Type,Description,Tender Stage
Er S K Sood,Internal,"Sr. D.A.O, Head Draughtsman, Assistant Engineer Baijnath, Superintendent GII, Executive Engineer",Virender Kumar Dhiman,09-Apr-2019 01:16 PM,finsummary_33031.pdf (163.87 KB),09-Apr-2019,"INR 2,053,110",270.0,Virender Kumar Dhiman,09-Apr-2019 01:18 PM,AwardNGO3Nos.pdf (237.00 KB),Financial Bid of the said work open successfully on 14.3.2019 and work awarded to contractor on 24.12.2018 to Sh. Rakesh Kapoor R/O Mandehar,PWD,2018_PWD_23628_1,PWD-BD-NIT-2018-19/8399-8431,C/O NGO Residence Colony at Baijnath,Er. S.K. Sood,Internal,Sh. Rajinder Chaudhary SR DAO Sh Ravi Rana DM Sh Ajeet Kumar Supdt GII Er Vaneet Sharma AE Baijnath,Sanjiv Kumar,29-Oct-2018 06:13 PM,02-Nov-2018 11:00 AM,techsummary_33031.pdf (823.04 KB),1.0,96991.0,Rakesh Kapoor,INR,"2,211,969",Finance,Financial Bid of the said work open successfully,Virender Kumar Dhiman,09-Apr-2019 01:14 PM,finance_33031.pdf,BOQ Comparative Chart,Technical,Four bidders participated in this work and three bidders found responsive. Hence tender recommended by committee to open financial bid.,Sanjiv Kumar,29-Oct-2018 06:12 PM,technical_33031.pdf,1.0,96995.0,jai prakesh govt. cont.,06-Oct-2018 10:52 PM,Rejected-Finance,Higher Side Bidder,09-Apr-2019 01:16 PM,AOC,C/O NGO Residence Colony at Baijnath,C/O 3 Nos Type II Quarter i/c WS and Sanitary Installation,Please refer Tender documents. ,NA ,"21,46,293",Civil Works - Buildings,NA ,Tender,90.0,365.0,Baijnath,176125.0,NA ,NA ,NA ,Executive Engineer HPPWD Division Baijnath,No ,No,PWD,PWD-BD-NIT-2018-19/8399-8431,2018_PWD_23628_1,Yes,Open Tender,Item Rate,Works,2.0,No,No,Offline,No,No,No,1.0,SBD Replace,Technical Bid,,500.0,Executive Engineer HPPWD Division Baijnath,Baijnath,No,"43,000",No,fixed,,Executive Engineer HPPWD Division Baijnath,Baijnath,1.0,DD - Demand Draft,Executive Engineer HPPWD Division Baijnath,Executive Engineer HPPWD Division Baijnath,18-Sep-2018 06:00 PM,08-Oct-2018 11:00 AM,18-Sep-2018 06:00 PM,08-Oct-2018 10:30 AM,NA ,NA ,18-Sep-2018 06:00 PM,08-Oct-2018 10:30 AM,02-Nov-2018 11:00 AM,1.0,Fee/PreQual/Technical,.pdf,Cost of Tender Form as Indicated Schedule F.,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,96997.0,kashmir sing govt.contractor,06-Oct-2018 11:31 PM,Rejected-Finance,Higher Side Bidder,09-Apr-2019 01:16 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,FDR - Fixed Deposit,,,,,,,,,,,,,,.pdf,Cost of Earnest Money as Indicated Schedule F.,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,96991.0,Rakesh Kapoor,06-Oct-2018 10:31 PM,Accepted-AOC,Lower Side,09-Apr-2019 01:18 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Contractor Registration,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,96865.0,S S RANA,05-Oct-2018 05:57 PM,Not Admitted-Fee/PreQual/Technical,Not Complied with technical specification,29-Oct-2018 06:12 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,GST Registration and PAN No,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Machinery tool with proof i.c hiring of machinery affidavit required,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Form No 8 duly signed on Judicial Paper,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Affidavit of Both Gazatted and Non Gazetted officer HPPWD employees related to him,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Undertaking that no arbitration / litigation with PWD in pending in any court of law,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Affidavit furnished that contractor has not more than two work in hand,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Affidavit information furnished with the bid Name of work is correct in all respect,AOC
