Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Cover No,Cover,Document Type,Description,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,S.No,Instrument Type,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Name,Address,Tender Stage,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.1,Updated on :,Document :.1,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,Tender Stage
350.0,"Executive Engineer, Chamba Division HPPWD Chamba",Chamba,Yes,14-Feb-2019 10:00 AM,27-Feb-2019 11:30 AM,14-Feb-2019 10:00 AM,26-Feb-2019 05:00 PM,NA ,NA ,14-Feb-2019 10:00 AM,26-Feb-2019 05:00 PM,01-Mar-2019 11:30 AM,1.0,Fee/PreQual/Technical,.pdf,Cost of Tender Form (as per Schedule F),Annual Maintenance of Chamba Saroo road Km. 4/0 to 5/0 Providing and laying Bitumenous Concrete,Annual Maintenance of Chamba Saroo road Km. 4/0 to 5/0 Providing and laying Bitumenous Concrete,Please refer Tender documents. ,NA ,"7,04,900",Civil Works,NA ,Tender,60.0,30.0,Chamba,176310.0,NA ,NA ,NA ,"Executive Engineer, Chamba Division HPPWD Chamba",No ,No,PWD,No. PWC-WA-II/Contract/17- 19055-154 dt. 6.2.19,2019_PWD_27230_1,Yes,Open Tender,Item Rate,Works,2.0,No,No,Offline,No,No,No,1.0,DD - Demand Draft,"14,100",No,fixed,,"Executive Engineer, Chamba Division HPPWD Chamba",Chamba,"Executive Engineer, Chamba Division HPPWD Chamba","Executive Engineer, Chamba Division HPPWD Chamba",AOC,PWD,2019_PWD_27230_1,No. PWC-WA-II/Contract/17- 19055-154 dt. 6.2.19,Annual Maintenance of Chamba Saroo road Km. 4/0 to 5/0 Providing and laying Bitumenous Concrete,Er J.S. Thakur,Internal,Senior Assistant Superintendent and Assistant Engineer,Jeet Singh Thakur,28-Feb-2019 12:06 PM,01-Mar-2019 11:30 AM,techsummary_38866.pdf (344.73 KB),EE,Internal,Senior Assistant Superintendent and Assistant Engineer,Jeet Singh Thakur,13-Apr-2019 03:26 PM,finsummary_38866.pdf (17.51 KB),13-Apr-2019,"INR 1,120,577",30.0,Jeet Singh Thakur,13-Apr-2019 03:28 PM,168..pdf (268.00 KB),Annual Maintenance of Chamba Saroo road Km. 4/0 to 5/0 Providing and laying Bitumenous Concrete,1.0,115542.0,Des Raj and Co.,INR,"999,458",Finance,Bid opening Summary,Jeet Singh Thakur,13-Apr-2019 03:24 PM,finance_38866.pdf,BOQ Comparative Chart,1.0,115542.0,Des Raj and Co.,26-Feb-2019 01:59 PM,Accepted-AOC,l1,13-Apr-2019 03:28 PM,Technical,Bid opening Summary,Jeet Singh Thakur,28-Feb-2019 11:15 AM,technical_38866.pdf,AOC
,,,,,,,,,,,,,,,.pdf,Earnest Money Deposit (As per schedule F),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,BC - Bankers Cheque,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,115298.0,Surinder Pal Dhall,25-Feb-2019 05:31 PM,Rejected-AOC,l2,13-Apr-2019 03:28 PM,,,,,,AOC
,,,,,,,,,,,,,,,.pdf,Contractor registration (Refer General rule No.23),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,FDR - Fixed Deposit,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,.pdf,GST registration (Refer General rule No.21),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,.pdf,Form No. 8 (Refer General rule No 26.7).,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,.pdf,Affidavit that information furnished with the bid is correct in all respect,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,.pdf,Work experience as per clause 28.2 b of general and direction and as per schedule F.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,.pdf,Copy of PAN No.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,.pdf,"Own Hot Mix Plant and own Paver Finisher, as per Form-8 Schedule F with reference to clause 18",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
