Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Type :.1,Summary :.1,Updated By :.1,Updated On :.1,Document :.1,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated on :,Document :.2,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :.1,AOC document :,AOC Description :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,Tender Stage,Name,Address,S.No,Corrigendum Title,Corrigendum Type,View,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No.1,Instrument Type,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Stage
Finance,Summary,Ajay Kumar Sharma,03-Mar-2019 12:57 PM,finance_34769.pdf,BOQ Comparative Chart,1.0,102966.0,jagdish,INR,"430,225.4",Technical,Bid Opening Summary,Dalip Singh Tomar,18-Dec-2018 05:29 PM,technical_34769.pdf,1.0,102962.0,Amandeep Singh,09-Dec-2018 09:01 PM,Rejected-Finance,L3,03-Mar-2019 01:16 PM,Er. Ajay Kumar Sharma,Internal,"Sh. Inder Singh Sr. Asstt., Sh. Saran Singh Supdt. Gr.II, Sh. Ram Gopal Gupta HDM",Ajay Kumar Sharma,03-Mar-2019 01:16 PM,finsummary_34769.pdf (831.13 KB),10-Apr-2019,"INR 513,651",90.0,Ajay Kumar Sharma,10-Apr-2019 03:31 PM,aoc.pdf (823.00 KB),AOC,PWD,2018_PWD_24857_2,PWP/CB/Tender/2018-9241-91 dt. 20.11.18,Restoration of rain damages to link road Taruwala to Bherewala km 0/0 to 1/300 (SH C/O V-shape drain in km 0/300 to 1/300),Er.Ajay Kumar Sharma,Internal,"Sh. Inder Singh Sr. Asstt., Sh. Saran Singh Supdt. Gr.II, Sh. Ram Gopal Gupta HDM",Dalip Singh Tomar,19-Dec-2018 02:49 PM,19-Dec-2018 04:30 PM,techsummary_34769.pdf (829.67 KB),AOC,EE PWD Paonta Sahib,EE PWD Paonta Sahib,1.0,Opening date of tender,Date,,"10,300",No,fixed,,EE PWD Paonta Sahib,Paonta Sahib,1.0,DD - Demand Draft,350.0,EE PWD Paonta Sahib,Paonta Sahib,No,Restoration of rain damages to link road Taruwala to Bherewala km 0/0 to 1/300 (SH C/O V-shape drain in km 0/300 to 1/300),Restoration of rain damages to link road Taruwala to Bherewala km 0/0 to 1/300 (SH C/O V-shape drain in km 0/300 to 1/300),Please refer tender documents ,NA ,"5,13,651",Civil Works - Roads,NA ,Tender,90.0,90.0,Paonta Sahib,173025.0,NA ,NA ,NA ,EE PWD Paonta,No ,No,1.0,Fee/PreQual/Technical,.pdf,Cost of tender- indicated in schedule f at sr.no.6.3,24-Nov-2018 06:30 PM,11-Dec-2018 11:30 AM,24-Nov-2018 06:35 PM,10-Dec-2018 05:00 PM,NA ,NA ,24-Nov-2018 06:40 PM,10-Dec-2018 05:00 PM,19-Dec-2018 04:30 PM,PWD,PWP/CB/Tender/2018-9241-91 dt. 20.11.18,2018_PWD_24857_2,Yes,Open Tender,Item Rate,Works,2.0,No,No,Offline,No,No,No,AOC
,,,,,,,,,,,,,,,,2.0,102914.0,Basti Ram,08-Dec-2018 02:35 PM,Rejected-Finance,L5,03-Mar-2019 01:16 PM,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,2.0,FDR - Fixed Deposit,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Earnest money-indicated in schedule f at sr. No.6.5,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,3.0,103028.0,Dhanvir Singh,10-Dec-2018 03:51 PM,Rejected-Finance,L2,03-Mar-2019 01:16 PM,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Contractors registration- refer general rule sr. No 23,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,4.0,102966.0,jagdish,09-Dec-2018 09:46 PM,Accepted-AOC,L1,10-Apr-2019 03:31 PM,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,GST Registration(Refer General Rule No.21)and Permanent account number,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,5.0,103047.0,MANOJ BHARDWAJ,10-Dec-2018 04:45 PM,Rejected-Finance,L8,03-Mar-2019 01:16 PM,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,List of incomplete works in hand general rule sr. No 28.1,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,6.0,102960.0,Nettar Singh,09-Dec-2018 08:18 PM,Rejected-AOC,L2,10-Apr-2019 03:31 PM,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,List of machinery tool plant along with proof of owner ship i.e.R.C. and purchase bills S.No 6.19 Re,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,7.0,102555.0,ram lal,10-Dec-2018 12:35 PM,Rejected-Finance,L6,03-Mar-2019 01:16 PM,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Scanned copy of EPF,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,8.0,102978.0,Shamshad Ali Contractor,10-Dec-2018 04:24 PM,Rejected-Finance,L9,03-Mar-2019 01:16 PM,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Form no 8 duly signed gen. Rule sr. No 26.7.,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,9.0,102908.0,Suman Singh,08-Dec-2018 12:59 PM,Rejected-Finance,L4,03-Mar-2019 01:16 PM,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,List of both gazetted and non gazetted officer hppwd employees related to him gen. Rule sr.no.16),,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,10.0,102941.0,Taj Mohd.,09-Dec-2018 07:51 PM,Rejected-Technical,Not Qualify,19-Dec-2018 02:49 PM,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Any other information bidders like to provide.,,,,,,,,,,,,,,,,,,,,,,,,AOC
