Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Type :.1,Summary :.1,Updated By :.1,Updated On :.1,Document :.1,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated on :,Document :.2,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :.1,AOC document :,AOC Description :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,Tender Stage,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,S.No,Instrument Type,Name,Address,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Cover No,Cover,Document Type,Description,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Tender Stage
Finance,Financial bid opening summary,Kulbir Singh Thakur,07-May-2018 06:47 PM,finance_29538.pdf,BOQ Comparative Chart,1.0,83251.0,naresh vij govt contractor,INR,"2,018,523",Technical,Technical bid opening summary,Kulbir Singh Thakur,07-May-2018 05:59 PM,technical_29538.pdf,1.0,83251.0,naresh vij govt contractor,04-May-2018 09:28 AM,Accepted-AOC,ok,25-Apr-2019 05:11 PM,Er Kulbir Thakur EE B and R Solan,Internal,Shri Deepak Anand Senior DAO Solan Shri Naresh kumar HDM and Smt Rekha Kashyap Supdt Grade II PMGSY,Arvind Kumar,25-Apr-2019 05:09 PM,finsummary_29538.pdf (125.13 KB),25-Apr-2019,"INR 2,018,523",90.0,Arvind Kumar,25-Apr-2019 05:11 PM,Award.pdf (344.00 KB),Award of Contract,PWD,2018_PWD_20907_1,periodical renewal under17 Paughat to Haripur AMP,periodical renewal under AMP for the year 201718 on Paughat Haripur Shahid Roshan Lal Marg road Km0/00 to 9/270 SH providing and laying BC in Km1/00 to3/00,Er Kulbir Singh Thakur,Internal,Shri Deepak Anand Senior DAO Solan Shri Hira Singh Supdt Grade II and Shri Rajkumar clerk,Kulbir Singh Thakur,07-May-2018 06:02 PM,07-May-2018 06:05 PM,techsummary_29538.pdf (39.93 KB),AOC,periodical renewal under AMP for the year 201718 on Paughat Haripur Shahid Roshan Lal Marg road Km0/00 to 9/270 SH providing and laying BC in Km1/00 to3/00,periodical renewal under AMP for the year 201718 on Paughat Haripur Shahid Roshan Lal Marg road Km0/00 to 9/270 SH providing and laying BC in Km1/00 to3/00,Please refer Tender documents. ,NA ,"17,58,953",Civil Works,NA ,Tender,90.0,90.0,Solan,173212.0,NA ,NA ,NA ,Solan,No ,No,PWD,periodical renewal under17 Paughat to Haripur AMP,2018_PWD_20907_1,Yes,Open Tender,Item Rate,Works,2.0,No,No,Offline,No,No,No,26-Apr-2018 06:00 PM,04-May-2018 11:00 AM,26-Apr-2018 06:00 PM,04-May-2018 10:30 AM,NA ,NA ,26-Apr-2018 06:00 PM,04-May-2018 10:30 AM,07-May-2018 06:05 PM,1.0,DD - Demand Draft,EE B and R Solan,EE B and R Division HPPWD Solan,"33,900",No,fixed,,EE B and D Division HPPWD Solan,EE Solan,1.0,Fee/PreQual/Technical,.pdf,Cost of tender and erenest money indicate in Schedule F,500.0,EE B and R Division HPPWD Solan,EE Solan,No,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,FDR - Fixed Deposit,,,,,,,,,,,.pdf,Contractors registraiton reffer general rules No 23,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,GST registraton refer general rules no 21,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,work done certifidcate and work in hand certificate refer in general rules No 19 schedule F,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,"List of machenery, tool plant shown in schedule F with refeerence to clause 18",,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,affdavits of correctness of all the documents are submitted is true by the Contractor,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Form No 8refer in SBD Documents,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Contractor should have to submit the proof of EPF as mentioned in SBD Clause 25 A,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Work done condition one similar nature of work not less than 40 percent of the estimated cost,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,Bill of quantity,,,,,AOC
