Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :.1,Document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated On :,Financial Bid Opening Date:,Document :.1,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Tender Stage,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,S.No,Instrument Type,Name,Address,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Cover No,Cover,Document Type,Description,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,S.No.1,Category,Sub Category,Sub Category Description,Format/File,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage
22-Apr-2019,"INR 551,111",90.0,Bishwjeet Singh,22-Apr-2019 12:29 PM,13.pdf (165.00 KB),AOC,EE Ramesh Singh,Internal,"Chaman lal AE, Kehar Singh Supdt. Bhagat Ram HDM",Bishwjeet Singh,22-Apr-2019 12:18 PM,finsummary_34052.pdf (272.17 KB),EERamesh Singh,Internal,"AEBishwjeet,Bhagat Ram HDM,Rattan Lal Supdt.",Bishwjeet Singh,17-Nov-2018 12:25 PM,19-Nov-2018 11:00 AM,techsummary_34052.pdf (291.83 KB),PWD,2018_PWD_24365_1,13421-60,Tandi Nandi road km.0/0 to 9/500,Technical,Technical Summary,Bishwjeet Singh,17-Nov-2018 12:22 PM,technical_34052.pdf,1.0,99967.0,AKSHAY KUMAR,12-Nov-2018 04:15 PM,Not Admitted-Fee/PreQual/Technical,Not Complied with technical specification,17-Nov-2018 12:22 PM,Finance,Financial Summary,Bishwjeet Singh,22-Apr-2019 11:58 AM,None,BOQ Comparative Chart,1.0,99899.0,MANOJ KUMAR,INR,"837,827",AOC,350.0,Yes,fixed,,EE Gohar,Gohar,"11,000",EE Gohar,Gohar,Yes,1.0,DD - Demand Draft,Executive Engineer Gohar Division HP.PWD.Gohar,Executive Engineer Gohar Division HP.PWD.Gohar,30-Oct-2018 05:00 PM,13-Nov-2018 11:30 AM,30-Oct-2018 05:00 PM,12-Nov-2018 05:00 PM,NA ,NA ,30-Oct-2018 05:00 PM,12-Nov-2018 05:00 PM,19-Nov-2018 11:00 AM,1.0,Fee/PreQual/Technical,.pdf,Cost of tender form indicated in schedule-F,PWD,13421-60,2018_PWD_24365_1,Yes,Open Tender,Item Wise,Works,2.0,No,No,Offline,No,No,No,1.0,Certificate Details ,Permanent Account Number ,Permanent Account Number Details ,,Tandi Nandi road km.0/0 to 9/500,SH Construction of 3.00 mtr. RCC Slab Culvert at km.9/500) Missing Cross Drainage Work,Please refer Tender documents. ,NA ,"5,51,111",Civil Works,NA ,Rate Contract,120.0,90.0,Gohar,175029.0,NA ,NA ,NA ,Executive Engineer Gohar Division HP.PWD.Gohar,No ,No,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,99987.0,CRC Construction,12-Nov-2018 03:56 PM,Not Admitted-Fee/PreQual/Technical,Not Complied with technical specification,17-Nov-2018 12:22 PM,,,,,,,,,,,,AOC,,,,,,,,,,,2.0,FDR - Fixed Deposit,,,,,,,,,,,,,,.pdf,Earnest Money indicated in schedule-F,,,,,,,,,,,,,,,2.0,Certificate Details ,Registration Certificate ,Registration Certificate Details ,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,99905.0,MAHESH KUMAR CONTRACTOR,11-Nov-2018 03:23 PM,Rejected-AOC,2nd Lowest,22-Apr-2019 12:29 PM,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Permanent Account Number,,,,,,,,,,,,,,,3.0,Certificate Details ,Sales Tax/VAT ,Sales Tax/VAT ,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,99899.0,MANOJ KUMAR,11-Nov-2018 01:28 PM,Accepted-AOC,Lowest,22-Apr-2019 12:29 PM,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Affidavit regarding no relative working in department,,,,,,,,,,,,,,,4.0,Certificate Details ,Income Tax Certificate ,Income Tax Certificate Details ,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Detail of technical Manpower,,,,,,,,,,,,,,,5.0,Certificate Details ,Labour License ,Labour License ,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Detail of litigation case,,,,,,,,,,,,,,,6.0,Certificate Details ,Affidavit regarding correctness of bid ,Required in tender document in bidder file 1 ,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Work done and work in hand certificate (Gen. Rule 19) Shown in schedule-F,,,,,,,,,,,,,,,7.0,Certificate Details ,Affidavit regarding No Near Relative working in department ,Affidavit regarding No Near Relative working in department ,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,List of machinery tool plant shown in schedule-F with reference to clause-18,,,,,,,,,,,,,,,8.0,Litigation Details ,Litigation Details ,Litigation Details ,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Valid Labour license,,,,,,,,,,,,,,,9.0,Machinery Details ,Machinery Lease/Hire agreement copy ,Machinery Lease/Hire agreement copy ,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Contractor Registration (Refer General Rule No. 23),,,,,,,,,,,,,,,10.0,Work Details ,Works Completed ,Works Completed Details ,HP_WorksCompleted.xls,,,,,,,,,,,,,,,,,,,AOC
