Name,Address,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Instrument Type,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Cover No,Cover,Document Type,Description,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Stage,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :.1,Summary :.1,Updated By :.1,Updated On :.1,Document :.1,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated On :.2,Financial Bid Opening Date:,Document :.2,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated on :.1,Document :.3,Tender Stage
EE Palampur,HPPWD Division Palampur,"19,100",No,fixed,,EE Palampur,EE Palampur,1.0,DD - Demand Draft,11-Jan-2019 02:30 PM,21-Jan-2019 11:30 AM,11-Jan-2019 02:40 PM,21-Jan-2019 11:00 AM,NA ,NA ,11-Jan-2019 02:50 PM,21-Jan-2019 11:00 AM,06-Feb-2019 12:55 PM,Construntion of Health Sub Centre building at Bodha,C/O main building including water supply and sanitary installation ground floor,Please refer Tender documents. ,NA ,"9,54,490",Civil Works - Buildings,NA ,Tender,120.0,180.0,Palampur,176061.0,NA ,NA ,NA ,Palampur,No ,No,1.0,Fee/PreQual/Technical,.pdf,Cost of tender doccument in shape of D.D. as per SBD.,350.0,EE Palampur,EE Palampur,Yes,PWD,18880-940,2018_PWD_25335_3,Yes,Open Tender,Item Rate,Works,2.0,No,No,Offline,No,No,No,AOC,1.0,108751.0,deepak kumar,INR,"952,879",Finance,Summary,Vijay Kumar Verma,27-Apr-2019 02:51 PM,finance_36426.pdf,BOQ Comparative Chart,1.0,108265.0,AMIT SINGH,19-Jan-2019 07:08 PM,Rejected-Finance,L2,27-Apr-2019 02:59 PM,Technical,Summary,Manish Sehgal,06-Feb-2019 12:00 PM,technical_36426.pdf,EE Manish Sehgal,Internal,"Er Anoop Sood AE Dheera, Er DS Thakur AE to EE, Sh. Rajesh Sood Sr DAO, Sh Sunil Dutt Supdt, Sh Manoj Kumar HDM",Manish Sehgal,06-Feb-2019 12:49 PM,06-Feb-2019 12:55 PM,techsummary_36426.pdf (488.18 KB),PWD,2018_PWD_25335_3,18880-940,Construntion of Health Sub Centre building at Bodha,27-Apr-2019,"INR 952,879",270.0,Vijay Kumar Verma,27-Apr-2019 03:14 PM,letter.PDF (1484.00 KB),AOC,EE Manish Sehgal,Internal,"Er Anoop Sood AE Dheera, Er DS Thakur AE to EE, Sh Rajesh Sood Sr DAO, Sh Sunil Dutt Supdt, Sh Manoj Kumar HDM",Vijay Kumar Verma,27-Apr-2019 02:59 PM,finsummary_36426.pdf (536.38 KB),AOC
,,,,,,,,2.0,FDR - Fixed Deposit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Earnest money/Bid Security in shape of F.D.R. as per SBD,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,2.0,108353.0,Bishan Dass,19-Jan-2019 03:27 PM,Rejected-Finance,L3,27-Apr-2019 02:59 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Contractor Registration,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,3.0,108751.0,deepak kumar,21-Jan-2019 10:57 AM,Accepted-AOC,L1,27-Apr-2019 03:14 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,GST Registration,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,4.0,108538.0,Kanta devi,20-Jan-2019 01:00 PM,Rejected-Finance,L7,27-Apr-2019 02:59 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Work done certificate as per SBD,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,5.0,108346.0,MNMCINFRA,19-Jan-2019 04:18 PM,Rejected-Finance,L9,27-Apr-2019 02:59 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Affidavit that the information submitted with the bid are tru,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,6.0,108740.0,M/s Karun Kumar,21-Jan-2019 10:11 AM,Rejected-Finance,L6,27-Apr-2019 02:59 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Affidavit regarding near relative working in the PWD,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,7.0,108010.0,RAKESH KUMAR,17-Jan-2019 09:01 PM,Rejected-Finance,L8,27-Apr-2019 02:59 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,List of machinery and Equipment as per SBD,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,8.0,108739.0,Shadil Thakur,21-Jan-2019 09:20 AM,Rejected-Finance,L5,27-Apr-2019 02:59 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Form 7/8 duly signed by the Contractor,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,9.0,108744.0,Suresh Kumar,21-Jan-2019 10:17 AM,Rejected-Finance,L4,27-Apr-2019 02:59 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Copy of PAN,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
