Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,S.No,Instrument Type,Name,Address,Cover No,Cover,Document Type,Description,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No.1,Corrigendum Title,Corrigendum Type,View,Tender Stage,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.1,Updated on :,Document :.1,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Tender Stage
500.0,"E. E. SHIMLA DIVISION NO. III, HPPWD, Shimla-3",Shimla,No,PWD,SD-III-CB-Tender/2018-19-9695 dared 28-07-2018,2018_PWD_22906_1,Yes,Open Tender,Item Rate,Works,2.0,No,No,Offline,No,No,No,14-Aug-2018 05:00 PM,27-Aug-2018 11:00 AM,14-Aug-2018 05:00 PM,27-Aug-2018 10:30 AM,NA ,NA ,14-Aug-2018 05:00 PM,27-Aug-2018 10:30 AM,07-Sep-2018 10:00 AM,1.0,DD - Demand Draft,"E. E. SHIMLA DIVISION NO. III, HPPWD, Shimla-3","E. E. SHIMLA DIVISION NO. III, HPPWD, Shimla-3",1.0,Fee/PreQual/Technical,.pdf,Cost of tender document as per schedule F (6.3) and Earnest Money as per schedule F (6.5),Periodical renewal coat on various roads in the Jurisdiction of Shimla Division No. III under AMP for the year 2018-19,Periodical renewal coat on various roads in the Jurisdiction of Shimla Division No. III under AMP for the year 2018-19,As per bidding documents ,NA ,"13,11,527",Civil Works,NA ,Tender,90.0,30.0,Shimla,171004.0,NA ,NA ,NA ,"E. E. SHIMLA DIVISION NO. III, HPPWD, Shimla-3",No ,No,"26,240",No,fixed,,"E. E. SHIMLA DIVISION NO. III, HPPWD, Shimla-3",Shimla,1.0,Corri,Date,,AOC,PWD,2018_PWD_22906_1,SD-III-CB-Tender/2018-19-9695 dared 28-07-2018,Periodical renewal coat on various roads in the Jurisdiction of Shimla Division No. III under AMP for the year 2018-19,ER.R.K.VERMA,External,Sh.G.R.Thakur Sh.R.L.Sharma. Sh.R.S.Thakur.,Paresh Chauhan,07-Sep-2018 09:28 AM,07-Sep-2018 10:00 AM,techsummary_32116.pdf (141.98 KB),E.E,Internal,G.R Thakur R.L.Sharma R.S.Thakur,Raj Kumar Verma,12-Apr-2019 06:04 PM,finsummary_32116.pdf (314.89 KB),12-Apr-2019,"INR 1,311,527",30.0,Raj Kumar Verma,12-Apr-2019 06:13 PM,2018_PWD_22906_1.pdf (433.00 KB),AOC,1.0,92750.0,lov vij govt contractor,25-Aug-2018 09:18 PM,Accepted-AOC,L1,12-Apr-2019 06:13 PM,Technical,Bid opening summary,Raj Kumar Verma,27-Aug-2018 01:19 PM,technical_32116.pdf,Finance,Bid opening summary,Paresh Chauhan,01-Jan-2019 11:20 AM,finance_32116.pdf,BOQ Comparative Chart,1.0,92750.0,lov vij govt contractor,INR,"1,772,264",AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,FDR - Fixed Deposit,,,,,.pdf,"Work done certificate as per schedule F (6.9), Work in hand certificate as per schedule F (6.10)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,2.0,92766.0,naresh vij govt contractor,26-Aug-2018 06:25 PM,Accepted-AOC,L2,12-Apr-2019 06:13 PM,,,,,,,,,,,,2.0,92766.0,naresh vij govt contractor,INR,"2,048,860",AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,HP.PWD Form No-8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Contractor registration as per general Rule 23 and as per invitation of bid.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,GST registration as per General Rule No 21. Copy of GST No. and Copy of PAN Card.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Proof of registration under Employees Provident Funds and Miscellaneous Provision Act. 1952.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Proof of Machinery Tools plant and ownership as per sr. No. 6.19 of schedule F Clause 18.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Minimum Turnover for last Five years as given by CA.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Affidavit of both gazetted and non-gazetted HPPWD employees related to him (General Rule No 16),,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Affidavit of no relative working in PWD information furnished in the bid is correct in all respect.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
