Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Cover No,Cover,Document Type,Description,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,S.No,Instrument Type,Name,Address,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Stage,Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :.1,Summary :.1,Updated By :.1,Updated On :.1,Document :.1,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated On :.2,Financial Bid Opening Date:,Document :.2,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated on :.1,Document :.3,Tender Stage
30-Aug-2018 11:00 AM,24-Sep-2018 11:30 AM,30-Aug-2018 11:30 AM,24-Sep-2018 10:30 AM,NA ,NA ,30-Aug-2018 11:30 AM,24-Sep-2018 10:30 AM,26-Sep-2018 12:20 PM,Ordinary repair to Paonta Sahib Meenus Hatkoti road NH 72B (New NH 707) Km 0/0 to 161/715 (SH Providing and fixing pre cast 5th Kilometer stones ordinary stones and 200 meter stones between km 46/0 to 106/120),Ordinary repair to Paonta Sahib Meenus Hatkoti road NH 72B (New NH 707) Km 0/0 to 161/715 (SH Providing and fixing pre cast 5th Kilometer stones ordinary stones and 200 meter stones between km 46/0 to 106/120),refer tender document ,NA ,"1,94,771",Civil Works - Roads,NA ,Tender,120.0,60.0,Nahan,173001.0,NA ,NA ,NA ,Nahan,No ,No,1.0,Fee/PreQual/Technical,.pdf,Cost of tender form(Indicated in schedule F),350.0,EE NH Division HPPWD Nahan,Nahan,No,1.0,DD - Demand Draft,Executive Engineer,Executive Engineer NH Division HPPWD Nahan,PWD,NIT No. 7263-90 dated 20.08.2018,2018_PWD_22513_9,Yes,Open Tender,Item Rate,Works,2.0,No,No,Offline,No,No,No,"4,000",No,fixed,,EE NH Division HPPWD Nahan,Nahan,AOC,Finance,Summary,Vijay Kumar Aggarwal,03-Dec-2018 02:21 PM,finance_32450.pdf,BOQ Comparative Chart,1.0,95399.0,Anil Sharma,INR,"258,010",1.0,95399.0,Anil Sharma,22-Sep-2018 02:45 PM,Accepted-AOC,1st lowest,02-Apr-2019 10:49 AM,Technical,Opening Summary,Vijay Kumar Aggarwal,25-Sep-2018 04:52 PM,technical_32450.pdf,Er VK Aggarwal,Internal,TA Supttd DHD AE Dhaulakuan DAO,Vijay Kumar Aggarwal,26-Sep-2018 12:09 PM,26-Sep-2018 12:20 PM,techsummary_32450.pdf (1409.12 KB),PWD,2018_PWD_22513_9,NIT No. 7263-90 dated 20.08.2018,Ordinary repair to Paonta Sahib Meenus Hatkoti road NH 72B (New NH 707) Km 0/0 to 161/715 (SH Providing and fixing pre cast 5th Kilometer stones ordinary stones and 200 meter stones between km 46/0 to 106/120),02-Apr-2019,"INR 194,771",60.0,Vijay Kumar Aggarwal,02-Apr-2019 10:49 AM,award46_0to106_120.PDF (777.00 KB),Award,Er VK Aggarwal,Internal,TA Supttd DHD AE Dhaulakuan,Vijay Kumar Aggarwal,03-Dec-2018 04:10 PM,finsummary_32450.pdf (503.51 KB),AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Earnest Money(Indicate in Schedule F),,,,,2.0,BG - Bank Guarantee,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,2.0,95467.0,bhajan singh,24-Sep-2018 10:16 AM,Rejected-Finance,2nd lowest,03-Dec-2018 04:10 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Contractors registration(Refer General Rule NO.23),,,,,3.0,FDR - Fixed Deposit,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,3.0,95451.0,rakesh,23-Sep-2018 01:08 PM,Rejected-Finance,3rd lowest,03-Dec-2018 04:10 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,GST Registration(Refer General Rule No.21),,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,"List of Machinery, Tools, Plant(Refer Schedule F with reference to clause 18)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Form No.8(Refer General Rule No.26.7),,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,An affidavit that the contractor has not more than two works in hand(Refer General Rule 28),,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Labour license and EPF allotment numbers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Any additional information bidder likes to provide mentioned in Schdule D),,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,Bill of Quantity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
