Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Cover No,Cover,Document Type,Description,S.No,Instrument Type,Name,Address,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Stage,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :.1,Summary :.1,Updated By :.1,Updated On :.1,Document :.1,S.No.2,Revocation Title,Revocation Description,Published Date,Document Name,Document Size(in KB),Revocated To,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated On :.2,Financial Bid Opening Date:,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :,Document :.3,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,AOC Description :,Tender Stage
Repair and maintenance of Sainik School Sujanpur Tihra,SH Providing and fixing steel sliding gate near Canteen construction of boundary wall and paver tiles etc.,Please refer Tender documents. ,NA ,"5,75,299",Civil Works - Buildings,NA ,Tender,60.0,90.0,Hamirpur,177001.0,NA ,NA ,NA ,Hamirpur,No ,No,PWD,Repair and maintenance of Sainik School Sujanpur,2018_PWD_24311_1,Yes,Open Tender,Item Rate,Works,2.0,No,No,Offline,No,No,No,"11,500",No,fixed,,EE Hamirpur,EE Hamirpur,1.0,Fee/PreQual/Technical,.pdf,Contractor Registration,1.0,DD - Demand Draft,EE Haqmirpur,Executive Engineer HPPWD Hamirpur,350.0,EE Hamirpur,EE Hamirpur,No,26-Oct-2018 09:00 AM,02-Nov-2018 03:00 PM,26-Oct-2018 09:00 AM,02-Nov-2018 10:00 AM,NA ,NA ,26-Oct-2018 09:30 AM,02-Nov-2018 10:00 AM,15-Nov-2018 04:35 PM,AOC,1.0,99181.0,BISHAV SHAMA,INR,"641,719",Finance,Attached,Vivek Sharma,06-Jan-2019 01:53 PM,finance_33966.pdf,BOQ Comparative Chart,1.0,99161.0,ANIL KUMAR,01-Nov-2018 12:51 PM,Rejected-Technical,Rejected,15-Nov-2018 04:33 PM,Technical,Attached,Dev Raj,15-Nov-2018 04:30 PM,technical_33966.pdf,1.0,EEHamirpur,SupdtHDMSrDAOAEtoEE,15-Nov-2018 04:24 PM,SujanpurTihraF.pdf ,1001.05,Technical Opening,PWD,2018_PWD_24311_1,Repair and maintenance of Sainik School Sujanpur,Repair and maintenance of Sainik School Sujanpur Tihra,EEHamirpur,Internal,SupdtHDMSrDAOAEtoEE,Dev Raj,15-Nov-2018 04:33 PM,15-Nov-2018 04:35 PM,techsummary_33966.pdf (1014.62 KB),EEHamirpur,Internal,SupdtHDMSrADOAEtoEE,Vivek Sharma,20-Apr-2019 12:15 AM,finsummary_33966.pdf (554.33 KB),20-Apr-2019,"INR 641,719",90.0,Vivek Sharma,20-Apr-2019 12:23 AM,24311A.pdf (742.00 KB),Award,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Work in hand Certificate shown in Schedule in SBD,2.0,FDR - Fixed Deposit,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,2.0,99224.0,ANSHUL SHARMA GOVT. CONTRACTOR,01-Nov-2018 04:43 PM,Rejected-AOC,l2,20-Apr-2019 12:23 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Cost of tender,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,3.0,99236.0,ASHWANI KUMAR GOVT. CONTRACTOR,01-Nov-2018 05:22 PM,Not Admitted-Fee/PreQual/Technical,Not Complied with technical specification,15-Nov-2018 04:30 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,An Affidavit that information furnished with the bid true and corrects,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,4.0,99181.0,BISHAV SHAMA,31-Oct-2018 11:48 PM,Accepted-AOC,l1,20-Apr-2019 12:23 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,An Affidavit that information furnished with the bid true and corrects An Affidavit the contr. shoul,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,5.0,99288.0,sumeet contractor,02-Nov-2018 06:33 AM,Rejected-AOC,l3,20-Apr-2019 12:23 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Earnest Money,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,6.0,99245.0,VIVEK GUPTA,01-Nov-2018 05:58 PM,Not Admitted-Fee/PreQual/Technical,Not Complied with technical specification,15-Nov-2018 04:30 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Registration EPF No.,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Copy of Pan No,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,GST will be applicable as per Govt. rates,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
