S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,Type :.1,Summary :.1,Updated By :.1,Updated On :.1,Document :.1,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated on :,Document :.2,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :.1,AOC document :,AOC Description :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,Tender Stage,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,S.No,Instrument Type,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Cover No,Cover,Document Type,Description,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Name,Address,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage
1.0,93720.0,RAVI CHAND ANAND,INR,"10,552,370",Finance,fbosummary,Bhag Mal Thakur,11-Sep-2018 04:20 PM,finance_32265.pdf,BOQ Comparative Chart,Technical,summary,Bhag Mal Thakur,07-Sep-2018 11:17 AM,technical_32265.pdf,1.0,93752.0,Navneet Singh Rathore,05-Sep-2018 02:31 PM,Rejected-Finance,L-3,09-Apr-2019 04:08 PM,Er. B.M.Thakur,Internal,AE Joginder Nagar Sr.DAO Supdt. HDM,Bhag Mal Thakur,09-Apr-2019 04:08 PM,finsummary_32265.pdf (299.47 KB),11-Apr-2019,"INR 10,552,370",548.0,Bhag Mal Thakur,11-Apr-2019 04:05 PM,AOC037.pdf (472.00 KB),AOC,PWD,2018_PWD_23037_1,PW-JND-B and R-EA-I-NIT- 8963-9062 dt. 01.08.2018,Construction of Canteen block and Hall in Government Degree College Joginder Nagar District Mandi (H.P.) Deposit under RUSA,Er B.M. Thakur,Internal,AE Joginder Nagar DAO HDM Supdt.,Bhag Mal Thakur,10-Sep-2018 03:43 PM,11-Sep-2018 11:00 AM,techsummary_32265.pdf (281.70 KB),AOC,"2,000",EE Joginder Nagar,B and R Division HP.PWD. Joignder Nagar,No,1.0,DD - Demand Draft,"1,16,400",No,fixed,,EE Joginder Nagar,B and R Division HP.PWD. Joginder Nagar,1.0,Fee/PreQual/Technical,.pdf,Cost of tender Form (Indicated in Schedule F),PWD,PW-JND-B and R-EA-I-NIT- 8963-9062 dt. 01.08.2018,2018_PWD_23037_1,Yes,Open Tender,Item Rate,Works,2.0,No,No,Offline,No,No,No,Executive Engineer,"o/o Executive Engineer, B and R Division, HPPWD, Joginder Nagar",23-Aug-2018 11:00 AM,06-Sep-2018 11:30 AM,23-Aug-2018 11:00 AM,05-Sep-2018 05:00 PM,NA ,NA ,23-Aug-2018 11:00 AM,05-Sep-2018 05:00 PM,11-Sep-2018 11:00 AM,Construction of Canteen block and Hall in Government Degree College Joginder Nagar District Mandi (H.P.) Deposit under RUSA,Construction of building portion including water supply and sanitary installation,As per bid documents ,NA ,"83,87,872",Civil Works - Buildings,NA ,Tender,120.0,548.0,Joginder Nagar,175015.0,NA ,NA ,NA ,Joginder Nagar,No ,No,AOC
,,,,,,,,,,,,,,,,2.0,93595.0,Rakesh Kumar,04-Sep-2018 05:41 PM,Rejected-Finance,L-2,09-Apr-2019 04:08 PM,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,2.0,FDR - Fixed Deposit,,,,,,,,,.pdf,Earnest money (Indicated in Schedule F),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,3.0,93720.0,RAVI CHAND ANAND,05-Sep-2018 12:34 PM,Accepted-AOC,AOC,11-Apr-2019 04:05 PM,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,.pdf,Contractors Registration (General Rule No.23),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,.pdf,GST Registration (General Rule No.21),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,.pdf,Work done and work in hand certificate(Gen.Rule No.19)Mini amount of work done as per Schedule-F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,.pdf,Affidavit of machineries Indicated in Sch.F contractor must upload the proofof ownershipof machinery,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,.pdf,Form No.7 and 8 duly signed on judiciary paper (General Rule No.26.7),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,.pdf,Affidavit of both Gazetted and non gazetted Officer HPPWD employees related to him (Gen.Rule No.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,.pdf,Permanent Account Number (PAN),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,.pdf,Affidavit regarding information furnished is correct,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
