EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Cover No,Cover,Document Type,Description,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,S.No,Instrument Type,Name,Address,Tender Stage,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.1,Updated on :,Document :.1,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Tender Stage
"2,13,300",Yes,fixed,,EE Palampur,Palampur,12-Apr-2018 10:00 AM,03-May-2018 11:30 AM,12-Apr-2018 11:00 AM,03-May-2018 11:00 AM,NA ,NA ,12-Apr-2018 11:00 AM,03-May-2018 11:00 AM,18-Jun-2018 03:30 PM,Construction of Bundla to Surdi Km. 0/00 to 5/820 ( Under NABARD RIDF-XXIII),"Construction of Passing places, R/Walls, C.D. work WBM-I., WBM-II, WBM-III, Tarring, drain and Parapets",Please refer Tender documents. ,NA ,"1,06,60,623",Civil Works - Roads,NA ,Tender,120.0,365.0,Palampur,176061.0,NA ,NA ,NA ,Palampur,No ,No,1.0,Fee/PreQual/Technical,.pdf,Cost of tender document in shape of D.D. as per SBD.,PWD,14-63 dt.03.04.2018,2018_PWD_20667_1,Yes,Open Tender,Item Rate,Works,2.0,No,No,Offline,No,No,No,"5,000",EE Palampur,Palampur,No,1.0,DD - Demand Draft,E.E.Palampur,E.E. H.P.P.W.D.Palampur,AOC,PWD,2018_PWD_20667_1,14-63 dt.03.04.2018,Construction of Bundla to Surdi Km. 0/00 to 5/820 ( Under NABARD RIDF-XXIII),Er Vikas Sood E E,Internal,"Er K.C. Dhiman AE Palampur,Er DyalSinghThakurAE to EE,Sh Rajesh Sood SrDAO,Sh Manoj Kumar HDM ShSunil Dutt Supdtt",Vikas Sood,18-Jun-2018 03:28 PM,18-Jun-2018 03:30 PM,techsummary_29248.pdf (1185.11 KB),EE VIKASH SOOD,Internal,"Er KC Dhiman AE Palampur, Er DS Thakur AE to EE, Sh. Rajesh Sood Sr DAO, Sh Sunil Dutt Supdt, Sh Manoj Kumar HDM",Virender Kumar Dhiman,26-Apr-2019 01:11 PM,finsummary_29248.pdf (555.70 KB),26-Apr-2019,"INR 15,382,160",365.0,Virender Kumar Dhiman,26-Apr-2019 01:25 PM,Award.PDF (2122.00 KB),AOC,1.0,83342.0,M/s Kamla Enterprises,03-May-2018 10:03 AM,Accepted-AOC,L1,26-Apr-2019 01:25 PM,Technical,Bid Opening Summary,Vikas Sood,18-Jun-2018 03:24 PM,technical_29248.pdf,Finance,summary,Virender Kumar Dhiman,26-Apr-2019 01:08 PM,finance_29248.pdf,BOQ Comparative Chart,1.0,83342.0,M/s Kamla Enterprises,INR,"15,382,160",AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Earnest money/Bid Security in shape of F.D.R. as per SBD,,,,,,,,,,,,,,,,,,,2.0,BG - Bank Guarantee,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,2.0,83317.0,Sanjeev,02-May-2018 08:40 PM,Rejected-Finance,L2,26-Apr-2019 01:11 PM,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Contractor Registration,,,,,,,,,,,,,,,,,,,3.0,FDR - Fixed Deposit,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,3.0,83204.0,SONI THAKUR,03-May-2018 10:28 AM,Rejected-Technical,Non Responsive,18-Jun-2018 03:28 PM,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,GST Registration,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Work done certificate as per SBD,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Work in hand Certificate as per SBD,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Balance Sheet for the last five years duly approved by C.A.,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Affidavit that the information submitted with the bid namely.............are true,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Affidavit regarding near relative working in the PWD,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,List of machinery and Equipment as per SBD,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
