Cover No,Cover,Document Type,Description,Name,Address,S.No,Instrument Type,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No.1,Category,Sub Category,Sub Category Description,Format/File,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Stage,Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :.1,Summary :.1,Updated By :.1,Updated On :.1,Document :.1,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated On :.2,Financial Bid Opening Date:,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :,Document :.3,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,Tender Stage
1.0,Fee/PreQual/Technical,.pdf,"Cost of tender Form (Indicated in Schedule F),",EE MANDI DIVISION NO-II HPPWD MANDI,EE MANDI DIVISION NO-II HPPWD MANDI,1.0,DD - Demand Draft,"5,000",EE MANDI DIVISION NO-II HPPWD MANDI,EE MANDI DIVISION NO-II HPPWD MANDI,Yes,03-Oct-2018 05:00 PM,11-Oct-2018 11:30 AM,03-Oct-2018 05:00 PM,11-Oct-2018 10:45 AM,NA ,NA ,03-Oct-2018 05:00 PM,11-Oct-2018 10:45 AM,16-Oct-2018 01:00 PM,Construction of Double lane motorable 2 Nos. Bridge over Ganpati Nallah and Gird Nallah on Ganpati kun-Ka-Tar road,C/O 11.00 mtr. Span RCC Bridge AND C/O 24.00 mtr. Span PSC Box Girder Bridge at RD 0/710 AND 2/050 respectively including approaches,Please refer Tender documents. ,NA ,"1,63,68,842",Civil Works,NA ,Tender,120.0,730.0,EE MANDI DIVISION NO-II HPPWD MANDI,175001.0,NA ,NA ,NA ,EE MANDI DIVISION NO-II HPPWD MANDI,No ,No,1.0,Certificate Details ,Permanent Account Number ,Permanent Account Number Details ,,PWD,MDII-DOUBLE LANE BRIDGE GANPATI NALLAH,2018_PWD_23933_1,Yes,Open Tender,Item Rate,Works,2.0,No,No,Offline,No,No,No,"1,96,200",Yes,fixed,,EE MANDI DIVISION NO-II HPPWD MANDI,EE MANDI DIVISION NO-II HPPWD MANDI,AOC,Finance,financialSummary,Pradeep Singh,17-Oct-2018 11:50 AM,finance_33451.pdf,BOQ Comparative Chart,1.0,97489.0,Parveen Construction,INR,"26,100,230",1.0,97393.0,Ajay Kumar Sharma,10-Oct-2018 06:05 PM,Rejected-Finance,3.0,03-Jan-2019 02:56 PM,Technical,summary,Pradeep Singh,16-Oct-2018 12:21 PM,technical_33451.pdf,PWD,2018_PWD_23933_1,MDII-DOUBLE LANE BRIDGE GANPATI NALLAH,Construction of Double lane motorable 2 Nos. Bridge over Ganpati Nallah and Gird Nallah on Ganpati kun-Ka-Tar road,ER PRADEEP SINGH,Internal,HDM SUPDT DAO AE TO EE,Pradeep Singh,16-Oct-2018 12:23 PM,16-Oct-2018 01:00 PM,techsummary_33451.pdf (238.42 KB),ER PRADEEP SINGH,Internal,2018_PWD_23933_1,Pradeep Singh,03-Jan-2019 02:56 PM,finsummary_33451.pdf (132.43 KB),23-Apr-2019,"INR 26,100,230",730.0,Pradeep Singh,23-Apr-2019 03:43 PM,2018_PWD_23933_1.pdf (130.00 KB),AOC
,,.pdf,"Earnest money(indicated in Schedule-F),",,,2.0,BC - Bankers Cheque,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Certificate Details ,Sales Tax/VAT ,Sales Tax/VAT ,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,2.0,97489.0,Parveen Construction,10-Oct-2018 07:48 PM,Accepted-AOC,1.0,23-Apr-2019 03:43 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,.pdf,"Contractor Registration(General Rule No.23,",,,3.0,SS - Small Savings Instrument,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,Certificate Details ,Bidders Address Format ,Bidders Address Format Details ,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,3.0,97485.0,Vijay Kumar Sharma,10-Oct-2018 06:20 PM,Rejected-Finance,2.0,03-Jan-2019 02:56 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,.pdf,GST(General Rule No.21),,,4.0,BG - Bank Guarantee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,Certificate Details ,Affidavit regarding correctness of bid ,Required in tender document in bidder file 1 ,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,.pdf,Copy of PAN Card,,,5.0,FDR - Fixed Deposit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,Machinery Details ,Machinery Details ,Machinery Details ,HP_Machinery.xls,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,.pdf,Work done certificate for the works completed in last five years (General Rule No.19),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,Miscellaneous ,Laboratory Equipment Details ,Laboratory Equipment Details ,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,.pdf,"Form No. 8 duly signed (General Rule No.26.7),",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,Miscellaneous ,Existing Work Order Commitment ,Ongoing Work Order Details with percentage of work completed ,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,.pdf,"List of machinery, tool, plants and equipment",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,Work Details ,Work Completed Certificate Copies ,Work Completed Certificate Copies ,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,.pdf,"Affidavit regarding all the Information furnished with the bid are correct,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,.pdf,Affidavit showing the detail of near relatives who are working in HPPWD as Gazetted non Gazetted off,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
