S.No,Instrument Type,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Name,Address,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Cover No,Cover,Document Type,Description,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Stage,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.1,Updated on :,Document :.1,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,BOQ Comparative Chart :,Tender Stage
1.0,DD - Demand Draft,"5,000",Executive Engineer Chamba Division HPPWD Chamba,Chamba,No,Widening and Strengthening of Chamba Khajjiar Road Km. 0/0 to 19/0 (MDR-49) Under C.R.F. for the year 2018-19 Job No. CRF H.P-2018-19-157,Widening and Strengthening of Chamba Khajjiar Road Km. 0/0 to 19/0 (MDR-49) Under C.R.F. for the year 2018-19 Job No. CRF H.P-2018-19-157,Please refer Tender documents. ,NA ,"16,25,36,965",Civil Works - Roads,NA ,Tender,120.0,730.0,Chamba,176310.0,Superintending Engineer 7th Circle HPPWD Dalhousie ,Superintending Engineer 7th Circle HPPWD Dalhousie ,25-Oct-2018 11:30 AM ,Superintending Engineer 7th Circle HPPWD Dalhousie,No ,No,Executive Engineer Chamba Division HPPWD Chamba,Executive Engineer Chamba Division HPPWD Chamba,05-Oct-2018 04:00 PM,02-Nov-2018 11:30 AM,05-Oct-2018 04:00 PM,30-Oct-2018 05:00 PM,05-Oct-2018 04:00 PM ,24-Oct-2018 05:00 PM ,05-Oct-2018 04:00 PM,30-Oct-2018 05:00 PM,29-Nov-2018 11:30 AM,"16,58,000",No,fixed,,Executive Engineer Chamba Division HPPWD Chamba,Chamba,1.0,Fee/PreQual/Technical,.pdf,Cost of Bidding Document in shape of D.D. as shown in IFB sr. No. 3,PWD,Widening and Strengthening of Chamba Khajjiar,2018_PWD_23967_1,Yes,Open Tender,Item Rate,Works,2.0,No,No,Offline,No,No,No,AOC,PWD,2018_PWD_23967_1,Widening and Strengthening of Chamba Khajjiar,Widening and Strengthening of Chamba Khajjiar Road Km. 0/0 to 19/0 (MDR-49) Under C.R.F. for the year 2018-19 Job No. CRF H.P-2018-19-157,Chief Engineer,Internal,EE Cba SE 7th Circle SE (D) Deputy Controller,Jeet Singh Thakur,21-Nov-2018 10:53 AM,29-Nov-2018 11:30 AM,techsummary_33493.pdf (116.99 KB),CE,Internal,EE Chamba Divn SE 7th Circle SE (D) Dharamshala Deputy Controller (F and A) Dharamshala,Jeet Singh Thakur,13-Apr-2019 02:56 PM,finsummary_33493.pdf (269.06 KB),13-Apr-2019,"INR 157,343,896",730.0,Jeet Singh Thakur,13-Apr-2019 02:59 PM,162.AOC.pdf (293.00 KB),Widening and Strengthening of Chamba Khajjiar Road Km. 0/0 to 19/0 (MDR-49) Under C.R.F. for the year 2018-19 Job No. CRF H.P-2018-19-157,1.0,99013.0,GAnpati Builders,30-Oct-2018 02:57 PM,Rejected-AOC,L2,13-Apr-2019 02:59 PM,Technical,Bid opening Minutes,Jeet Singh Thakur,02-Nov-2018 04:57 PM,technical_33493.pdf,1.0,99003.0,M/s Walia Construction Co.,INR,"156,505,496",Finance,Er JS Thakur EE Chamba Member Er JS Guleria SE Dalhousie Member Er DC Chauhan SE D KZ Dharamshala Member Sh Neeraj Sood DCFA KZ Dharamshala Er SV Sharma CE KZ Dharamshala Chaairman,Jeet Singh Thakur,29-Nov-2018 12:38 PM,finance_33493.pdf,BOQ Comparative Chart,AOC
2.0,BC - Bankers Cheque,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Bid Security as per ITB Cl 16.1 of ITB section 1,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,2.0,98891.0,Ms R.K. Mahajan,30-Oct-2018 12:25 PM,Rejected-AOC,L3,13-Apr-2019 02:59 PM,,,,,,,,,,,,,,,,,AOC
3.0,BG - Bank Guarantee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Copy of Registration/constitution as per ITB Cl 4.3 (a),,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,3.0,99003.0,M/s Walia Construction Co.,30-Oct-2018 02:19 PM,Accepted-AOC,L1,13-Apr-2019 02:59 PM,,,,,,,,,,,,,,,,,AOC
4.0,FDR - Fixed Deposit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,General Experience as per ITB Cl 4.5.3(a),,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,General Experience as per ITB Cl 4.5.3(b),,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Undertaking as per ITB Cl 4.3 g and as per sample format in Q.I,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,List of key personal as per ITB Cl 4.3(e) and Cl 4.5.4,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,List of key plant and equipment as per ITB Cl 4.3(d) and ITB Cl 4.5.5,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Credit Limit from the Bank as per ITB Cl 4.5.6,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Undertaking as per ITB Cl 4.3(h),,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Undertaking as per ITB Cl 4.3(I),,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Construction Programme and Methodology as per ITB Cl 4.3(l),,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Undertaking as per ITB Cl 4.3(j),,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Undertaking as per ITB Cl 3.2,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Audited Balance Sheets/financial report for the last 5 years as per Q.I. 1.8 and ITB Cl 4.5.7,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Undertaking as per ITB Cl 15.1,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Information on bid capacity as per Q.I. 1.4 a and Q.I. 1.4 b,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Quality Assurance Programme as per Q.I. 1.15,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,"Copy of labour License, Sale Tax, Pan number, GST, EPF",,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Additional Requirement as per Q.I. 3,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,BOQ as per Section 7,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
