Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No,Instrument Type,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Cover No,Cover,Document Type,Description,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated on :.1,Document :.1,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,Tender Stage
Periodic maintenance of Sadoon Bazar to Akrana road Km 0/000 to 1/000 under Annual Maintenance Plan for the year 2018-19 (HP0408VR0096) in Distt. Kangra(H.P.),Providing and laying 20mm thick premix carpet and seal coat laying with mixall complete in Km 0/000 to 1/000,Please refer Tender documents. ,NA ,"6,40,553",Civil Works - Roads,NA ,Rate Contract,120.0,90.0,Executive Engineer MC HP PWD Tanda,176001.0,NA ,NA ,NA ,Executive Engineer MC HP PWD Tanda,No ,No,1.0,DD - Demand Draft,24-Apr-2018 11:00 AM,04-May-2018 11:00 AM,24-Apr-2018 11:30 AM,01-May-2018 05:30 PM,NA ,NA ,24-Apr-2018 11:30 AM,01-May-2018 05:30 PM,15-May-2018 10:30 AM,1.0,Fee/PreQual/Technical,.pdf,Cost of Tender form ( as per schedule F ),350.0,Executive Engineer MC Division HP PWD Tanda,Executive Engineer MC Division HP PWD Tanda,No,Executive Engineer,Executive Engineer Medical College Division HPPWD Tanda,"12,815",No,fixed,,Executive Engineer MC Division HP PWD Tanda,Executive Engineer MC Division HP PWD Tanda,PWD,11427-41_1,2018_PWD_20727_1,Yes,Open Tender,Item Rate,Works,2.0,No,No,Offline,No,No,No,AOC,Dr Suresh Walia,Internal,Sh Surinder Kumar AE SH Ved Parkash HDm Sh Ashok Kumar Supdt Gr I,Suresh Kumar Walia,14-May-2018 12:22 PM,15-May-2018 10:30 AM,techsummary_29333.pdf (764.73 KB),PWD,2018_PWD_20727_1,11427-41_1,Periodic maintenance of Sadoon Bazar to Akrana road Km 0/000 to 1/000 under Annual Maintenance Plan for the year 2018-19 (HP0408VR0096) in Distt. Kangra(H.P.),18-Apr-2019,"INR 834,225",90.0,Suresh Kumar Walia,18-Apr-2019 03:38 PM,Award.pdf (763.00 KB),Award,Dr Suresh Kumar Walia,Internal,Surinder Kumar AE Sh Pankaj Rana TA Ajit Kumar Supdt Gr II Kartar Chand Supdt Gr II Account Vijay Sharma HDM,Suresh Kumar Walia,18-Apr-2019 03:31 PM,finsummary_29333.pdf (187.95 KB),1.0,83106.0,Rahul,INR,"834,225",Finance,Sum,Suresh Kumar Walia,15-May-2018 12:36 PM,finance_29333.pdf,BOQ Comparative Chart,1.0,83037.0,NAVNEET SHARMA GOVT. CONTRACTOR,27-Apr-2018 11:52 PM,Not Admitted-Finance,Not qualified for AOC,15-May-2018 12:36 PM,Technical,Sum,Suresh Kumar Walia,14-May-2018 12:18 PM,technical_29333.pdf,AOC
,,,,,,,,,,,,,,,,,,2.0,FDR - Fixed Deposit,,,,,,,,,,,,.pdf,Earnest Money ( as per schedule F ),,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,83025.0,Navneet Thakur,27-Apr-2018 07:51 PM,Rejected-Technical,Not fulfill criteria,14-May-2018 12:21 PM,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,"Contractor Registration(General Rule No.23) ,GST",,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,83169.0,Puneet Khosla,01-May-2018 03:28 PM,Rejected-AOC,L2,18-Apr-2019 03:38 PM,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Registration (General Rule No.21),,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,83106.0,Rahul,01-May-2018 03:39 PM,Accepted-AOC,L1 after Negotiation,18-Apr-2019 03:38 PM,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Work done at least one similar work of forty percent of the estimated value of work (without L.D.),,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,83180.0,Rohit,01-May-2018 04:14 PM,Not Admitted-Finance,Not qualified for AOC,15-May-2018 12:36 PM,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,possess own Hot Mix Plant and own Paver Finisher/Mixall,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,"List of machinery, tool, plants and equipment",,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Affidavits regarding all the Information furnished with the bid are correct,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Form No. 7 and 8 duly signed,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
