S.No,Instrument Type,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Name,Address,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Cover No,Cover,Document Type,Description,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No.1,Corrigendum Title,Corrigendum Type,View,Tender Stage,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.1,Updated on :,Document :.1,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,Tender Stage
1.0,DD - Demand Draft,PWD,SD-III-CB-Tender/2018-19-21030 dated 30-11-2018,2018_PWD_25299_3,Yes,Open Tender,Item Rate,Works,2.0,No,No,Offline,No,No,No,"16,180",No,fixed,,"E. E. SHIMLA DIVISION NO. III, HPPWD, Shimla-3",Shimla,"E. E. SHIMLA DIVISION NO. III, HPPWD, Shimla-3","E. E. SHIMLA DIVISION NO. III, HPPWD, Shimla-3",350.0,"E. E. SHIMLA DIVISION NO. III, HPPWD, Shimla-3",Shimla,No,11-Dec-2018 05:00 PM,24-Dec-2018 11:00 AM,11-Dec-2018 05:00 PM,24-Dec-2018 10:30 AM,NA ,NA ,11-Dec-2018 05:00 PM,24-Dec-2018 10:30 AM,28-Dec-2018 11:30 AM,1.0,Fee/PreQual/Technical,.pdf,Cost of tender document as per schedule F (6.3),Improvement of approach road from Cart road (MRR) to IGMC Hospital Km. 0-00 to 0-398. (SH- C/O R/Wall and cutting of curves at RDs 0-265 to 0-285).,Improvement of approach road from Cart road (MRR) to IGMC Hospital Km. 0-00 to 0-398. (SH- C/O R/Wall and cutting of curves at RDs 0-265 to 0-285).,As per Bidding Documents ,NA ,"8,08,516",Civil Works,NA ,Tender,120.0,30.0,IGMC Shimla,171001.0,NA ,NA ,NA ,"E. E. SHIMLA DIVISION NO. III, HPPWD, Shimla-3",No ,No,1.0,EMD AMOUNT,Fee,,AOC,PWD,2018_PWD_25299_3,SD-III-CB-Tender/2018-19-21030 dated 30-11-2018,Improvement of approach road from Cart road (MRR) to IGMC Hospital Km. 0-00 to 0-398. (SH- C/O R/Wall and cutting of curves at RDs 0-265 to 0-285).,ER.R.K.VERMA,External,Sh.G.R.Thakur Sh.R.L.Sharma. Sh.R.S.Thakur.,Paresh Chauhan,28-Dec-2018 11:18 AM,28-Dec-2018 11:30 AM,techsummary_35364.pdf (118.70 KB),ER.R.K.VERMA,External,Sh.G.R.Thakur Sh.R.L.Sharma. Sh.R.S.Thakur.,Paresh Chauhan,29-Dec-2018 02:33 PM,finsummary_35364.pdf (117.43 KB),25-Apr-2019,"INR 1,212,108",30.0,Raj Kumar Verma,27-Apr-2019 10:17 AM,25299-3.pdf (381.00 KB),AOC,1.0,105157.0,Narender Singh,INR,"1,212,108",Finance,Bid opening summary,Paresh Chauhan,29-Dec-2018 02:29 PM,finance_35364.pdf,BOQ Comparative Chart,1.0,105157.0,Narender Singh,23-Dec-2018 11:20 AM,Accepted-AOC,AOC,27-Apr-2019 10:17 AM,Technical,Bid opening summary,Paresh Chauhan,27-Dec-2018 10:22 AM,technical_35364.pdf,AOC
2.0,FDR - Fixed Deposit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Earnest Money as per schedule F (6.5),,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Contractor registration as per general Rule 23 and as per invitation of bid.,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,HP.PWD Form No-8,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Affidavit of Gazetted and non-Gazetted HPPWD employees related to him (General Rule No 16).,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,"Affidavit of no relative working in PWD, Information furnished in the bid is correct in all respect.",,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,GST registration as per General Rule No 21. Copy of GST No.,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Sales tax registration as per General Rule No 21 (in H.P.) Copy of Tin No.,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Proof of registration under Employees Provident Funds and Miscellaneous Provision Act. 1952.,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Copy of PAN Card.,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
