Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,S.No,Instrument Type,Cover No,Cover,Document Type,Description,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No.1,Corrigendum Title,Corrigendum Type,View,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Name,Address,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated on :.1,Document :.1,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,Tender Stage
350.0,Executive Engineer HPPWD Division Baijnath,Baijnath,No,20-Sep-2018 02:00 PM,12-Oct-2018 11:00 AM,20-Sep-2018 02:00 PM,12-Oct-2018 10:30 AM,NA ,NA ,20-Sep-2018 02:00 PM,12-Oct-2018 10:30 AM,02-Nov-2018 11:00 AM,PWD,PWD-BD-NIT-2018-19/8212-40,2018_PWD_23670_1,Yes,Open Tender,Item Rate,Works,2.0,No,No,Offline,No,No,No,1.0,DD - Demand Draft,1.0,Fee/PreQual/Technical,.pdf,Cost of Tender Form as Indicated Schedule F.,Construction of link road from Bhirdi to Barwal Basti Upper Theru,P/L Cement Concrete Pavement work Km 0/0 to 0/160 and protection work Km 0/075 to 0/117,Please refer Tender documents. ,NA ,"6,65,127",Civil Works - Roads,NA ,Tender,90.0,90.0,Bhirdi,176125.0,NA ,NA ,NA ,Executive Engineer HPPWD Division Baijnath,No ,No,1.0,Bid release and open date change,Terms and Conditions,,"13,400",No,fixed,,Executive Engineer HPPWD Division Baijnath,Baijnath,Executive Engineer HPPWD Division Baijnath,Executive Engineer HPPWD Division Baijnath,AOC,Er. S.K. Sood,Internal,Sh. Rajinder Chaudhary SR DAO Sh Ravi Rana DM Sh Ajeet Kumar Supdt GII Er Vaneet Sharma AE Baijnath,Sanjiv Kumar,29-Oct-2018 06:08 PM,02-Nov-2018 11:00 AM,techsummary_33091.pdf (770.71 KB),PWD,2018_PWD_23670_1,PWD-BD-NIT-2018-19/8212-40,Construction of link road from Bhirdi to Barwal Basti Upper Theru,27-Apr-2019,"INR 665,127",90.0,Sanjiv Kumar,27-Apr-2019 12:58 PM,Awardbhirdi.pdf (252.00 KB),Financial Bid of the said work open successfully on 2.11.2018 and work awarded to Sh. Ramesh Chand R/O Dhandhol,Er S K Sood,Internal,"Sr. D.A.O, Head Draughtsman, Assistant Engineer Baijnath, Superintendent GII, Executive Engineer",Sanjiv Kumar,27-Apr-2019 12:56 PM,finsummary_33091.pdf (172.36 KB),1.0,97269.0,Ramesh Chand,INR,"946,557",Finance,Financial Bid of the said work open on 2.11.2018 successfully,Sanjiv Kumar,27-Apr-2019 12:54 PM,finance_33091.pdf,BOQ Comparative Chart,1.0,97599.0,Govt. Contr.,11-Oct-2018 04:40 PM,Not Admitted-Fee/PreQual/Technical,Not Complied with technical specification,29-Oct-2018 06:07 PM,Technical,Three bidders participated in this work and two bidders found responsive. Hence tender recommended by committee to open financial bid.,Sanjiv Kumar,29-Oct-2018 06:07 PM,technical_33091.pdf,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,FDR - Fixed Deposit,,,.pdf,Cost of Earnest Money as Indicated Schedule F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,97275.0,Parveen Construction Co,09-Oct-2018 05:20 PM,Rejected-Finance,Higher Side,27-Apr-2019 12:56 PM,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Contractor Registration,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,97269.0,Ramesh Chand,09-Oct-2018 05:02 PM,Accepted-AOC,Lower Side,27-Apr-2019 12:58 PM,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,GST Registration and PAN No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Machinery tool with proof i.c hiring of machinery affidavit required.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Form No 8 duly signed on Judicial Paper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Affidavit of Both Gazatted and Non Gazetted officer HPPWD employees related to him,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Undertaking that no arbitration / litigation with PWD in pending in any court of law.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Affidavit furnished that contractor has not more than two work in hand.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Affidavit information furnished with the bid Name of work is correct in all respect.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
