Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Cover No,Cover,Document Type,Description,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,S.No,Instrument Type,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Stage,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.1,Updated on :,Document :.1,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,AOC Description :,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,Tender Stage
"5,000",EE B and R Division HPPWD Solan,EE Solan,No,1.0,Fee/PreQual/Technical,.pdf,Cost of tender and erenest money indicate in Schedule F,PWD,14836-44 dated 09.01.2019 Chailla Neripul AMP,2019_PWD_26190_1,Yes,Open Tender,Item Rate,Works,2.0,No,No,Offline,No,No,No,1.0,DD - Demand Draft,EE B and R Solan,EE B and R Division HPPWD Solan,Periodical renewal under AMp for the Year 201920 on Chailla Neripul Y/nagar o/ghat K/hatti road Km62/0 to 75/375,SH providign and laying BC in Km68/0 to 69/0 69/0 to 69/700 69/700 to 75/0,Please refer Tender documents. ,NA ,"1,15,47,471",Civil Works,NA ,Tender,90.0,90.0,Solan,173212.0,NA ,NA ,NA ,Solan,No ,No,"1,48,000",No,fixed,,EE B and R Division HPPWD Solan,EE Solan,23-Jan-2019 02:00 PM,06-Feb-2019 11:00 AM,23-Jan-2019 02:00 PM,06-Feb-2019 10:30 AM,NA ,NA ,23-Jan-2019 02:00 PM,06-Feb-2019 10:30 AM,06-Feb-2019 04:35 PM,AOC,PWD,2019_PWD_26190_1,14836-44 dated 09.01.2019 Chailla Neripul AMP,Periodical renewal under AMp for the Year 201920 on Chailla Neripul Y/nagar o/ghat K/hatti road Km62/0 to 75/375,Er Arvind Sharma EE B and R Solan,Internal,Shri Deepak Anand Senior DAO Solan Shri Naresh Kumar HDM Smt Rekha Supdt Grade II PMGSY Shri Rajkumar clerk,Arvind Kumar,06-Feb-2019 04:33 PM,06-Feb-2019 04:35 PM,techsummary_36965.pdf (308.12 KB),Er Arvind Kumar Sharma EE B and R Solan,Internal,Shri Deepak Anand Senior DAO Solan Shri Naresh Kumar HDM and Smt Rekha Kashyap Supdt Grade II PMGSY,Arvind Kumar,10-Apr-2019 05:21 PM,finsummary_36965.pdf (30.47 KB),10-Apr-2019,"INR 13,924,569",90.0,Arvind Kumar,10-Apr-2019 05:25 PM,Award.pdf (581.00 KB),Award of Contract,Finance,Financial bid opening summary,Arvind Kumar,11-Feb-2019 03:57 PM,finance_36965.pdf,BOQ Comparative Chart,1.0,110161.0,naresh vij govt contractor,INR,"13,924,568.25",1.0,111034.0,ashish kaushal,05-Feb-2019 08:27 PM,Rejected-AOC,Ok,10-Apr-2019 05:25 PM,Technical,Technical bid opening summary,Arvind Kumar,06-Feb-2019 04:24 PM,technical_36965.pdf,AOC
,,,,,,.pdf,Contractors registraiton reffer general rules No 23,,,,,,,,,,,,,,,2.0,FDR - Fixed Deposit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,110865.0,Asphalt Carpet Construction Company,05-Feb-2019 02:03 PM,Rejected-Technical,Contractor has not submit the original documents a,06-Feb-2019 04:33 PM,,,,,,AOC
,,,,,,.pdf,GST registraton refer general rules no 21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,110161.0,naresh vij govt contractor,02-Feb-2019 10:16 AM,Accepted-AOC,Ok,10-Apr-2019 05:25 PM,,,,,,AOC
,,,,,,.pdf,work done certifidcate and work in hand certificate refer in general rules No 19 schedule F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,110951.0,Ravinder Kumar Gupta,05-Feb-2019 04:32 PM,Rejected-Technical,Contractor has not submit the original documents a,06-Feb-2019 04:33 PM,,,,,,AOC
,,,,,,.pdf,"List of machenery, tool plant shown in schedule F with refeerence to clause 18 proof of ownership",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,.pdf,affdavits of correctness of all the documents are submitted is true by the Contractor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,.pdf,Form No 8refer in SBD Documents,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,.pdf,Contractor should have to submit the proof of EPF as mentioned in SBD Clause 25 A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,.pdf,Work done condition one similar nature of work not less than 40 percent of the estimated cost,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,.pdf,Annual financial Turn over during last five years from Civil Engi and certified from CA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
