Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :.1,Document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated On :,Financial Bid Opening Date:,Document :.1,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Tender Stage,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,S.No,Instrument Type,Name,Address,Tender Stage
13-Apr-2019,"INR 3,188,113",60.0,Jeet Singh Thakur,13-Apr-2019 04:13 PM,176.AOC.pdf (316.00 KB),"Annual Maintenance of Sultanpur Diversion road Km. 0/0 to 1/0, Bharmour Chowk to Old Bus Stand Km. 0/0 to 0/650 and Approach road and Yard of Rest House Chamba P/L Bitumenous Concrete",EE,Internal,Senior Assistant Superintendent and Assistant Engineer,Jeet Singh Thakur,13-Apr-2019 04:12 PM,finsummary_38871.pdf (17.76 KB),Er J.S. Thakur,Internal,Senior Assistant Superintendent and Assistant Engineer,Jeet Singh Thakur,28-Feb-2019 12:08 PM,01-Mar-2019 11:30 AM,techsummary_38871.pdf (291.40 KB),PWD,2019_PWD_27230_4,No. PWC-WA-II/Contract/17- 19055-154 dt. 6.2.19,"Annual Maintenance of Sultanpur Diversion road Km. 0/0 to 1/0, Bharmour Chowk to Old Bus Stand Km. 0/0 to 0/650 and Approach road and Yard of Rest House Chamba P/L Bitumenous Concrete",1.0,115159.0,sahab singh thakur,INR,"3,083,700",Finance,Bid opening Summary,Jeet Singh Thakur,13-Apr-2019 04:06 PM,finance_38871.pdf,BOQ Comparative Chart,Technical,Bid opening Summary,Jeet Singh Thakur,28-Feb-2019 11:10 AM,technical_38871.pdf,1.0,115547.0,Des Raj and Co.,26-Feb-2019 02:14 PM,Rejected-AOC,L 2,13-Apr-2019 04:13 PM,AOC,1.0,Fee/PreQual/Technical,.pdf,Cost of Tender Form (as per Schedule F),14-Feb-2019 10:00 AM,27-Feb-2019 11:30 AM,14-Feb-2019 10:00 AM,26-Feb-2019 05:00 PM,NA ,NA ,14-Feb-2019 10:00 AM,26-Feb-2019 05:00 PM,01-Mar-2019 11:30 AM,"44,150",No,fixed,,"Executive Engineer, Chamba Division HPPWD Chamba",Chamba,"Annual Maintenance of Sultanpur Diversion road Km. 0/0 to 1/0, Bharmour Chowk to Old Bus Stand Km. 0/0 to 0/650 and Approach road and Yard of Rest House Chamba P/L Bitumenous Concrete","Annual Maintenance of Sultanpur Diversion road Km. 0/0 to 1/0, Bharmour Chowk to Old Bus Stand Km. 0/0 to 0/650 and Approach road and Yard of Rest House Chamba P/L Bitumenous Concrete",Please refer Tender documents. ,NA ,"24,42,290",Civil Works,NA ,Tender,60.0,60.0,Chamba,176310.0,NA ,NA ,NA ,"Executive Engineer, Chamba Division HPPWD Chamba",No ,No,500.0,"Executive Engineer, Chamba Division HPPWD Chamba",Chamba,No,PWD,No. PWC-WA-II/Contract/17- 19055-154 dt. 6.2.19,2019_PWD_27230_4,Yes,Open Tender,Item Rate,Works,2.0,No,No,Offline,No,No,No,1.0,DD - Demand Draft,"Executive Engineer, Chamba Division HPPWD Chamba","Executive Engineer, Chamba Division HPPWD Chamba",AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,115677.0,Govt Contractor,26-Feb-2019 04:09 PM,Rejected-AOC,L 3,13-Apr-2019 04:13 PM,AOC,,,.pdf,Earnest Money Deposit (As per schedule F),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,BC - Bankers Cheque,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,115159.0,sahab singh thakur,25-Feb-2019 01:57 PM,Accepted-AOC,L 1,13-Apr-2019 04:13 PM,AOC,,,.pdf,Contractor registration (Refer General rule No.23),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,FDR - Fixed Deposit,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,.pdf,GST registration (Refer General rule No.21),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,.pdf,Form No. 8 (Refer General rule No 26.7).,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,.pdf,Affidavit that information furnished with the bid is correct in all respect,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,.pdf,Work experience as per clause 28.2 b of general and direction and as per schedule F.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,.pdf,Copy of PAN No.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,.pdf,"Own Hot Mix Plant and own Paver Finisher, as per Form-8 Schedule F with reference to clause 18",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
