Type :,Summary :,Updated By :,Updated On :,Document :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Type :.1,Summary :.1,Updated By :.1,Updated On :.1,Document :.1,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated on :,Document :.2,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :.1,AOC document :,AOC Description :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,Tender Stage,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Name,Address,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No,Instrument Type,Cover No,Cover,Document Type,Description,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Stage
Technical,BOS,Naresh Raj Chandel,21-Feb-2019 05:55 PM,technical_38223.pdf,1.0,113242.0,Ajmer Singh,16-Feb-2019 08:29 PM,Accepted-AOC,AOC issued being lowest,26-Apr-2019 04:55 PM,1.0,113242.0,Ajmer Singh,INR,"3,536,841",Finance,FBO,Naresh Raj Chandel,27-Feb-2019 03:00 PM,finance_38223.pdf,BOQ Comparative Chart,"Superintending Engineer, 1st Circle, HPPWD Mandi",Internal,Executive Engineer (Design) Executive Engineer Sundernagar Divn Circle Head D.Man Superintendent (Works),Naresh Raj Chandel,16-Apr-2019 12:30 PM,finsummary_38223.pdf (2757.94 KB),26-Apr-2019,"INR 3,536,841",60.0,Naresh Raj Chandel,26-Apr-2019 04:55 PM,Scan_20190426_165120.pdf (2668.00 KB),"AOC issued , being lowest.",PWD,2019_PWD_26861_1,A/S Jarol Behan Road,Annual Surfacing on Jarol Behna road (Village Road),Er. D.R. Chauhan Executive Engineer,Internal,N.R. Chandel Member Sushil Kumar Member Dinesh Sen Member Girja Sharma Member,Naresh Raj Chandel,22-Feb-2019 05:38 PM,23-Feb-2019 10:00 AM,techsummary_38223.pdf (206.94 KB),AOC,"53,500",No,fixed,,EE Sundernagar,Sundernagar,Executive Engineer Sunder Nagar Division HPPWD,Executive Engineer Sunder Nagar Division HPPWD,"1,500",EE Sundernagar,Sundernagar,No,Annual Surfacing on Jarol Behna road (Village Road),SH Providing and laying 25 mm thick bituminous concrete including profile correction in KM 0/0 to 2/0 and 5/0 to 7/0,Please refer Tender documents. ,NA ,"30,51,468",Civil Works,NA ,Tender,120.0,60.0,Sundernagar,175010.0,NA ,NA ,NA ,O/O Executive Engineer Sunder Nagar Division HPPWD,No ,No,1.0,DD - Demand Draft,1.0,Fee/PreQual/Technical,.pdf,Cost of tender indicated in schedule F,PWD,A/S Jarol Behan Road,2019_PWD_26861_1,Yes,Open Tender,Item Rate,Works,2.0,No,No,Offline,No,No,No,07-Feb-2019 10:00 AM,20-Feb-2019 11:00 AM,07-Feb-2019 10:00 AM,19-Feb-2019 06:00 PM,07-Feb-2019 10:00 AM ,19-Feb-2019 05:00 PM ,07-Feb-2019 10:00 AM,19-Feb-2019 06:00 PM,23-Feb-2019 10:00 AM,AOC
,,,,,2.0,113346.0,S.A ASSOCIATE,18-Feb-2019 06:42 PM,Rejected-AOC,"rejected, not found lowest.",26-Apr-2019 04:55 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,FDR - Fixed Deposit,,,.pdf,The earnest money indicated in schedule F,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Contractors registration refer general rules No.23,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,GST registration general rules No. 21,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,"List of machinery, tool, plant refer schedule F with reference to clause 18 alongwith owner ship pro",,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Copy of EPF Registration/ affidavit as per clause 25 A,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Form No. 8 prefer General Rules No. 26.7,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,List of both gazetted and non-gazetted HPPWD Employees related to him General Rule No. 16,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Affidavit that information furnished with the bid is correct in all respect,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Other important documents as specified by the State in proforma of Schedule,,,,,,,,,,,,,,,,,,,,,,,,AOC
