Name,Address,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,S.No,Instrument Type,Cover No,Cover,Document Type,Description,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :.1,Summary :.1,Updated By :.1,Updated On :.1,Document :.1,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated On :.2,Financial Bid Opening Date:,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :,Document :.3,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,Tender Stage
Executive Engineer Mandi Division No II HPPWD Man,Executive Engineer Mandi Division No II HPPWD Mandi,"2,000",Executive Engineer Mandi Division No II HPPWD Man,Mandi HP,No,28-May-2018 05:30 PM,09-Jun-2018 11:30 AM,28-May-2018 05:30 PM,09-Jun-2018 10:45 AM,NA ,NA ,28-May-2018 05:30 PM,09-Jun-2018 10:45 AM,14-Jun-2018 04:00 PM,PWD,PW-MD -II/EA-I-TENDER/17-3099 dt 05.05.18,2018_PWD_21347_1,Yes,Open Tender,Item Rate,Works,2.0,No,No,Offline,No,No,No,1.0,DD - Demand Draft,1.0,Fee/PreQual/Technical,.pdf,COST OF TENDER INDICATED IN SCHEDULE F,"93,300",No,fixed,,Executive Engineer Mandi Division No II HPPWD Man,Mandi HP,Periodic maintenance of Rao to Rajwari road km 0/0 to 13/0 under PMGSY incentive scheme for the year 2018-19 SH Providing and laying wearing Grade-III and 25mm thick Bituminous concrete in Km. 0/0 to 1/0 and 6/0 to 13/0,Periodic maintenance of Rao to Rajwari road km 0/0 to 13/0 under PMGSY incentive scheme for the year 2018-19 SH Providing and laying wearing Grade-III and 25mm thick Bituminous concrete in Km. 0/0 to 1/0 and 6/0 to 13/0,Please refer to bid doc and NIT ,NA ,"60,84,238",Civil Works - Roads,NA ,Tender,120.0,60.0,Rajwari,175001.0,NA ,NA ,NA ,Mandi Division No II HPPWD Mandi,No ,No,AOC,1.0,85705.0,S.A ASSOCIATE,INR,"8,077,986",Finance,Summary,Pradeep Singh,15-Jun-2018 12:56 PM,finance_30148.pdf,BOQ Comparative Chart,1.0,86019.0,"Prem Lal, govt. Contractor",08-Jun-2018 11:09 PM,Rejected-Finance,2.0,25-Apr-2019 05:01 PM,Technical,Summary,Pradeep Singh,14-Jun-2018 03:30 PM,technical_30148.pdf,PWD,2018_PWD_21347_1,PW-MD -II/EA-I-TENDER/17-3099 dt 05.05.18,Periodic maintenance of Rao to Rajwari road km 0/0 to 13/0 under PMGSY incentive scheme for the year 2018-19 SH Providing and laying wearing Grade-III and 25mm thick Bituminous concrete in Km. 0/0 to 1/0 and 6/0 to 13/0,ER PRADEEP SINGH,Internal,SUPDT DAO HDM AE TO EE,Pradeep Singh,14-Jun-2018 03:35 PM,14-Jun-2018 04:00 PM,techsummary_30148.pdf (463.44 KB),ER PRADEEP SINGH,Internal,,Pradeep Singh,25-Apr-2019 05:01 PM,finsummary_30148.pdf (222.14 KB),25-Apr-2019,"INR 8,077,986",60.0,Pradeep Singh,25-Apr-2019 05:02 PM,2018_PWD_21347_1.pdf (165.00 KB),AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,FDR - Fixed Deposit,,,.pdf,EARNEST MONEY INDICATED IN SHEDULE F,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,2.0,85705.0,S.A ASSOCIATE,08-Jun-2018 11:32 PM,Accepted-AOC,1.0,25-Apr-2019 05:02 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,CONTRACTORS REGISTRATION in appropriate class A B or C,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,"SALES TAX (GST), REGITRATION GENERAL RULES NO21",,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,PERMANENT ACCOUNT NUMBER (PAN),,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,"FORM NO 8 duly signed REFER GENERAL RULES NO 26.7,",,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Detail of machinery,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Attested copies of work done certificates a/w work done detail as per reqirement,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Affidavit of Notary Public regarding No gazetted and non-gazetted HPPWD. Employees related to him,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Affidavit of Notary Public that information furnished with the bid is correct in all respect.,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
