EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,S.No,Instrument Type,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,S.No.1,Corrigendum Title,Corrigendum Type,View,Name,Address,Cover No,Cover,Document Type,Description,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Stage,Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :.1,Summary :.1,Updated By :.1,Updated On :.1,Document :.1,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated On :.2,Financial Bid Opening Date:,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :,Document :.3,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,AOC Description :,Tender Stage
"15,300",No,fixed,,EE PWD Paonta Sahib,Paonta Sahib,26-Nov-2018 04:30 PM,11-Dec-2018 11:30 AM,26-Nov-2018 05:00 PM,10-Dec-2018 05:00 PM,NA ,NA ,26-Nov-2018 05:00 PM,10-Dec-2018 05:00 PM,19-Dec-2018 12:10 PM,1.0,DD - Demand Draft,350.0,EE PWD Paonta Sahib,Paonta Sahib,No,1.0,Opening date of tender,Date,,EE PWD Paonta Sahib,EE PWD Paonta Sahib,1.0,Fee/PreQual/Technical,.pdf,Cost of tender- indicated in schedule f at sr.no.6.3,A/R and M/O Rampur Bharapur Gunglon road km 0/0 to 5/0 (SH Providing and Laying Premix carpet surfacing in km 0/0 to 1/0),A/R and M/O Rampur Bharapur Gunglon road km 0/0 to 5/0 (SH Providing and Laying Premix carpet surfacing in km 0/0 to 1/0),Please refer tender documents ,NA ,"7,61,636",Civil Works - Roads,NA ,Tender,90.0,90.0,Paonta Sahib,173025.0,NA ,NA ,NA ,EE PWD Paonta,No ,No,PWD,PWP/CB/Tender/2018-9241-91 dt. 20.11.18,2018_PWD_24857_4,Yes,Open Tender,Item Rate,Works,2.0,No,No,Offline,No,No,No,AOC,Finance,Summary,Ajay Kumar Sharma,03-Mar-2019 01:47 PM,finance_34772.pdf,BOQ Comparative Chart,1.0,102938.0,Nazar Ali,INR,"842,137.5",1.0,103039.0,DINESH KUMAR GUPTA,10-Dec-2018 04:29 PM,Rejected-Finance,L2,03-Mar-2019 01:49 PM,Technical,Bid Opening Summary,Dalip Singh Tomar,18-Dec-2018 05:05 PM,technical_34772.pdf,PWD,2018_PWD_24857_4,PWP/CB/Tender/2018-9241-91 dt. 20.11.18,A/R and M/O Rampur Bharapur Gunglon road km 0/0 to 5/0 (SH Providing and Laying Premix carpet surfacing in km 0/0 to 1/0),Er.Ajay Kumar Sharma,Internal,"Sh. Inder Singh Sr. Asstt., Sh. Saran Singh Supdt. Gr.II, Sh. Ram Gopal Gupta HDM",Dalip Singh Tomar,18-Dec-2018 05:08 PM,19-Dec-2018 12:10 PM,techsummary_34772.pdf (534.43 KB),Er. Ajay Kumar Sharma,Internal,"Sh. Inder Singh Sr. Asstt., Sh. Saran Singh Supdt. Gr.II, Sh. Ram Gopal Gupta HDM",Ajay Kumar Sharma,03-Mar-2019 01:49 PM,finsummary_34772.pdf (830.13 KB),11-Apr-2019,"INR 761,636",90.0,Ajay Kumar Sharma,11-Apr-2019 03:45 PM,92.pdf (876.00 KB),AOC,AOC
,,,,,,,,,,,,,,,2.0,FDR - Fixed Deposit,,,,,,,,,,,,,.pdf,Earnest money-indicated in schedule f at sr. No.6.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,2.0,102938.0,Nazar Ali,09-Dec-2018 05:17 PM,Accepted-AOC,L1,11-Apr-2019 03:45 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Contractors registration- refer general rule sr. No 23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,GST Registration(Refer General Rule No.21)and Permanent account number,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,List of incomplete works in hand general rule sr. No 28.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,List of machinery tool plant along with proof of owner ship i.e.R.C. and purchase bills S.No 6.19 Re,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Scanned copy of EPF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Form no 8 duly signed gen. Rule sr. No 26.7.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,List of both gazetted and non gazetted officer hppwd employees related to him gen. Rule sr.no.16),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Any other information bidders like to provide.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
